user_id,action_name,event_time,rank,user_activity_level
user_000360,风险评估,2026-06-30 04:29:00,3,high
user_000361,快捷支付,2026-06-29 20:33:00,1,high
user_000361,查看黄金行情,2026-06-29 20:30:00,2,high
user_000361,收款码,2026-06-29 20:27:00,3,high
user_000362,银行卡管理,2026-06-29 15:05:00,1,high
user_000362,查还款结果,2026-06-29 15:02:00,2,high
user_000362,大样本非近期高频_long_term_high_freq_0663,2026-06-29 12:00:00,3,high
user_000363,预约网点取号,2026-06-30 03:26:00,1,high
user_000363,快捷支付,2026-06-30 03:23:00,2,high
user_000363,查交易结果,2026-06-30 03:20:00,3,high
user_000364,短信验证,2026-06-29 21:35:00,1,high
user_000364,快捷支付,2026-06-29 21:32:00,2,high
user_000364,查看基金净值,2026-06-29 21:29:00,3,high
user_000365,银行卡管理,2026-06-30 10:28:00,1,high
user_000365,查账户明细,2026-06-30 10:25:00,2,high
user_000365,短信验证,2026-06-30 10:22:00,3,high
user_000366,查账户明细,2026-06-29 16:26:00,1,high
user_000366,银行卡管理,2026-06-29 16:23:00,2,high
user_000366,短信验证,2026-06-29 16:20:00,3,high
user_000367,结构性存款,2026-06-30 09:18:00,1,high
user_000367,添加银行卡,2026-06-30 09:15:00,2,high
user_000367,快捷支付,2026-06-28 03:40:00,3,high
user_000368,查银行卡,2026-06-30 06:26:00,1,high
user_000368,查交易结果,2026-06-30 06:23:00,2,high
user_000368,预约网点取号,2026-06-30 06:20:00,3,high
user_000369,大样本近期高频_0796,2026-06-29 12:53:00,1,high
user_000369,大样本近期高频_0796,2026-06-29 07:35:00,2,high
user_000369,银行卡管理,2026-06-29 01:21:00,3,high
user_000370,查账户明细,2026-06-30 11:09:00,1,high
user_000370,收款码,2026-06-30 11:06:00,2,high
user_000370,大样本近期高频_0562,2026-06-29 12:12:00,3,high
user_000371,大样本近期高频_0527,2026-06-29 12:56:00,1,high
user_000371,查交易明细,2026-06-29 07:26:00,2,high
user_000371,查看黄金行情,2026-06-29 07:23:00,3,high
user_000372,跨行转入,2026-06-29 21:07:00,1,high
user_000372,短信验证,2026-06-29 21:04:00,2,high
user_000372,查看理财产品,2026-06-29 21:01:00,3,high
user_000373,查看基金净值,2026-06-30 04:48:00,1,high
user_000373,预约网点取号,2026-06-30 04:45:00,2,high
user_000373,大样本近期高频_0636,2026-06-29 12:26:00,3,high
user_000374,查看基金净值,2026-06-30 11:41:00,1,high
user_000374,结构性存款,2026-06-30 11:38:00,2,high
user_000374,大样本近期高频_0786,2026-06-29 12:05:00,3,high
user_000375,大样本近期高频_0501,2026-06-29 12:40:00,1,high
user_000375,大样本近期高频_0501,2026-06-29 07:53:00,2,high
user_000375,大样本近期高频_0501,2026-06-28 02:06:00,3,high
user_000376,查看黄金行情,2026-06-30 11:27:00,1,high
user_000376,查交易明细,2026-06-30 11:24:00,2,high
user_000376,大样本近期高频_0190,2026-06-29 12:10:00,3,high
user_000377,风险评估,2026-06-30 09:36:00,1,high
user_000377,查交易明细,2026-06-30 09:33:00,2,high
user_000377,大样本周期_daily_0452,2026-06-30 05:12:00,3,high
user_000378,大样本近期高频_0680,2026-06-29 12:26:00,1,high
user_000378,大样本近期高频_0680,2026-06-29 07:46:00,2,high
user_000378,大样本近期高频_0680,2026-06-28 02:45:00,3,high
user_000379,预约网点取号,2026-06-30 10:16:00,1,high
user_000379,收款码,2026-06-30 10:13:00,2,high
user_000379,大样本非近期高频_low_concentration_0714,2026-06-29 12:00:00,3,high
user_000380,大样本近期高频_0277,2026-06-29 12:43:00,1,high
user_000380,大样本近期高频_0277,2026-06-29 07:32:00,2,high
user_000380,大样本近期高频_0277,2026-06-28 02:47:00,3,high
user_000381,大样本非近期高频_long_term_high_freq_0755,2026-06-29 12:00:00,1,high
user_000381,大样本非近期高频_long_term_high_freq_0755,2026-06-29 11:00:00,2,high
user_000381,大样本非近期高频_long_term_high_freq_0755,2026-06-28 10:00:00,3,high
user_000382,查还款结果,2026-06-30 11:06:00,1,high
user_000382,快捷支付,2026-06-30 11:03:00,2,high
user_000382,收款码,2026-06-30 11:00:00,3,high
user_000383,查交易明细,2026-06-29 22:44:00,1,high
user_000383,查看黄金行情,2026-06-29 22:41:00,2,high
user_000383,大样本非近期高频_low_count_0580,2026-06-29 12:00:00,3,high
user_000384,结构性存款,2026-06-29 12:06:00,1,high
user_000384,查还款结果,2026-06-29 12:03:00,2,high
user_000384,大样本非近期高频_long_term_high_freq_0751,2026-06-29 12:00:00,3,high
user_000385,大样本非近期高频_low_concentration_0590,2026-06-29 12:00:00,1,high
user_000385,大样本非近期高频_low_concentration_0590,2026-06-29 11:00:00,2,high
user_000385,大样本非近期高频_low_concentration_0590,2026-06-28 10:00:00,3,high
user_000386,查账户明细,2026-06-29 13:12:00,1,high
user_000386,查看黄金行情,2026-06-29 13:09:00,2,high
user_000386,添加银行卡,2026-06-29 13:06:00,3,high
user_000387,查交易明细,2026-06-29 23:38:00,1,high
user_000387,查看黄金行情,2026-06-29 23:35:00,2,high
user_000387,大样本近期高频_0070,2026-06-29 12:42:00,3,high
user_000388,大样本非近期高频_low_lift_0593,2026-06-29 12:00:00,1,high
user_000388,大样本非近期高频_low_lift_0593,2026-06-29 11:00:00,2,high
user_000388,大样本非近期高频_low_lift_0593,2026-06-28 10:00:00,3,high
user_000389,查交易明细,2026-06-29 16:23:00,1,high
user_000389,快捷支付,2026-06-29 16:20:00,2,high
user_000389,大样本近期高频_0766,2026-06-29 12:56:00,3,high
user_000390,查看基金净值,2026-06-30 09:14:00,1,high
user_000390,风险评估,2026-06-30 09:11:00,2,high
user_000390,大样本周期_daily_0272,2026-06-30 05:13:00,3,high
user_000391,查交易明细,2026-06-30 05:08:00,1,high
user_000391,风险评估,2026-06-30 05:05:00,2,high
user_000391,大样本非近期高频_long_term_high_freq_0147,2026-06-29 12:00:00,3,high
user_000392,查看理财产品,2026-06-29 22:14:00,1,high
user_000392,预约网点取号,2026-06-29 22:11:00,2,high
user_000392,大样本近期高频_0334,2026-06-29 12:28:00,3,high
user_000393,查看理财产品,2026-06-29 19:34:00,1,high
user_000393,跨行转入,2026-06-29 19:31:00,2,high
user_000393,收款码,2026-06-29 19:28:00,3,high
user_000394,大样本周期_interval_0187,2026-06-29 18:12:00,1,high
user_000394,风险评估,2026-06-28 19:15:00,2,high
user_000394,买黄金,2026-06-28 19:12:00,3,high
user_000395,查交易明细,2026-06-29 15:39:00,1,high
user_000395,查账户明细,2026-06-29 15:36:00,2,high
user_000395,查看基金净值,2026-06-27 11:41:00,3,high
user_000396,大样本非近期高频_low_concentration_0214,2026-06-29 12:00:00,1,high
user_000396,大样本非近期高频_low_concentration_0214,2026-06-29 11:00:00,2,high
user_000396,大样本非近期高频_low_concentration_0214,2026-06-28 10:00:00,3,high
user_000397,大样本非近期高频_low_concentration_0634,2026-06-29 12:00:00,1,high
user_000397,大样本非近期高频_low_concentration_0634,2026-06-29 11:00:00,2,high
user_000397,银行卡管理,2026-06-29 00:40:00,3,high
user_000398,短信验证,2026-06-29 12:38:00,1,high
user_000398,添加银行卡,2026-06-29 12:35:00,2,high
user_000398,买黄金,2026-06-29 12:32:00,3,high
user_000399,查账户明细,2026-06-30 11:23:00,1,high
user_000399,风险评估,2026-06-30 11:20:00,2,high
user_000399,查看理财产品,2026-06-30 11:17:00,3,high
user_000400,大样本近期高频_0716,2026-06-29 12:26:00,1,high
user_000400,大样本近期高频_0716,2026-06-29 07:55:00,2,high
user_000400,大样本近期高频_0716,2026-06-28 02:50:00,3,high
user_000401,风险评估,2026-06-29 22:52:00,1,high
user_000401,查看理财产品,2026-06-29 22:49:00,2,high
user_000401,查交易明细,2026-06-29 22:46:00,3,high
user_000402,查看黄金行情,2026-06-29 18:32:00,1,high
user_000402,结构性存款,2026-06-29 18:29:00,2,high
user_000402,大样本非近期高频_low_concentration_0654,2026-06-29 12:00:00,3,high
user_000403,大样本周期_interval_0655,2026-06-29 18:12:00,1,high
user_000403,大样本近期高频_0255,2026-06-29 12:07:00,2,high
user_000403,短信验证,2026-06-29 11:16:00,3,high
user_000404,预约网点取号,2026-06-27 07:30:00,1,high
user_000404,查账户明细,2026-06-27 07:27:00,2,high
user_000404,查交易明细,2026-06-27 07:24:00,3,high
user_000405,风险评估,2026-06-30 04:18:00,1,high
user_000405,查交易明细,2026-06-30 04:15:00,2,high
user_000405,大样本近期高频_0788,2026-06-29 12:14:00,3,high
user_000406,查看基金净值,2026-06-30 07:46:00,1,high
user_000406,查看黄金行情,2026-06-30 07:43:00,2,high
user_000406,查交易结果,2026-06-29 21:48:00,3,high
user_000407,跨行转入,2026-06-30 05:48:00,1,high
user_000407,收款码,2026-06-30 05:45:00,2,high
user_000407,结构性存款,2026-06-30 05:42:00,3,high
user_000408,买黄金,2026-06-30 04:50:00,1,high
user_000408,添加银行卡,2026-06-30 04:47:00,2,high
user_000408,预约网点取号,2026-06-30 04:44:00,3,high
user_000409,查银行卡,2026-06-30 05:28:00,1,high
user_000409,查还款结果,2026-06-30 05:25:00,2,high
user_000409,大样本周期_daily_0464,2026-06-30 05:13:00,3,high
user_000410,风险评估,2026-06-30 09:27:00,1,high
user_000410,查还款结果,2026-06-30 09:24:00,2,high
user_000410,大样本非近期高频_low_count_0352,2026-06-29 12:00:00,3,high
user_000411,查看黄金行情,2026-06-30 10:49:00,1,high
user_000411,查看基金净值,2026-06-30 10:46:00,2,high
user_000411,快捷支付,2026-06-30 10:43:00,3,high
user_000412,大样本非近期高频_low_lift_0013,2026-06-29 12:00:00,1,high
user_000412,跨行转入,2026-06-29 11:27:00,2,high
user_000412,查账户明细,2026-06-29 11:24:00,3,high
user_000413,大样本周期_daily_0984,2026-06-30 05:13:00,1,high
user_000413,查看黄金行情,2026-06-29 17:09:00,2,high
user_000413,银行卡管理,2026-06-29 17:06:00,3,high
user_000414,大样本周期_daily_0532,2026-06-30 05:12:00,1,high
user_000414,查银行卡,2026-06-30 00:37:00,2,high
user_000414,买黄金,2026-06-30 00:34:00,3,high
user_000415,结构性存款,2026-06-29 14:43:00,1,high
user_000415,预约网点取号,2026-06-29 14:40:00,2,high
user_000415,大样本非近期高频_low_lift_0581,2026-06-29 12:00:00,3,high
user_000416,大样本非近期高频_low_lift_0205,2026-06-29 12:00:00,1,high
user_000416,大样本非近期高频_low_lift_0205,2026-06-29 11:00:00,2,high
user_000416,大样本非近期高频_low_lift_0205,2026-06-28 10:00:00,3,high
user_000417,大样本近期高频_0321,2026-06-29 12:37:00,1,high
user_000417,大样本近期高频_0321,2026-06-29 07:07:00,2,high
user_000417,大样本周期_weekly_0721,2026-06-29 06:12:00,3,high
user_000418,大样本周期_daily_0044,2026-06-30 05:12:00,1,high
user_000418,预约网点取号,2026-06-29 13:41:00,2,high
user_000418,跨行转入,2026-06-29 13:38:00,3,high
user_000419,查看黄金行情,2026-06-29 18:30:00,1,high
user_000419,短信验证,2026-06-29 18:27:00,2,high
user_000419,大样本近期高频_0661,2026-06-29 12:40:00,3,high
user_000420,大样本非近期高频_low_count_0660,2026-06-29 12:00:00,1,high
user_000420,大样本非近期高频_low_count_0660,2026-06-29 11:00:00,2,high
user_000420,查看基金净值,2026-06-29 05:11:00,3,high
user_000421,查看基金净值,2026-06-29 14:08:00,1,high
user_000421,查银行卡,2026-06-29 14:05:00,2,high
user_000421,大样本非近期高频_low_count_0436,2026-06-29 12:00:00,3,high
user_000422,结构性存款,2026-06-29 14:46:00,1,high
user_000422,查看理财产品,2026-06-29 14:43:00,2,high
user_000422,大样本非近期高频_low_lift_0665,2026-06-29 12:00:00,3,high
user_000423,大样本周期_daily_0812,2026-06-30 05:12:00,1,high
user_000423,添加银行卡,2026-06-29 21:30:00,2,high
user_000423,银行卡管理,2026-06-29 21:27:00,3,high
user_000424,银行卡管理,2026-06-29 23:48:00,1,high
user_000424,查看理财产品,2026-06-29 23:45:00,2,high
user_000424,跨行转入,2026-06-29 23:42:00,3,high
user_000425,查银行卡,2026-06-30 10:05:00,1,high
user_000425,短信验证,2026-06-30 10:02:00,2,high
user_000425,大样本周期_daily_0304,2026-06-30 05:13:00,3,high
user_000426,银行卡管理,2026-06-29 21:22:00,1,high
user_000426,添加银行卡,2026-06-29 21:19:00,2,high
user_000426,查还款结果,2026-06-29 21:16:00,3,high
user_000427,大样本周期_daily_0376,2026-06-30 05:13:00,1,high
user_000427,收款码,2026-06-30 04:53:00,2,high
user_000427,查看黄金行情,2026-06-30 04:50:00,3,high
user_000428,查看理财产品,2026-06-29 18:49:00,1,high
user_000428,查账户明细,2026-06-29 18:46:00,2,high
user_000428,大样本非近期高频_low_concentration_0082,2026-06-29 12:00:00,3,high
user_000429,跨行转入,2026-06-29 13:51:00,1,high
user_000429,查账户明细,2026-06-29 13:48:00,2,high
user_000429,大样本非近期高频_long_term_high_freq_0111,2026-06-29 12:00:00,3,high
user_000430,大样本非近期高频_low_count_0408,2026-06-29 12:00:00,1,high
user_000430,大样本非近期高频_low_count_0408,2026-06-29 11:00:00,2,high
user_000430,结构性存款,2026-06-29 04:39:00,3,high
user_000431,快捷支付,2026-06-30 10:26:00,1,high
user_000431,结构性存款,2026-06-30 10:23:00,2,high
user_000431,查账户明细,2026-06-29 20:27:00,3,high
user_000432,大样本周期_daily_0788,2026-06-30 05:12:00,1,high
user_000432,查交易明细,2026-06-29 15:50:00,2,high
user_000432,短信验证,2026-06-29 15:47:00,3,high
user_000433,查看基金净值,2026-06-30 00:46:00,1,high
user_000433,银行卡管理,2026-06-30 00:43:00,2,high
user_000433,大样本周期_interval_0103,2026-06-29 18:12:00,3,high
user_000434,查看黄金行情,2026-06-30 11:14:00,1,high
user_000434,买黄金,2026-06-30 11:11:00,2,high
user_000434,预约网点取号,2026-06-30 11:08:00,3,high
user_000435,短信验证,2026-06-29 06:13:00,1,high
user_000435,买黄金,2026-06-29 06:10:00,2,high
user_000435,风险评估,2026-06-29 06:07:00,3,high
user_000436,大样本非近期高频_low_count_0164,2026-06-29 12:00:00,1,high
user_000436,大样本非近期高频_low_count_0164,2026-06-29 11:00:00,2,high
user_000436,查看基金净值,2026-06-29 07:39:00,3,high
user_000437,大样本周期_weekly_0449,2026-06-30 06:12:00,1,high
user_000437,查交易结果,2026-06-30 00:16:00,2,high
user_000437,买黄金,2026-06-30 00:13:00,3,high
user_000438,查交易明细,2026-06-30 10:10:00,1,high
user_000438,跨行转入,2026-06-30 10:07:00,2,high
user_000438,查交易明细,2026-06-29 14:34:00,3,high
user_000439,大样本周期_daily_0596,2026-06-30 05:12:00,1,high
user_000439,大样本近期高频_0196,2026-06-29 12:45:00,2,high
user_000439,大样本近期高频_0196,2026-06-29 07:49:00,3,high
user_000440,查账户明细,2026-06-29 15:46:00,1,high
user_000440,查交易结果,2026-06-29 15:43:00,2,high
user_000440,大样本近期高频_0453,2026-06-29 12:56:00,3,high
user_000441,查看基金净值,2026-06-30 08:13:00,1,high
user_000441,查看黄金行情,2026-06-30 08:10:00,2,high
user_000441,添加银行卡,2026-06-30 08:07:00,3,high
user_000442,大样本近期高频_0771,2026-06-29 12:53:00,1,high
user_000442,大样本近期高频_0771,2026-06-29 07:34:00,2,high
user_000442,买黄金,2026-06-28 08:24:00,3,high
user_000443,大样本非近期高频_low_concentration_0398,2026-06-29 12:00:00,1,high
user_000443,结构性存款,2026-06-29 11:15:00,2,high
user_000443,风险评估,2026-06-29 11:12:00,3,high
user_000444,查账户明细,2026-06-29 15:52:00,1,high
user_000444,查交易明细,2026-06-29 15:49:00,2,high
user_000444,买黄金,2026-06-29 15:46:00,3,high
user_000445,大样本非近期高频_low_lift_0225,2026-06-29 12:00:00,1,high
user_000445,大样本非近期高频_low_lift_0225,2026-06-29 11:00:00,2,high
user_000445,查交易结果,2026-06-29 00:10:00,3,high
user_000446,风险评估,2026-06-30 02:51:00,1,high
user_000446,查看理财产品,2026-06-30 02:48:00,2,high
user_000446,查还款结果,2026-06-30 02:45:00,3,high
user_000447,大样本近期高频_0199,2026-06-29 12:25:00,1,high
user_000447,大样本近期高频_0199,2026-06-29 07:30:00,2,high
user_000447,大样本周期_interval_0599,2026-06-28 18:12:00,3,high
user_000448,买黄金,2026-06-30 09:49:00,1,high
user_000448,跨行转入,2026-06-30 09:46:00,2,high
user_000448,短信验证,2026-06-30 09:43:00,3,high
user_000449,查看基金净值,2026-06-29 17:04:00,1,high
user_000449,查还款结果,2026-06-29 17:01:00,2,high
user_000449,大样本非近期高频_low_lift_0713,2026-06-29 12:00:00,3,high
user_000450,查交易明细,2026-06-29 18:48:00,1,high
user_000450,查还款结果,2026-06-29 18:45:00,2,high
user_000450,查交易结果,2026-06-29 18:42:00,3,high
user_000451,大样本非近期高频_low_concentration_0342,2026-06-29 12:00:00,1,high
user_000451,大样本非近期高频_low_concentration_0342,2026-06-29 11:00:00,2,high
user_000451,大样本非近期高频_low_concentration_0342,2026-06-28 10:00:00,3,high
user_000452,预约网点取号,2026-06-29 14:18:00,1,high
user_000452,短信验证,2026-06-29 14:15:00,2,high
user_000452,大样本非近期高频_low_concentration_0070,2026-06-29 12:00:00,3,high
user_000453,大样本近期高频_0069,2026-06-29 12:53:00,1,high
user_000453,大样本近期高频_0069,2026-06-29 07:39:00,2,high
user_000453,大样本周期_weekly_0469,2026-06-29 06:11:00,3,high
user_000454,添加银行卡,2026-06-29 04:50:00,1,high
user_000454,快捷支付,2026-06-29 04:47:00,2,high
user_000454,风险评估,2026-06-29 04:44:00,3,high
user_000455,查交易明细,2026-06-30 05:46:00,1,high
user_000455,查看基金净值,2026-06-30 05:43:00,2,high
user_000455,查银行卡,2026-06-30 05:40:00,3,high
user_000456,收款码,2026-06-30 05:39:00,1,high
user_000456,跨行转入,2026-06-30 05:36:00,2,high
user_000456,查看理财产品,2026-06-29 19:39:00,3,high
user_000457,大样本近期高频_0382,2026-06-29 12:12:00,1,high
user_000457,快捷支付,2026-06-29 11:10:00,2,high
user_000457,买黄金,2026-06-29 11:07:00,3,high
user_000458,大样本近期高频_0401,2026-06-29 12:07:00,1,high
user_000458,查交易明细,2026-06-29 11:05:00,2,high
user_000458,查银行卡,2026-06-29 11:02:00,3,high
user_000459,查账户明细,2026-06-30 09:33:00,1,high
user_000459,短信验证,2026-06-30 09:30:00,2,high
user_000459,收款码,2026-06-30 09:27:00,3,high
user_000460,查交易明细,2026-06-29 20:35:00,1,high
user_000460,添加银行卡,2026-06-29 20:32:00,2,high
user_000460,大样本非近期高频_low_count_0016,2026-06-29 12:00:00,3,high
user_000461,买黄金,2026-06-29 16:26:00,1,high
user_000461,风险评估,2026-06-29 16:23:00,2,high
user_000461,大样本非近期高频_long_term_high_freq_0695,2026-06-29 12:00:00,3,high
user_000462,快捷支付,2026-06-30 07:49:00,1,high
user_000462,银行卡管理,2026-06-30 07:46:00,2,high
user_000462,买黄金,2026-06-30 07:43:00,3,high
user_000463,查看基金净值,2026-06-30 02:10:00,1,high
user_000463,买黄金,2026-06-30 02:07:00,2,high
user_000463,查看基金净值,2026-06-29 15:50:00,3,high
user_000464,查还款结果,2026-06-29 12:21:00,1,high
user_000464,查看基金净值,2026-06-29 12:18:00,2,high
user_000464,收款码,2026-06-29 12:15:00,3,high
user_000465,大样本周期_daily_0408,2026-06-30 05:13:00,1,high
user_000465,大样本近期高频_0008,2026-06-29 12:00:00,2,high
user_000465,大样本近期高频_0008,2026-06-29 07:25:00,3,high
user_000466,大样本周期_daily_0220,2026-06-30 05:12:00,1,high
user_000466,查账户明细,2026-06-29 16:30:00,2,high
user_000466,风险评估,2026-06-29 16:27:00,3,high
user_000467,大样本非近期高频_low_lift_0385,2026-06-29 12:00:00,1,high
user_000467,大样本非近期高频_low_lift_0385,2026-06-29 11:00:00,2,high
user_000467,查看理财产品,2026-06-29 04:12:00,3,high
user_000468,大样本近期高频_0734,2026-06-29 12:14:00,1,high
user_000468,大样本近期高频_0734,2026-06-29 07:23:00,2,high
user_000468,查银行卡,2026-06-29 02:39:00,3,high
user_000469,查还款结果,2026-06-29 16:55:00,1,high
user_000469,查银行卡,2026-06-29 16:52:00,2,high
user_000469,添加银行卡,2026-06-29 16:49:00,3,high
user_000470,查还款结果,2026-06-30 00:40:00,1,high
user_000470,添加银行卡,2026-06-30 00:37:00,2,high
user_000470,查看黄金行情,2026-06-29 18:34:00,3,high
user_000471,查交易明细,2026-06-29 14:49:00,1,high
user_000471,查银行卡,2026-06-29 14:46:00,2,high
user_000471,收款码,2026-06-29 14:43:00,3,high
user_000472,查交易结果,2026-06-30 07:34:00,1,high
user_000472,收款码,2026-06-30 07:31:00,2,high
user_000472,查还款结果,2026-06-30 07:28:00,3,high
user_000473,查账户明细,2026-06-30 05:38:00,1,high
user_000473,买黄金,2026-06-30 05:35:00,2,high
user_000473,查交易结果,2026-06-30 05:32:00,3,high
user_000474,银行卡管理,2026-06-29 09:32:00,1,high
user_000474,结构性存款,2026-06-29 09:29:00,2,high
user_000474,查看基金净值,2026-06-29 09:26:00,3,high
user_000475,查银行卡,2026-06-30 03:34:00,1,high
user_000475,银行卡管理,2026-06-30 03:31:00,2,high
user_000475,买黄金,2026-06-29 08:12:00,3,high
user_000476,大样本非近期高频_low_count_0284,2026-06-29 12:00:00,1,high
user_000476,大样本非近期高频_low_count_0284,2026-06-29 11:00:00,2,high
user_000476,大样本非近期高频_low_count_0284,2026-06-28 10:00:00,3,high
user_000477,查看理财产品,2026-06-30 11:08:00,1,high
user_000477,预约网点取号,2026-06-30 11:05:00,2,high
user_000477,查银行卡,2026-06-30 11:02:00,3,high
user_000478,大样本非近期高频_low_concentration_0302,2026-06-29 12:00:00,1,high
user_000478,大样本非近期高频_low_concentration_0302,2026-06-29 11:00:00,2,high
user_000478,买黄金,2026-06-29 03:53:00,3,high
user_000479,快捷支付,2026-06-29 12:27:00,1,high
user_000479,查看基金净值,2026-06-29 12:24:00,2,high
user_000479,大样本周期_interval_0143,2026-06-28 18:12:00,3,high
user_000480,大样本近期高频_0643,2026-06-29 12:45:00,1,high
user_000480,大样本近期高频_0643,2026-06-29 07:14:00,2,high
user_000480,大样本近期高频_0643,2026-06-28 02:36:00,3,high
user_000481,跨行转入,2026-06-29 19:34:00,1,high
user_000481,买黄金,2026-06-29 19:31:00,2,high
user_000481,大样本非近期高频_low_count_0032,2026-06-29 12:00:00,3,high
user_000482,大样本非近期高频_low_count_0788,2026-06-29 12:00:00,1,high
user_000482,大样本非近期高频_low_count_0788,2026-06-29 11:00:00,2,high
user_000482,查看基金净值,2026-06-29 02:42:00,3,high
user_000483,大样本非近期高频_low_concentration_0226,2026-06-29 12:00:00,1,high
user_000483,大样本非近期高频_low_concentration_0226,2026-06-29 11:00:00,2,high
user_000483,添加银行卡,2026-06-29 02:11:00,3,high
user_000484,银行卡管理,2026-06-30 03:41:00,1,high
user_000484,快捷支付,2026-06-30 03:38:00,2,high
user_000484,添加银行卡,2026-06-30 03:35:00,3,high
user_000485,查银行卡,2026-06-30 02:33:00,1,high
user_000485,查看基金净值,2026-06-30 02:30:00,2,high
user_000485,查还款结果,2026-06-30 02:27:00,3,high
user_000486,大样本近期高频_0489,2026-06-29 12:58:00,1,high
user_000486,大样本近期高频_0489,2026-06-29 07:56:00,2,high
user_000486,风险评估,2026-06-29 06:44:00,3,high
user_000487,大样本非近期高频_low_lift_0417,2026-06-29 12:00:00,1,high
user_000487,大样本非近期高频_low_lift_0417,2026-06-29 11:00:00,2,high
user_000487,查还款结果,2026-06-28 16:45:00,3,high
user_000488,大样本近期高频_0126,2026-06-29 12:40:00,1,high
user_000488,大样本近期高频_0126,2026-06-29 07:38:00,2,high
user_000488,大样本近期高频_0126,2026-06-28 02:17:00,3,high
user_000489,大样本周期_daily_0156,2026-06-30 05:12:00,1,high
user_000489,风险评估,2026-06-30 00:30:00,2,high
user_000489,收款码,2026-06-30 00:27:00,3,high
user_000490,查交易结果,2026-06-29 15:55:00,1,high
user_000490,预约网点取号,2026-06-29 15:52:00,2,high
user_000490,短信验证,2026-06-29 15:49:00,3,high
user_000491,快捷支付,2026-06-29 23:23:00,1,high
user_000491,收款码,2026-06-29 23:20:00,2,high
user_000491,银行卡管理,2026-06-29 23:17:00,3,high
user_000492,大样本近期高频_0482,2026-06-29 12:47:00,1,high
user_000492,大样本近期高频_0482,2026-06-29 07:02:00,2,high
user_000492,结构性存款,2026-06-29 03:38:00,3,high
user_000493,风险评估,2026-06-29 13:27:00,1,high
user_000493,查账户明细,2026-06-29 13:24:00,2,high
user_000493,预约网点取号,2026-06-27 13:35:00,3,high
user_000494,大样本非近期高频_low_count_0640,2026-06-29 12:00:00,1,high
user_000494,大样本非近期高频_low_count_0640,2026-06-29 11:00:00,2,high
user_000494,查交易结果,2026-06-29 00:29:00,3,high
user_000495,短信验证,2026-06-29 17:05:00,1,high
user_000495,查看黄金行情,2026-06-29 17:02:00,2,high
user_000495,大样本非近期高频_low_lift_0309,2026-06-29 12:00:00,3,high
user_000496,大样本非近期高频_low_lift_0221,2026-06-29 12:00:00,1,high
user_000496,大样本非近期高频_low_lift_0221,2026-06-29 11:00:00,2,high
user_000496,查交易明细,2026-06-29 01:41:00,3,high
user_000497,大样本周期_daily_0344,2026-06-30 05:13:00,1,high
user_000497,跨行转入,2026-06-29 21:20:00,2,high
user_000497,添加银行卡,2026-06-29 21:17:00,3,high
user_000498,查看黄金行情,2026-06-30 04:10:00,1,high
user_000498,查看基金净值,2026-06-30 04:07:00,2,high
user_000498,大样本非近期高频_long_term_high_freq_0291,2026-06-29 12:00:00,3,high
user_000499,大样本周期_weekly_0421,2026-06-30 06:11:00,1,high
user_000499,快捷支付,2026-06-29 20:15:00,2,high
user_000499,查看基金净值,2026-06-29 20:12:00,3,high
user_000500,添加银行卡,2026-06-30 10:26:00,1,high
user_000500,短信验证,2026-06-30 10:23:00,2,high
user_000500,大样本非近期高频_low_lift_0397,2026-06-29 12:00:00,3,high
user_000501,大样本非近期高频_long_term_high_freq_0411,2026-06-29 12:00:00,1,high
user_000501,大样本非近期高频_long_term_high_freq_0411,2026-06-29 11:00:00,2,high
user_000501,大样本非近期高频_long_term_high_freq_0411,2026-06-28 10:00:00,3,high
user_000502,风险评估,2026-06-30 09:08:00,1,high
user_000502,买黄金,2026-06-30 09:05:00,2,high
user_000502,大样本周期_daily_0312,2026-06-30 05:13:00,3,high
user_000503,大样本非近期高频_long_term_high_freq_0223,2026-06-29 12:00:00,1,high
user_000503,大样本非近期高频_long_term_high_freq_0223,2026-06-29 11:00:00,2,high
user_000503,大样本非近期高频_long_term_high_freq_0223,2026-06-28 10:00:00,3,high
user_000504,短信验证,2026-06-30 03:52:00,1,high
user_000504,快捷支付,2026-06-30 03:49:00,2,high
user_000504,银行卡管理,2026-06-30 03:46:00,3,high
user_000505,大样本近期高频_0234,2026-06-29 12:50:00,1,middle
user_000505,大样本近期高频_0234,2026-06-29 07:16:00,2,middle
user_000505,大样本周期_monthly_0634,2026-06-28 12:12:00,3,middle
user_000506,大样本周期_monthly_0122,2026-06-28 12:12:00,1,middle
user_000506,查看黄金行情,2026-06-26 09:24:00,2,middle
user_000506,查账户明细,2026-06-26 09:21:00,3,middle
user_000507,大样本周期_daily_0244,2026-06-30 05:12:00,1,high
user_000507,大样本周期_daily_0244,2026-06-29 05:11:00,2,high
user_000507,结构性存款,2026-06-28 12:23:00,3,high
user_000508,结构性存款,2026-06-30 06:21:00,1,middle
user_000508,查看基金净值,2026-06-30 06:18:00,2,middle
user_000508,查交易明细,2026-06-30 06:15:00,3,middle
user_000509,大样本近期高频_0374,2026-06-29 12:13:00,1,high
user_000509,买黄金,2026-06-29 09:30:00,2,high
user_000509,查交易结果,2026-06-29 09:27:00,3,high
user_000510,大样本周期_daily_0576,2026-06-30 05:13:00,1,high
user_000510,大样本近期高频_0176,2026-06-29 12:15:00,2,high
