user_id,sequence,sequence_length,support_count,last_time,transition_confidence,sequence_score,next_action_candidate
user_000435,大样本链路_0987_步骤1 -> 大样本链路_0987_步骤2 -> 大样本链路_0987_步骤3 -> 大样本链路_0987_步骤4 -> 大样本链路_0987_步骤5,5,3,2026-06-17 09:56:00,1.0,1.165086,大样本链路_0987_步骤5
user_000437,大样本链路_1049_步骤1 -> 大样本链路_1049_步骤2 -> 大样本链路_1049_步骤3,3,3,2026-06-21 08:58:00,1.0,1.227209,大样本链路_1049_步骤3
user_000437,大样本链路_0449_步骤1 -> 大样本链路_0449_步骤2 -> 大样本链路_0449_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_0449_步骤3
user_000438,大样本链路_0054_步骤1 -> 大样本链路_0054_步骤2 -> 大样本链路_0054_步骤3 -> 大样本链路_0054_步骤4,4,3,2026-06-15 09:30:00,1.0,1.08929,大样本链路_0054_步骤4
user_000438,大样本链路_0654_步骤1 -> 大样本链路_0654_步骤2 -> 大样本链路_0654_步骤3 -> 大样本链路_0654_步骤4,4,2,2026-06-06 09:30:00,1.0,0.639505,大样本链路_0654_步骤4
user_000439,大样本链路_0596_步骤1 -> 大样本链路_0596_步骤2,2,4,2026-06-23 08:30:00,1.0,1.268317,大样本链路_0596_步骤2
user_000439,大样本链路_1196_步骤1 -> 大样本链路_1196_步骤2,2,4,2026-06-17 08:30:00,1.0,1.03841,大样本链路_1196_步骤2
user_000446,大样本链路_1005_步骤1 -> 大样本链路_1005_步骤2 -> 大样本链路_1005_步骤3,3,3,2026-06-21 08:58:00,1.0,1.227209,大样本链路_1005_步骤3
user_000446,大样本链路_0405_步骤1 -> 大样本链路_0405_步骤2 -> 大样本链路_0405_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_0405_步骤3
user_000447,大样本链路_1199_步骤1 -> 大样本链路_1199_步骤2 -> 大样本链路_1199_步骤3 -> 大样本链路_1199_步骤4 -> 大样本链路_1199_步骤5,5,3,2026-06-25 09:56:00,1.0,1.521142,大样本链路_1199_步骤5
user_000447,大样本链路_0599_步骤1 -> 大样本链路_0599_步骤2 -> 大样本链路_0599_步骤3 -> 大样本链路_0599_步骤4 -> 大样本链路_0599_步骤5,5,3,2026-06-20 09:56:00,1.0,1.287619,大样本链路_0599_步骤5
user_000453,大样本链路_1069_步骤1 -> 大样本链路_1069_步骤2 -> 大样本链路_1069_步骤3,3,3,2026-06-23 08:58:00,1.0,1.311812,大样本链路_1069_步骤3
user_000453,大样本链路_0469_步骤1 -> 大样本链路_0469_步骤2 -> 大样本链路_0469_步骤3,3,3,2026-06-18 08:58:00,1.0,1.110425,大样本链路_0469_步骤3
user_000454,大样本链路_0899_步骤1 -> 大样本链路_0899_步骤2 -> 大样本链路_0899_步骤3 -> 大样本链路_0899_步骤4 -> 大样本链路_0899_步骤5,5,3,2026-06-17 09:56:00,1.0,1.165086,大样本链路_0899_步骤5
user_000454,大样本链路_0299_步骤1 -> 大样本链路_0299_步骤2 -> 大样本链路_0299_步骤3 -> 大样本链路_0299_步骤4 -> 大样本链路_0299_步骤5,5,2,2026-06-23 09:56:00,0.666667,0.751821,大样本链路_0299_步骤5
user_000459,大样本链路_0773_步骤1 -> 大样本链路_0773_步骤2 -> 大样本链路_0773_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0773_步骤3
user_000459,大样本链路_0173_步骤1 -> 大样本链路_0173_步骤2 -> 大样本链路_0173_步骤3,3,3,2026-06-17 08:58:00,1.0,1.074021,大样本链路_0173_步骤3
user_000465,大样本链路_0408_步骤1 -> 大样本链路_0408_步骤2,2,4,2026-06-24 08:30:00,1.0,1.311306,大样本链路_0408_步骤2
user_000465,大样本链路_1008_步骤1 -> 大样本链路_1008_步骤2,2,4,2026-06-18 08:30:00,1.0,1.073607,大样本链路_1008_步骤2
user_000466,大样本链路_0220_步骤1 -> 大样本链路_0220_步骤2,2,4,2026-06-25 08:30:00,1.0,1.355753,大样本链路_0220_步骤2
user_000466,大样本链路_0820_步骤1 -> 大样本链路_0820_步骤2,2,4,2026-06-19 08:30:00,1.0,1.109997,大样本链路_0820_步骤2
user_000467,添加银行卡 -> 短信验证 -> 快捷支付,3,2,2026-06-19 10:46:00,1.0,0.912096,快捷支付
user_000469,大样本链路_0135_步骤1 -> 大样本链路_0135_步骤2 -> 大样本链路_0135_步骤3 -> 大样本链路_0135_步骤4 -> 大样本链路_0135_步骤5,5,3,2026-06-22 09:56:00,1.0,1.376386,大样本链路_0135_步骤5
user_000469,大样本链路_0735_步骤1 -> 大样本链路_0735_步骤2 -> 大样本链路_0735_步骤3 -> 大样本链路_0735_步骤4 -> 大样本链路_0735_步骤5,5,3,2026-06-16 09:56:00,1.0,1.12689,大样本链路_0735_步骤5
user_000474,大样本链路_0782_步骤1 -> 大样本链路_0782_步骤2 -> 大样本链路_0782_步骤3 -> 大样本链路_0782_步骤4,4,3,2026-06-24 09:30:00,1.0,1.470388,大样本链路_0782_步骤4
user_000474,大样本链路_0182_步骤1 -> 大样本链路_0182_步骤2 -> 大样本链路_0182_步骤3 -> 大样本链路_0182_步骤4,4,3,2026-06-19 09:30:00,1.0,1.244657,大样本链路_0182_步骤4
user_000475,大样本链路_0374_步骤1 -> 大样本链路_0374_步骤2 -> 大样本链路_0374_步骤3 -> 大样本链路_0374_步骤4,4,3,2026-06-25 09:30:00,1.0,1.520227,大样本链路_0374_步骤4
user_000475,大样本链路_0974_步骤1 -> 大样本链路_0974_步骤2 -> 大样本链路_0974_步骤3 -> 大样本链路_0974_步骤4,4,3,2026-06-19 09:30:00,1.0,1.244657,大样本链路_0974_步骤4
user_000479,大样本链路_0143_步骤1 -> 大样本链路_0143_步骤2 -> 大样本链路_0143_步骤3 -> 大样本链路_0143_步骤4 -> 大样本链路_0143_步骤5,5,3,2026-06-25 09:56:00,1.0,1.521142,大样本链路_0143_步骤5
user_000479,大样本链路_0743_步骤1 -> 大样本链路_0743_步骤2 -> 大样本链路_0743_步骤3 -> 大样本链路_0743_步骤4 -> 大样本链路_0743_步骤5,5,3,2026-06-19 09:56:00,1.0,1.245406,大样本链路_0743_步骤5
user_000485,大样本链路_0342_步骤1 -> 大样本链路_0342_步骤2 -> 大样本链路_0342_步骤3 -> 大样本链路_0342_步骤4,4,3,2026-06-24 09:30:00,1.0,1.470388,大样本链路_0342_步骤4
user_000485,大样本链路_0942_步骤1 -> 大样本链路_0942_步骤2 -> 大样本链路_0942_步骤3 -> 大样本链路_0942_步骤4,4,3,2026-06-18 09:30:00,1.0,1.203852,大样本链路_0942_步骤4
user_000488,大样本链路_1126_步骤1 -> 大样本链路_1126_步骤2 -> 大样本链路_1126_步骤3 -> 大样本链路_1126_步骤4,4,3,2026-06-21 09:30:00,1.0,1.330462,大样本链路_1126_步骤4
user_000488,大样本链路_0526_步骤1 -> 大样本链路_0526_步骤2 -> 大样本链路_0526_步骤3 -> 大样本链路_0526_步骤4,4,3,2026-06-16 09:30:00,1.0,1.126212,大样本链路_0526_步骤4
user_000489,大样本链路_0156_步骤1 -> 大样本链路_0156_步骤2,2,4,2026-06-23 08:30:00,1.0,1.268317,大样本链路_0156_步骤2
user_000489,查看黄金行情 -> 查账户明细 -> 银行卡管理,3,2,2026-06-24 16:51:00,1.0,1.086656,银行卡管理
user_000489,大样本链路_0756_步骤1 -> 大样本链路_0756_步骤2,2,4,2026-06-17 08:30:00,1.0,1.03841,大样本链路_0756_步骤2
user_000491,大样本链路_0631_步骤1 -> 大样本链路_0631_步骤2 -> 大样本链路_0631_步骤3 -> 大样本链路_0631_步骤4 -> 大样本链路_0631_步骤5,5,3,2026-06-21 09:56:00,1.0,1.331263,大样本链路_0631_步骤5
user_000491,大样本链路_0031_步骤1 -> 大样本链路_0031_步骤2 -> 大样本链路_0031_步骤3 -> 大样本链路_0031_步骤4 -> 大样本链路_0031_步骤5,5,3,2026-06-16 09:56:00,1.0,1.12689,大样本链路_0031_步骤5
user_000493,大样本链路_0793_步骤1 -> 大样本链路_0793_步骤2 -> 大样本链路_0793_步骤3,3,3,2026-06-24 08:58:00,1.0,1.356276,大样本链路_0793_步骤3
user_000493,大样本链路_0193_步骤1 -> 大样本链路_0193_步骤2 -> 大样本链路_0193_步骤3,3,2,2026-06-19 08:58:00,0.666667,0.606546,大样本链路_0193_步骤3
user_000495,结构性存款 -> 预约网点取号 -> 查账户明细,3,2,2026-06-10 19:38:00,1.0,0.68407,查账户明细
user_000497,大样本链路_0344_步骤1 -> 大样本链路_0344_步骤2,2,4,2026-06-22 08:30:00,1.0,1.226736,大样本链路_0344_步骤2
user_000497,大样本链路_0944_步骤1 -> 大样本链路_0944_步骤2,2,4,2026-06-16 08:30:00,1.0,1.004367,大样本链路_0944_步骤2
user_000499,大样本链路_0421_步骤1 -> 大样本链路_0421_步骤2 -> 大样本链路_0421_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0421_步骤3
user_000499,大样本链路_1021_步骤1 -> 大样本链路_1021_步骤2 -> 大样本链路_1021_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_1021_步骤3
user_000502,大样本链路_0312_步骤1 -> 大样本链路_0312_步骤2,2,4,2026-06-21 08:30:00,1.0,1.186519,大样本链路_0312_步骤2
user_000502,大样本链路_0912_步骤1 -> 大样本链路_0912_步骤2,2,4,2026-06-15 08:30:00,1.0,0.97144,大样本链路_0912_步骤2
user_000506,大样本链路_0722_步骤1 -> 大样本链路_0722_步骤2 -> 大样本链路_0722_步骤3 -> 大样本链路_0722_步骤4,4,3,2026-06-18 09:30:00,1.0,1.203852,大样本链路_0722_步骤4
user_000506,大样本链路_0122_步骤1 -> 大样本链路_0122_步骤2 -> 大样本链路_0122_步骤3 -> 大样本链路_0122_步骤4,4,2,2026-06-24 09:30:00,0.666667,0.776837,大样本链路_0122_步骤4
user_000506,预约网点取号 -> 跨行转入,2,3,2026-03-25 21:31:00,0.75,0.041537,跨行转入
user_000507,大样本链路_0244_步骤1 -> 大样本链路_0244_步骤2,2,4,2026-06-23 08:30:00,1.0,1.268317,大样本链路_0244_步骤2
user_000507,大样本链路_0844_步骤1 -> 大样本链路_0844_步骤2,2,4,2026-06-17 08:30:00,1.0,1.03841,大样本链路_0844_步骤2
user_000510,大样本链路_0576_步骤1 -> 大样本链路_0576_步骤2,2,4,2026-06-21 08:30:00,1.0,1.186519,大样本链路_0576_步骤2
user_000510,大样本链路_1176_步骤1 -> 大样本链路_1176_步骤2,2,4,2026-06-15 08:30:00,1.0,0.97144,大样本链路_1176_步骤2
user_000511,大样本链路_1170_步骤1 -> 大样本链路_1170_步骤2 -> 大样本链路_1170_步骤3 -> 大样本链路_1170_步骤4,4,3,2026-06-21 09:30:00,1.0,1.330462,大样本链路_1170_步骤4
user_000511,大样本链路_0570_步骤1 -> 大样本链路_0570_步骤2 -> 大样本链路_0570_步骤3 -> 大样本链路_0570_步骤4,4,3,2026-06-16 09:30:00,1.0,1.126212,大样本链路_0570_步骤4
user_000516,大样本链路_0455_步骤1 -> 大样本链路_0455_步骤2 -> 大样本链路_0455_步骤3 -> 大样本链路_0455_步骤4 -> 大样本链路_0455_步骤5,5,3,2026-06-21 09:56:00,1.0,1.331263,大样本链路_0455_步骤5
user_000516,大样本链路_1055_步骤1 -> 大样本链路_1055_步骤2 -> 大样本链路_1055_步骤3 -> 大样本链路_1055_步骤4 -> 大样本链路_1055_步骤5,5,3,2026-06-15 09:56:00,1.0,1.089946,大样本链路_1055_步骤5
user_000518,大样本链路_0133_步骤1 -> 大样本链路_0133_步骤2 -> 大样本链路_0133_步骤3,3,3,2026-06-24 08:58:00,1.0,1.356276,大样本链路_0133_步骤3
user_000518,大样本链路_0733_步骤1 -> 大样本链路_0733_步骤2 -> 大样本链路_0733_步骤3,3,3,2026-06-18 08:58:00,1.0,1.110425,大样本链路_0733_步骤3
user_000520,大样本链路_0708_步骤1 -> 大样本链路_0708_步骤2,2,4,2026-06-21 08:30:00,1.0,1.186519,大样本链路_0708_步骤2
user_000520,大样本链路_0108_步骤1 -> 大样本链路_0108_步骤2,2,4,2026-06-16 08:30:00,1.0,1.004367,大样本链路_0108_步骤2
user_000521,大样本链路_0486_步骤1 -> 大样本链路_0486_步骤2 -> 大样本链路_0486_步骤3 -> 大样本链路_0486_步骤4,4,3,2026-06-23 09:30:00,1.0,1.422183,大样本链路_0486_步骤4
user_000521,大样本链路_1086_步骤1 -> 大样本链路_1086_步骤2 -> 大样本链路_1086_步骤3 -> 大样本链路_1086_步骤4,4,3,2026-06-17 09:30:00,1.0,1.164385,大样本链路_1086_步骤4
user_000523,大样本链路_0441_步骤1 -> 大样本链路_0441_步骤2 -> 大样本链路_0441_步骤3,3,3,2026-06-24 08:58:00,1.0,1.356276,大样本链路_0441_步骤3
user_000523,大样本链路_1041_步骤1 -> 大样本链路_1041_步骤2 -> 大样本链路_1041_步骤3,3,3,2026-06-18 08:58:00,1.0,1.110425,大样本链路_1041_步骤3
user_000524,大样本链路_0803_步骤1 -> 大样本链路_0803_步骤2 -> 大样本链路_0803_步骤3 -> 大样本链路_0803_步骤4 -> 大样本链路_0803_步骤5,5,3,2026-06-25 09:56:00,1.0,1.521142,大样本链路_0803_步骤5
user_000524,大样本链路_0203_步骤1 -> 大样本链路_0203_步骤2 -> 大样本链路_0203_步骤3 -> 大样本链路_0203_步骤4 -> 大样本链路_0203_步骤5,5,3,2026-06-20 09:56:00,1.0,1.287619,大样本链路_0203_步骤5
user_000526,大样本链路_0825_步骤1 -> 大样本链路_0825_步骤2 -> 大样本链路_0825_步骤3,3,3,2026-06-25 08:58:00,1.0,1.402247,大样本链路_0825_步骤3
user_000526,大样本链路_0225_步骤1 -> 大样本链路_0225_步骤2 -> 大样本链路_0225_步骤3,3,3,2026-06-20 08:58:00,1.0,1.186977,大样本链路_0225_步骤3
user_000527,大样本链路_0763_步骤1 -> 大样本链路_0763_步骤2 -> 大样本链路_0763_步骤3 -> 大样本链路_0763_步骤4 -> 大样本链路_0763_步骤5,5,3,2026-06-21 09:56:00,1.0,1.331263,大样本链路_0763_步骤5
user_000527,大样本链路_0163_步骤1 -> 大样本链路_0163_步骤2 -> 大样本链路_0163_步骤3 -> 大样本链路_0163_步骤4 -> 大样本链路_0163_步骤5,5,3,2026-06-16 09:56:00,1.0,1.12689,大样本链路_0163_步骤5
user_000535,大样本链路_0520_步骤1 -> 大样本链路_0520_步骤2,2,4,2026-06-22 08:30:00,1.0,1.226736,大样本链路_0520_步骤2
user_000535,大样本链路_1120_步骤1 -> 大样本链路_1120_步骤2,2,4,2026-06-16 08:30:00,1.0,1.004367,大样本链路_1120_步骤2
user_000536,大样本链路_0958_步骤1 -> 大样本链路_0958_步骤2 -> 大样本链路_0958_步骤3 -> 大样本链路_0958_步骤4,4,3,2026-06-24 09:30:00,1.0,1.470388,大样本链路_0958_步骤4
user_000536,大样本链路_0358_步骤1 -> 大样本链路_0358_步骤2 -> 大样本链路_0358_步骤3 -> 大样本链路_0358_步骤4,4,3,2026-06-19 09:30:00,1.0,1.244657,大样本链路_0358_步骤4
user_000537,大样本链路_0798_步骤1 -> 大样本链路_0798_步骤2 -> 大样本链路_0798_步骤3 -> 大样本链路_0798_步骤4,4,3,2026-06-19 09:30:00,1.0,1.244657,大样本链路_0798_步骤4
user_000537,大样本链路_0198_步骤1 -> 大样本链路_0198_步骤2 -> 大样本链路_0198_步骤3 -> 大样本链路_0198_步骤4,4,2,2026-06-25 09:30:00,0.666667,0.803168,大样本链路_0198_步骤4
user_000542,大样本链路_0729_步骤1 -> 大样本链路_0729_步骤2 -> 大样本链路_0729_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0729_步骤3
user_000542,大样本链路_0129_步骤1 -> 大样本链路_0129_步骤2 -> 大样本链路_0129_步骤3,3,3,2026-06-17 08:58:00,1.0,1.074021,大样本链路_0129_步骤3
user_000548,大样本链路_0035_步骤1 -> 大样本链路_0035_步骤2 -> 大样本链路_0035_步骤3 -> 大样本链路_0035_步骤4 -> 大样本链路_0035_步骤5,5,3,2026-06-23 09:56:00,1.0,1.423039,大样本链路_0035_步骤5
user_000548,大样本链路_0635_步骤1 -> 大样本链路_0635_步骤2 -> 大样本链路_0635_步骤3 -> 大样本链路_0635_步骤4 -> 大样本链路_0635_步骤5,5,3,2026-06-17 09:56:00,1.0,1.165086,大样本链路_0635_步骤5
user_000552,大样本链路_0001_步骤1 -> 大样本链路_0001_步骤2 -> 大样本链路_0001_步骤3,3,3,2026-06-24 08:58:00,1.0,1.356276,大样本链路_0001_步骤3
user_000552,大样本链路_0601_步骤1 -> 大样本链路_0601_步骤2 -> 大样本链路_0601_步骤3,3,3,2026-06-18 08:58:00,1.0,1.110425,大样本链路_0601_步骤3
user_000554,大样本链路_1180_步骤1 -> 大样本链路_1180_步骤2,2,4,2026-06-22 08:30:00,1.0,1.226736,大样本链路_1180_步骤2
user_000554,大样本链路_0580_步骤1 -> 大样本链路_0580_步骤2,2,4,2026-06-17 08:30:00,1.0,1.03841,大样本链路_0580_步骤2
user_000563,大样本链路_0541_步骤1 -> 大样本链路_0541_步骤2 -> 大样本链路_0541_步骤3,3,3,2026-06-23 08:58:00,1.0,1.311812,大样本链路_0541_步骤3
user_000563,大样本链路_1141_步骤1 -> 大样本链路_1141_步骤2 -> 大样本链路_1141_步骤3,3,3,2026-06-17 08:58:00,1.0,1.074021,大样本链路_1141_步骤3
user_000563,查银行卡 -> 添加银行卡 -> 短信验证,3,2,2026-04-20 03:31:00,1.0,0.122202,短信验证
user_000565,大样本链路_1091_步骤1 -> 大样本链路_1091_步骤2 -> 大样本链路_1091_步骤3 -> 大样本链路_1091_步骤4 -> 大样本链路_1091_步骤5,5,3,2026-06-23 09:56:00,1.0,1.423039,大样本链路_1091_步骤5
user_000565,大样本链路_0491_步骤1 -> 大样本链路_0491_步骤2 -> 大样本链路_0491_步骤3 -> 大样本链路_0491_步骤4 -> 大样本链路_0491_步骤5,5,3,2026-06-18 09:56:00,1.0,1.204577,大样本链路_0491_步骤5
user_000566,大样本链路_0330_步骤1 -> 大样本链路_0330_步骤2 -> 大样本链路_0330_步骤3 -> 大样本链路_0330_步骤4,4,3,2026-06-25 09:30:00,1.0,1.520227,大样本链路_0330_步骤4
user_000566,大样本链路_0930_步骤1 -> 大样本链路_0930_步骤2 -> 大样本链路_0930_步骤3 -> 大样本链路_0930_步骤4,4,3,2026-06-19 09:30:00,1.0,1.244657,大样本链路_0930_步骤4
user_000567,大样本链路_0323_步骤1 -> 大样本链路_0323_步骤2 -> 大样本链路_0323_步骤3 -> 大样本链路_0323_步骤4 -> 大样本链路_0323_步骤5,5,3,2026-06-21 09:56:00,1.0,1.331263,大样本链路_0323_步骤5
user_000567,大样本链路_0923_步骤1 -> 大样本链路_0923_步骤2 -> 大样本链路_0923_步骤3 -> 大样本链路_0923_步骤4 -> 大样本链路_0923_步骤5,5,2,2026-06-15 09:56:00,1.0,0.863762,大样本链路_0923_步骤5
user_000574,大样本链路_0946_步骤1 -> 大样本链路_0946_步骤2 -> 大样本链路_0946_步骤3 -> 大样本链路_0946_步骤4,4,3,2026-06-25 09:30:00,1.0,1.520227,大样本链路_0946_步骤4
user_000574,大样本链路_0346_步骤1 -> 大样本链路_0346_步骤2 -> 大样本链路_0346_步骤3 -> 大样本链路_0346_步骤4,4,3,2026-06-20 09:30:00,1.0,1.286844,大样本链路_0346_步骤4
user_000576,大样本链路_0495_步骤1 -> 大样本链路_0495_步骤2 -> 大样本链路_0495_步骤3 -> 大样本链路_0495_步骤4 -> 大样本链路_0495_步骤5,5,3,2026-06-25 09:56:00,1.0,1.521142,大样本链路_0495_步骤5
user_000576,大样本链路_1095_步骤1 -> 大样本链路_1095_步骤2 -> 大样本链路_1095_步骤3 -> 大样本链路_1095_步骤4 -> 大样本链路_1095_步骤5,5,3,2026-06-19 09:56:00,1.0,1.245406,大样本链路_1095_步骤5
user_000578,大样本链路_1147_步骤1 -> 大样本链路_1147_步骤2 -> 大样本链路_1147_步骤3 -> 大样本链路_1147_步骤4 -> 大样本链路_1147_步骤5,5,3,2026-06-22 09:56:00,1.0,1.376386,大样本链路_1147_步骤5
user_000578,大样本链路_0547_步骤1 -> 大样本链路_0547_步骤2 -> 大样本链路_0547_步骤3 -> 大样本链路_0547_步骤4 -> 大样本链路_0547_步骤5,5,3,2026-06-17 09:56:00,1.0,1.165086,大样本链路_0547_步骤5
user_000580,大样本链路_0607_步骤1 -> 大样本链路_0607_步骤2 -> 大样本链路_0607_步骤3 -> 大样本链路_0607_步骤4 -> 大样本链路_0607_步骤5,5,3,2026-06-23 09:56:00,1.0,1.423039,大样本链路_0607_步骤5
user_000580,大样本链路_0007_步骤1 -> 大样本链路_0007_步骤2 -> 大样本链路_0007_步骤3 -> 大样本链路_0007_步骤4 -> 大样本链路_0007_步骤5,5,3,2026-06-18 09:56:00,1.0,1.204577,大样本链路_0007_步骤5
user_000583,大样本链路_0984_步骤1 -> 大样本链路_0984_步骤2,2,4,2026-06-20 08:30:00,1.0,1.14762,大样本链路_0984_步骤2
user_000583,大样本链路_0384_步骤1 -> 大样本链路_0384_步骤2,2,4,2026-06-15 08:30:00,1.0,0.97144,大样本链路_0384_步骤2
user_000589,大样本链路_0300_步骤1 -> 大样本链路_0300_步骤2,2,4,2026-06-22 08:30:00,1.0,1.226736,大样本链路_0300_步骤2
user_000589,大样本链路_0900_步骤1 -> 大样本链路_0900_步骤2,2,4,2026-06-16 08:30:00,1.0,1.004367,大样本链路_0900_步骤2
user_000592,大样本链路_0804_步骤1 -> 大样本链路_0804_步骤2,2,4,2026-06-24 08:30:00,1.0,1.311306,大样本链路_0804_步骤2
user_000592,大样本链路_0204_步骤1 -> 大样本链路_0204_步骤2,2,4,2026-06-19 08:30:00,1.0,1.109997,大样本链路_0204_步骤2
user_000596,大样本链路_1189_步骤1 -> 大样本链路_1189_步骤2 -> 大样本链路_1189_步骤3,3,3,2026-06-24 08:58:00,1.0,1.356276,大样本链路_1189_步骤3
user_000596,大样本链路_0589_步骤1 -> 大样本链路_0589_步骤2 -> 大样本链路_0589_步骤3,3,3,2026-06-19 08:58:00,1.0,1.148063,大样本链路_0589_步骤3
user_000617,大样本链路_0561_步骤1 -> 大样本链路_0561_步骤2 -> 大样本链路_0561_步骤3,3,3,2026-06-25 08:58:00,1.0,1.402247,大样本链路_0561_步骤3
user_000617,大样本链路_1161_步骤1 -> 大样本链路_1161_步骤2 -> 大样本链路_1161_步骤3,3,3,2026-06-19 08:58:00,1.0,1.148063,大样本链路_1161_步骤3
user_000619,大样本链路_1046_步骤1 -> 大样本链路_1046_步骤2 -> 大样本链路_1046_步骤3 -> 大样本链路_1046_步骤4,4,3,2026-06-24 09:30:00,1.0,1.470388,大样本链路_1046_步骤4
user_000619,大样本链路_0446_步骤1 -> 大样本链路_0446_步骤2 -> 大样本链路_0446_步骤3 -> 大样本链路_0446_步骤4,4,3,2026-06-19 09:30:00,1.0,1.244657,大样本链路_0446_步骤4
user_000623,大样本链路_0377_步骤1 -> 大样本链路_0377_步骤2 -> 大样本链路_0377_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0377_步骤3
user_000623,大样本链路_0977_步骤1 -> 大样本链路_0977_步骤2 -> 大样本链路_0977_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_0977_步骤3
user_000627,大样本链路_1191_步骤1 -> 大样本链路_1191_步骤2 -> 大样本链路_1191_步骤3 -> 大样本链路_1191_步骤4 -> 大样本链路_1191_步骤5,5,3,2026-06-22 09:56:00,1.0,1.376386,大样本链路_1191_步骤5
user_000627,大样本链路_0591_步骤1 -> 大样本链路_0591_步骤2 -> 大样本链路_0591_步骤3 -> 大样本链路_0591_步骤4 -> 大样本链路_0591_步骤5,5,3,2026-06-17 09:56:00,1.0,1.165086,大样本链路_0591_步骤5
user_000628,大样本链路_1144_步骤1 -> 大样本链路_1144_步骤2,2,4,2026-06-25 08:30:00,1.0,1.355753,大样本链路_1144_步骤2
user_000628,大样本链路_0544_步骤1 -> 大样本链路_0544_步骤2,2,4,2026-06-20 08:30:00,1.0,1.14762,大样本链路_0544_步骤2
user_000630,大样本链路_0289_步骤1 -> 大样本链路_0289_步骤2 -> 大样本链路_0289_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0289_步骤3
user_000630,大样本链路_0889_步骤1 -> 大样本链路_0889_步骤2 -> 大样本链路_0889_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_0889_步骤3
user_000631,大样本链路_0863_步骤1 -> 大样本链路_0863_步骤2 -> 大样本链路_0863_步骤3 -> 大样本链路_0863_步骤4 -> 大样本链路_0863_步骤5,5,3,2026-06-20 09:56:00,1.0,1.287619,大样本链路_0863_步骤5
user_000631,大样本链路_0263_步骤1 -> 大样本链路_0263_步骤2 -> 大样本链路_0263_步骤3 -> 大样本链路_0263_步骤4 -> 大样本链路_0263_步骤5,5,3,2026-06-15 09:56:00,1.0,1.089946,大样本链路_0263_步骤5
user_000634,大样本链路_1081_步骤1 -> 大样本链路_1081_步骤2 -> 大样本链路_1081_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_1081_步骤3
user_000634,大样本链路_0481_步骤1 -> 大样本链路_0481_步骤2 -> 大样本链路_0481_步骤3,3,3,2026-06-17 08:58:00,1.0,1.074021,大样本链路_0481_步骤3
user_000639,查看理财产品 -> 买黄金 -> 预约网点取号,3,2,2026-06-22 19:06:00,1.0,1.019756,预约网点取号
user_000640,大样本链路_0562_步骤1 -> 大样本链路_0562_步骤2 -> 大样本链路_0562_步骤3 -> 大样本链路_0562_步骤4,4,3,2026-06-24 09:30:00,1.0,1.470388,大样本链路_0562_步骤4
user_000640,大样本链路_1162_步骤1 -> 大样本链路_1162_步骤2 -> 大样本链路_1162_步骤3 -> 大样本链路_1162_步骤4,4,3,2026-06-18 09:30:00,1.0,1.203852,大样本链路_1162_步骤4
user_000641,大样本链路_0827_步骤1 -> 大样本链路_0827_步骤2 -> 大样本链路_0827_步骤3 -> 大样本链路_0827_步骤4 -> 大样本链路_0827_步骤5,5,3,2026-06-23 09:56:00,1.0,1.423039,大样本链路_0827_步骤5
user_000641,大样本链路_0227_步骤1 -> 大样本链路_0227_步骤2 -> 大样本链路_0227_步骤3 -> 大样本链路_0227_步骤4 -> 大样本链路_0227_步骤5,5,3,2026-06-18 09:56:00,1.0,1.204577,大样本链路_0227_步骤5
user_000648,大样本链路_0905_步骤1 -> 大样本链路_0905_步骤2 -> 大样本链路_0905_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0905_步骤3
user_000648,大样本链路_0305_步骤1 -> 大样本链路_0305_步骤2 -> 大样本链路_0305_步骤3,3,3,2026-06-17 08:58:00,1.0,1.074021,大样本链路_0305_步骤3
user_000650,大样本链路_0091_步骤1 -> 大样本链路_0091_步骤2 -> 大样本链路_0091_步骤3 -> 大样本链路_0091_步骤4 -> 大样本链路_0091_步骤5,5,3,2026-06-22 09:56:00,1.0,1.376386,大样本链路_0091_步骤5
user_000650,大样本链路_0691_步骤1 -> 大样本链路_0691_步骤2 -> 大样本链路_0691_步骤3 -> 大样本链路_0691_步骤4 -> 大样本链路_0691_步骤5,5,3,2026-06-16 09:56:00,1.0,1.12689,大样本链路_0691_步骤5
user_000650,查交易结果 -> 买黄金 -> 银行卡管理,3,2,2026-05-11 10:17:00,1.0,0.248408,银行卡管理
