user_id,action_name,event_count,active_days,first_time,last_time,user_total_event_count,frequency_share,observation_days,avg_monthly_count,rank
user_000129,大样本周期_daily_0192,9,9,2026-06-22 05:05:00,2026-06-30 05:13:00,127,0.070866,344.565972,0.783594,1
user_000129,查银行卡,8,8,2025-07-20 22:25:00,2026-06-28 20:51:00,127,0.062992,344.565972,0.696528,2
user_000129,预约网点取号,7,7,2025-11-18 10:17:00,2026-06-28 20:54:00,127,0.055118,344.565972,0.609462,3
user_000129,快捷支付,7,7,2025-11-01 14:10:00,2026-06-27 06:34:00,127,0.055118,344.565972,0.609462,4
user_000129,结构性存款,7,7,2025-08-11 11:28:00,2026-06-26 07:33:00,127,0.055118,344.565972,0.609462,5
user_000130,添加银行卡,10,10,2025-07-08 18:28:00,2026-06-23 05:22:00,163,0.06135,356.732639,0.840966,1
user_000130,大样本固定时段_early_morning_0284,10,10,2025-07-31 01:47:00,2026-06-16 00:55:00,163,0.06135,356.732639,0.840966,2
user_000130,结构性存款,9,9,2025-08-23 23:15:00,2026-06-30 02:16:00,163,0.055215,356.732639,0.756869,3
user_000130,银行卡管理,9,9,2025-12-13 10:11:00,2026-06-28 22:20:00,163,0.055215,356.732639,0.756869,4
user_000130,查交易明细,9,9,2025-08-11 17:27:00,2026-06-25 02:34:00,163,0.055215,356.732639,0.756869,5
user_000131,大样本固定时段_evening_0687,10,10,2025-08-02 21:54:00,2026-06-18 18:18:00,130,0.076923,361.194444,0.830578,1
user_000131,短信验证,9,9,2025-07-24 17:45:00,2026-06-29 07:28:00,130,0.069231,361.194444,0.74752,2
user_000131,查账户明细,9,9,2026-02-05 08:16:00,2026-06-23 04:08:00,130,0.069231,361.194444,0.74752,3
user_000131,查看基金净值,8,8,2025-07-24 17:42:00,2026-06-30 09:49:00,130,0.061538,361.194444,0.664462,4
user_000131,大样本周期_interval_0887,8,8,2026-04-12 18:05:00,2026-06-28 18:12:00,130,0.061538,361.194444,0.664462,5
user_000132,收款码,11,11,2025-09-01 14:02:00,2026-06-21 06:38:00,123,0.089431,301.915278,1.093022,1
user_000132,查交易结果,9,9,2025-12-08 05:25:00,2026-06-29 04:03:00,123,0.073171,301.915278,0.894291,2
user_000132,查看黄金行情,8,8,2026-04-27 08:33:00,2026-06-30 09:50:00,123,0.065041,301.915278,0.794925,3
user_000132,短信验证,7,7,2025-11-13 21:46:00,2026-06-29 04:06:00,123,0.056911,301.915278,0.695559,4
user_000132,快捷支付,7,7,2025-12-08 05:22:00,2026-06-22 20:35:00,123,0.056911,301.915278,0.695559,5
user_000133,结构性存款,10,10,2025-07-15 10:22:00,2026-06-28 04:43:00,136,0.073529,350.068056,0.856976,1
user_000133,大样本非近期高频_low_lift_0213,10,9,2026-06-17 11:46:00,2026-06-29 12:00:00,136,0.073529,350.068056,0.856976,2
user_000133,查交易结果,9,9,2025-10-27 15:04:00,2026-06-19 02:49:00,136,0.066176,350.068056,0.771279,3
user_000133,查看黄金行情,8,8,2025-10-15 03:48:00,2026-06-22 20:33:00,136,0.058824,350.068056,0.685581,4
user_000133,跨行转入,7,7,2026-03-29 03:16:00,2026-06-28 04:49:00,136,0.051471,350.068056,0.599883,5
user_000134,查交易结果,9,9,2025-07-09 14:09:00,2026-06-24 02:42:00,155,0.058065,355.9125,0.758613,1
user_000134,添加银行卡,8,8,2026-01-10 08:48:00,2026-06-19 01:21:00,155,0.051613,355.9125,0.674323,2
user_000134,查看黄金行情,8,8,2025-07-09 14:06:00,2026-06-12 21:04:00,155,0.051613,355.9125,0.674323,3
user_000134,快捷支付,7,7,2025-08-07 16:39:00,2026-06-25 00:06:00,155,0.045161,355.9125,0.590033,4
user_000134,结构性存款,7,7,2025-07-16 08:46:00,2026-06-25 00:03:00,155,0.045161,355.9125,0.590033,5
user_000135,添加银行卡,13,13,2025-08-23 23:35:00,2026-06-29 20:36:00,139,0.093525,360.842361,1.080804,1
user_000135,查看理财产品,10,10,2026-01-07 00:43:00,2026-06-21 13:17:00,139,0.071942,360.842361,0.831388,2
user_000135,查看黄金行情,10,10,2025-07-04 15:47:00,2026-06-20 07:51:00,139,0.071942,360.842361,0.831388,3
user_000135,买黄金,9,9,2025-07-05 07:40:00,2026-06-20 07:45:00,139,0.064748,360.842361,0.748249,4
user_000135,快捷支付,8,8,2025-08-23 23:32:00,2026-06-29 20:33:00,139,0.057554,360.842361,0.66511,5
user_000136,买黄金,8,8,2025-08-29 06:26:00,2026-06-26 03:25:00,133,0.06015,317.299306,0.756384,1
user_000136,收款码,8,8,2025-08-17 04:55:00,2026-06-21 13:52:00,133,0.06015,317.299306,0.756384,2
user_000136,短信验证,8,8,2025-08-29 06:23:00,2026-06-20 16:28:00,133,0.06015,317.299306,0.756384,3
user_000136,查还款结果,7,7,2026-03-01 22:19:00,2026-06-25 02:25:00,133,0.052632,317.299306,0.661836,4
user_000136,查看基金净值,6,6,2025-09-13 11:15:00,2026-06-25 02:22:00,133,0.045113,317.299306,0.567288,5
user_000137,买黄金,11,11,2025-12-24 11:12:00,2026-06-25 19:29:00,130,0.084615,357.021528,0.924314,1
user_000137,短信验证,10,10,2025-12-11 23:14:00,2026-06-25 19:32:00,130,0.076923,357.021528,0.840285,2
user_000137,大样本固定时段_afternoon_0814,10,10,2025-07-31 15:24:00,2026-06-16 12:21:00,130,0.076923,357.021528,0.840285,3
user_000137,预约网点取号,8,8,2025-07-08 11:32:00,2026-06-25 19:26:00,130,0.061538,357.021528,0.672228,4
user_000137,收款码,8,8,2025-07-21 20:47:00,2026-06-22 21:48:00,130,0.061538,357.021528,0.672228,5
user_000138,大样本非近期高频_long_term_high_freq_0763,30,25,2026-06-02 20:19:00,2026-06-29 12:00:00,133,0.225564,335.426389,2.683152,1
user_000138,添加银行卡,9,9,2025-07-30 01:49:00,2026-06-29 16:48:00,133,0.067669,335.426389,0.804946,2
user_000138,查看理财产品,8,8,2025-07-30 01:46:00,2026-06-26 07:24:00,133,0.06015,335.426389,0.715507,3
user_000138,买黄金,7,7,2025-07-30 01:52:00,2026-06-27 15:24:00,133,0.052632,335.426389,0.626069,4
user_000138,查账户明细,7,7,2025-09-21 15:08:00,2026-06-27 15:21:00,133,0.052632,335.426389,0.626069,5
user_000139,大样本非近期高频_low_concentration_0030,12,11,2026-06-15 01:32:00,2026-06-29 12:00:00,105,0.114286,356.161111,1.010779,1
user_000139,银行卡管理,7,7,2025-08-29 22:07:00,2026-06-23 19:07:00,105,0.066667,356.161111,0.589621,2
user_000139,快捷支付,6,6,2025-11-18 16:45:00,2026-06-30 10:26:00,105,0.057143,356.161111,0.505389,3
user_000139,查还款结果,6,6,2025-08-29 22:10:00,2026-06-29 10:38:00,105,0.057143,356.161111,0.505389,4
user_000139,短信验证,6,6,2025-11-28 14:41:00,2026-06-23 19:01:00,105,0.057143,356.161111,0.505389,5
user_000140,跨行转入,9,9,2026-02-02 20:30:00,2026-06-29 03:03:00,126,0.071429,332.788194,0.811327,1
user_000140,大样本周期_weekly_0825,8,8,2026-05-10 06:05:00,2026-06-28 06:12:00,126,0.063492,332.788194,0.721179,2
user_000140,查看黄金行情,7,7,2026-02-12 02:03:00,2026-06-29 03:06:00,126,0.055556,332.788194,0.631032,3
user_000140,快捷支付,7,7,2025-09-18 17:36:00,2026-06-24 13:44:00,126,0.055556,332.788194,0.631032,4
user_000140,查看基金净值,7,7,2025-11-01 02:13:00,2026-06-15 12:45:00,126,0.055556,332.788194,0.631032,5
user_000141,大样本固定时段_morning_0125,10,10,2025-08-04 09:10:00,2026-06-20 06:20:00,145,0.068966,354.370833,0.846571,1
user_000141,查银行卡,8,8,2025-07-11 03:12:00,2026-06-28 00:45:00,145,0.055172,354.370833,0.677257,2
user_000141,查交易明细,8,8,2025-07-11 03:09:00,2026-06-26 10:19:00,145,0.055172,354.370833,0.677257,3
user_000141,银行卡管理,8,8,2025-10-07 00:05:00,2026-06-25 03:39:00,145,0.055172,354.370833,0.677257,4
user_000141,查看基金净值,7,7,2026-05-11 08:13:00,2026-06-26 10:22:00,145,0.048276,354.370833,0.5926,5
user_000142,大样本固定时段_early_morning_0680,10,10,2025-10-11 00:26:00,2026-06-20 00:18:00,131,0.076336,361.099306,0.830796,1
user_000142,大样本周期_daily_0880,9,9,2026-06-22 05:05:00,2026-06-30 05:13:00,131,0.068702,361.099306,0.747717,2
user_000142,银行卡管理,9,9,2025-09-25 14:33:00,2026-06-24 09:10:00,131,0.068702,361.099306,0.747717,3
user_000142,快捷支付,9,9,2025-11-25 23:11:00,2026-06-20 21:23:00,131,0.068702,361.099306,0.747717,4
user_000142,结构性存款,9,9,2025-07-23 17:51:00,2026-04-10 00:16:00,131,0.068702,361.099306,0.747717,5
user_000143,查看黄金行情,13,13,2026-01-05 07:25:00,2026-06-25 02:43:00,140,0.092857,327.561806,1.190615,1
user_000143,大样本非近期高频_low_concentration_0122,12,11,2026-06-15 01:31:00,2026-06-29 12:00:00,140,0.085714,327.561806,1.099029,2
user_000143,大样本非固定时段_low_share_0122,11,11,2026-01-06 12:11:00,2026-06-20 12:04:00,140,0.078571,327.561806,1.007443,3
user_000143,查交易明细,8,8,2025-08-06 22:31:00,2026-06-22 15:34:00,140,0.057143,327.561806,0.732686,4
user_000143,结构性存款,7,7,2025-09-18 03:11:00,2026-06-28 02:10:00,140,0.05,327.561806,0.6411,5
user_000144,大样本非近期高频_low_concentration_0338,12,11,2026-06-15 01:38:00,2026-06-29 12:00:00,137,0.087591,329.388889,1.092933,1
user_000144,大样本非固定时段_low_share_0338,11,11,2026-01-06 12:10:00,2026-06-20 12:01:00,137,0.080292,329.388889,1.001855,2
user_000144,添加银行卡,10,10,2025-08-05 02:43:00,2026-06-14 00:20:00,137,0.072993,329.388889,0.910778,3
user_000144,风险评估,8,8,2025-08-24 16:39:00,2026-06-20 05:40:00,137,0.058394,329.388889,0.728622,4
user_000144,查交易明细,7,7,2025-08-31 07:14:00,2026-06-16 15:34:00,137,0.051095,329.388889,0.637544,5
user_000145,大样本非近期高频_long_term_high_freq_0735,30,25,2026-06-02 20:06:00,2026-06-29 12:00:00,143,0.20979,356.726389,2.522942,1
user_000145,查银行卡,9,9,2025-07-08 18:34:00,2026-06-28 00:25:00,143,0.062937,356.726389,0.756883,2
user_000145,查看理财产品,9,9,2025-07-31 03:21:00,2026-06-27 00:29:00,143,0.062937,356.726389,0.756883,3
user_000145,买黄金,9,9,2025-07-08 18:37:00,2026-06-25 02:10:00,143,0.062937,356.726389,0.756883,4
user_000145,查看黄金行情,8,8,2025-08-17 13:09:00,2026-06-28 00:28:00,143,0.055944,356.726389,0.672785,5
user_000146,结构性存款,10,10,2025-11-24 20:30:00,2026-06-26 13:33:00,154,0.064935,299.105556,1.00299,1
user_000146,大样本固定时段_early_morning_0296,10,10,2025-10-10 00:43:00,2026-06-19 00:50:00,154,0.064935,299.105556,1.00299,2
user_000146,大样本周期_daily_0496,9,9,2026-06-22 05:05:00,2026-06-30 05:13:00,154,0.058442,299.105556,0.902691,3
user_000146,买黄金,9,9,2025-09-10 13:33:00,2026-02-12 06:27:00,154,0.058442,299.105556,0.902691,4
user_000146,银行卡管理,8,8,2025-12-15 01:06:00,2026-06-20 12:34:00,154,0.051948,299.105556,0.802392,5
user_000147,跨行转入,9,9,2025-11-14 04:10:00,2026-06-16 05:37:00,141,0.06383,358.191667,0.753786,1
user_000147,查交易结果,8,8,2025-08-20 06:31:00,2026-06-27 23:00:00,141,0.056738,358.191667,0.670032,2
user_000147,大样本周期_weekly_0033,8,8,2026-05-09 06:05:00,2026-06-27 06:12:00,141,0.056738,358.191667,0.670032,3
user_000147,风险评估,8,8,2025-07-13 19:30:00,2026-06-10 19:51:00,141,0.056738,358.191667,0.670032,4
user_000147,预约网点取号,7,7,2026-01-19 14:17:00,2026-06-27 23:03:00,141,0.049645,358.191667,0.586278,5
user_000148,大样本非近期高频_low_concentration_0754,12,11,2026-06-15 01:01:00,2026-06-29 12:00:00,122,0.098361,363.370139,0.990725,1
user_000148,查看理财产品,9,9,2025-08-14 09:35:00,2026-06-24 12:14:00,122,0.07377,363.370139,0.743044,2
user_000148,风险评估,8,8,2025-07-02 03:10:00,2026-06-08 00:52:00,122,0.065574,363.370139,0.660484,3
user_000148,查还款结果,7,7,2025-09-18 12:24:00,2026-06-27 12:48:00,122,0.057377,363.370139,0.577923,4
user_000148,添加银行卡,7,7,2025-07-02 03:07:00,2026-06-22 10:00:00,122,0.057377,363.370139,0.577923,5
user_000149,预约网点取号,13,13,2025-08-05 17:34:00,2026-06-24 18:38:00,155,0.083871,341.84375,1.140872,1
user_000149,短信验证,11,11,2025-07-23 15:48:00,2026-06-25 17:23:00,155,0.070968,341.84375,0.965353,2
user_000149,大样本固定时段_morning_0301,10,10,2025-08-03 09:19:00,2026-06-19 06:14:00,155,0.064516,341.84375,0.877594,3
user_000149,添加银行卡,8,8,2025-08-05 17:28:00,2026-06-25 17:26:00,155,0.051613,341.84375,0.702075,4
user_000149,查看理财产品,8,8,2025-08-15 07:11:00,2026-06-24 18:35:00,155,0.051613,341.84375,0.702075,5
user_000150,快捷支付,8,8,2026-01-22 02:10:00,2026-06-28 11:38:00,141,0.056738,316.010417,0.759469,1
user_000150,添加银行卡,8,8,2025-10-04 13:45:00,2026-06-26 09:48:00,141,0.056738,316.010417,0.759469,2
user_000150,跨行转入,8,8,2025-08-26 10:48:00,2026-06-11 20:04:00,141,0.056738,316.010417,0.759469,3
user_000150,查银行卡,7,7,2025-10-28 13:05:00,2026-06-26 09:45:00,141,0.049645,316.010417,0.664535,4
user_000150,短信验证,7,7,2026-01-24 13:25:00,2026-06-23 00:34:00,141,0.049645,316.010417,0.664535,5
user_000151,大样本非近期高频_low_lift_0457,10,9,2026-06-17 11:34:00,2026-06-29 12:00:00,128,0.078125,342.722917,0.875343,1
user_000151,添加银行卡,8,8,2025-08-26 07:07:00,2026-06-14 15:42:00,128,0.0625,342.722917,0.700274,2
user_000151,查银行卡,7,7,2025-12-21 18:55:00,2026-06-29 08:16:00,128,0.054688,342.722917,0.61274,3
user_000151,风险评估,7,7,2025-10-13 09:14:00,2026-06-25 17:42:00,128,0.054688,342.722917,0.61274,4
user_000151,预约网点取号,7,7,2025-08-26 07:10:00,2026-06-25 17:36:00,128,0.054688,342.722917,0.61274,5
user_000152,大样本非近期高频_low_lift_0181,10,9,2026-06-17 11:43:00,2026-06-29 12:00:00,117,0.08547,329.185417,0.91134,1
user_000152,短信验证,9,9,2025-09-22 03:35:00,2026-06-24 08:45:00,117,0.076923,329.185417,0.820206,2
user_000152,查看基金净值,8,8,2025-10-22 01:21:00,2026-06-23 00:24:00,117,0.068376,329.185417,0.729072,3
user_000152,查账户明细,6,6,2025-08-05 07:36:00,2026-06-29 15:10:00,117,0.051282,329.185417,0.546804,4
user_000152,预约网点取号,6,6,2025-08-08 14:21:00,2026-06-28 01:37:00,117,0.051282,329.185417,0.546804,5
user_000153,大样本非近期高频_low_concentration_0790,12,11,2026-06-15 01:56:00,2026-06-29 12:00:00,114,0.105263,334.304167,1.076864,1
user_000153,买黄金,9,9,2025-07-31 04:48:00,2026-06-26 18:22:00,114,0.078947,334.304167,0.807648,2
user_000153,风险评估,8,8,2025-09-23 20:49:00,2026-06-28 11:23:00,114,0.070175,334.304167,0.717909,3
user_000153,查还款结果,8,8,2025-09-03 15:36:00,2026-06-27 20:29:00,114,0.070175,334.304167,0.717909,4
user_000153,查账户明细,7,7,2025-08-22 09:41:00,2026-06-29 03:42:00,114,0.061404,334.304167,0.62817,5
user_000154,快捷支付,11,11,2025-08-04 23:29:00,2026-06-29 01:06:00,129,0.085271,364.493056,0.905367,1
user_000154,大样本固定时段_afternoon_0522,10,10,2025-10-09 12:10:00,2026-06-18 12:07:00,129,0.077519,364.493056,0.823061,2
user_000154,查交易明细,9,9,2025-07-01 00:16:00,2026-06-28 21:30:00,129,0.069767,364.493056,0.740755,3
user_000154,查看基金净值,9,9,2025-11-15 05:14:00,2026-06-21 02:11:00,129,0.069767,364.493056,0.740755,4
user_000154,查看理财产品,8,8,2026-02-16 11:46:00,2026-06-22 15:01:00,129,0.062016,364.493056,0.658449,5
user_000155,大样本非近期高频_low_concentration_0118,12,11,2026-06-15 01:31:00,2026-06-29 12:00:00,126,0.095238,343.447917,1.048194,1
user_000155,买黄金,9,9,2025-10-18 04:21:00,2026-06-26 02:01:00,126,0.071429,343.447917,0.786145,2
user_000155,查银行卡,7,7,2025-11-21 23:24:00,2026-06-29 04:20:00,126,0.055556,343.447917,0.611446,3
user_000155,结构性存款,7,7,2025-10-30 03:14:00,2026-06-25 16:06:00,126,0.055556,343.447917,0.611446,4
user_000155,风险评估,7,7,2026-01-28 04:36:00,2026-06-24 09:33:00,126,0.055556,343.447917,0.611446,5
user_000156,查银行卡,10,10,2025-09-21 22:13:00,2026-06-30 06:02:00,141,0.070922,313.474306,0.957016,1
user_000156,添加银行卡,9,9,2025-09-02 08:46:00,2026-06-26 17:24:00,141,0.06383,313.474306,0.861315,2
user_000156,查还款结果,9,9,2025-08-21 00:43:00,2026-06-22 21:31:00,141,0.06383,313.474306,0.861315,3
user_000156,大样本近期高频_0589,9,6,2026-06-15 12:10:00,2026-06-29 12:18:00,141,0.06383,313.474306,0.861315,4
user_000156,查交易结果,8,8,2025-08-21 00:40:00,2026-06-21 09:31:00,141,0.056738,313.474306,0.765613,5
user_000157,大样本非固定时段_low_share_0521,11,11,2026-01-06 06:15:00,2026-06-20 06:09:00,152,0.072368,341.525,0.966254,1
user_000157,查账户明细,10,10,2025-10-03 21:37:00,2026-06-29 22:28:00,152,0.065789,341.525,0.878413,2
user_000157,银行卡管理,10,10,2025-07-23 23:27:00,2026-06-27 19:01:00,152,0.065789,341.525,0.878413,3
user_000157,大样本非近期高频_low_lift_0521,10,9,2026-06-17 11:50:00,2026-06-29 12:00:00,152,0.065789,341.525,0.878413,4
user_000157,风险评估,9,9,2025-08-30 17:13:00,2026-06-27 19:07:00,152,0.059211,341.525,0.790572,5
user_000158,短信验证,11,11,2025-08-16 13:11:00,2026-06-25 18:32:00,133,0.082707,343.119444,0.961764,1
user_000158,大样本固定时段_early_morning_0712,10,10,2025-10-09 00:31:00,2026-06-18 00:05:00,133,0.075188,343.119444,0.874331,2
user_000158,大样本周期_daily_0912,9,9,2026-06-22 05:05:00,2026-06-30 05:13:00,133,0.067669,343.119444,0.786898,3
user_000158,查交易结果,8,8,2025-12-18 13:08:00,2026-06-29 06:34:00,133,0.06015,343.119444,0.699465,4
user_000158,查银行卡,8,8,2025-07-22 09:11:00,2026-06-28 04:52:00,133,0.06015,343.119444,0.699465,5
user_000159,预约网点取号,8,8,2026-01-24 12:31:00,2026-06-15 00:01:00,108,0.074074,346.413889,0.692813,1
user_000159,大样本近期高频_0664,8,5,2026-06-24 02:22:00,2026-06-29 12:01:00,108,0.074074,346.413889,0.692813,2
user_000159,查交易结果,7,7,2025-08-03 00:40:00,2026-06-29 18:38:00,108,0.064815,346.413889,0.606211,3
user_000159,查账户明细,6,6,2026-01-07 22:24:00,2026-06-29 18:41:00,108,0.055556,346.413889,0.51961,4
user_000159,快捷支付,6,6,2025-11-08 11:47:00,2026-06-28 19:24:00,108,0.055556,346.413889,0.51961,5
user_000160,大样本固定时段_evening_0479,10,10,2025-07-31 21:55:00,2026-06-16 18:55:00,121,0.082645,358.802083,0.836116,1
user_000160,大样本近期高频_0279,9,6,2026-06-15 12:40:00,2026-06-29 12:56:00,121,0.07438,358.802083,0.752504,2
user_000160,大样本周期_interval_0679,8,8,2026-04-13 18:05:00,2026-06-29 18:12:00,121,0.066116,358.802083,0.668892,3
user_000160,查看基金净值,8,8,2026-02-03 01:48:00,2026-06-25 21:23:00,121,0.066116,358.802083,0.668892,4
user_000160,快捷支付,8,8,2025-07-06 16:51:00,2026-06-14 02:38:00,121,0.066116,358.802083,0.668892,5
user_000161,快捷支付,9,9,2025-07-22 04:14:00,2026-06-19 20:34:00,118,0.076271,343.327778,0.78642,1
user_000161,查看基金净值,8,8,2025-08-11 22:12:00,2026-06-22 07:37:00,118,0.067797,343.327778,0.69904,2
user_000161,买黄金,7,7,2026-03-06 05:27:00,2026-06-25 10:14:00,118,0.059322,343.327778,0.61166,3
user_000161,短信验证,7,7,2025-09-17 11:15:00,2026-06-24 05:18:00,118,0.059322,343.327778,0.61166,4
user_000161,查看黄金行情,7,7,2025-09-17 11:12:00,2026-06-23 04:10:00,118,0.059322,343.327778,0.61166,5
user_000162,大样本非近期高频_low_concentration_0534,12,11,2026-06-15 01:15:00,2026-06-29 12:00:00,126,0.095238,353.538194,1.018278,1
user_000162,银行卡管理,10,10,2025-08-22 02:15:00,2026-06-30 06:20:00,126,0.079365,353.538194,0.848565,2
user_000162,查看基金净值,8,8,2025-09-27 09:34:00,2026-06-26 16:50:00,126,0.063492,353.538194,0.678852,3
user_000162,查交易结果,8,8,2026-01-02 02:22:00,2026-06-25 01:28:00,126,0.063492,353.538194,0.678852,4
user_000162,查银行卡,8,8,2025-12-08 16:19:00,2026-06-22 11:41:00,126,0.063492,353.538194,0.678852,5
user_000163,大样本固定时段_afternoon_0010,10,10,2025-10-11 12:52:00,2026-06-20 12:49:00,130,0.076923,359.319444,0.834912,1
user_000163,跨行转入,8,8,2025-10-23 16:24:00,2026-06-29 05:28:00,130,0.061538,359.319444,0.667929,2
user_000163,结构性存款,8,8,2025-08-28 22:49:00,2026-06-25 21:17:00,130,0.061538,359.319444,0.667929,3
user_000163,大样本周期_monthly_0210,8,8,2025-11-01 12:05:00,2026-06-01 12:12:00,130,0.061538,359.319444,0.667929,4
user_000163,买黄金,7,7,2025-07-06 04:20:00,2026-06-29 05:25:00,130,0.053846,359.319444,0.584438,5
user_000164,大样本固定时段_evening_0271,10,9,2025-08-03 21:39:00,2026-06-19 18:01:00,161,0.062112,330.597917,0.907447,1
user_000164,预约网点取号,9,9,2025-09-06 17:09:00,2026-06-28 19:48:00,161,0.055901,330.597917,0.816702,2
user_000164,查看基金净值,8,8,2025-10-30 11:35:00,2026-06-25 16:40:00,161,0.049689,330.597917,0.725957,3
user_000164,银行卡管理,8,8,2025-12-12 12:31:00,2026-06-22 11:25:00,161,0.049689,330.597917,0.725957,4
user_000164,查看理财产品,8,8,2025-11-05 13:13:00,2026-06-19 06:16:00,161,0.049689,330.597917,0.725957,5
user_000165,查看黄金行情,10,10,2025-10-19 13:32:00,2026-06-21 10:11:00,111,0.09009,358.190278,0.837544,1
user_000165,跨行转入,10,10,2025-09-10 03:17:00,2026-06-20 21:09:00,111,0.09009,358.190278,0.837544,2
user_000165,查银行卡,8,8,2025-07-07 07:32:00,2026-06-27 12:02:00,111,0.072072,358.190278,0.670035,3
user_000165,查看基金净值,7,7,2025-08-18 16:49:00,2026-06-29 20:09:00,111,0.063063,358.190278,0.586281,4
user_000165,预约网点取号,6,6,2026-01-17 06:43:00,2026-06-27 12:05:00,111,0.054054,358.190278,0.502526,5
user_000166,风险评估,10,10,2025-10-16 01:37:00,2026-06-23 12:40:00,124,0.080645,361.183333,0.830603,1
user_000166,大样本固定时段_afternoon_0410,10,9,2025-10-11 12:37:00,2026-06-20 12:03:00,124,0.080645,361.183333,0.830603,2
user_000166,大样本周期_monthly_0610,8,8,2025-11-01 12:05:00,2026-06-01 12:12:00,124,0.064516,361.183333,0.664482,3
user_000166,查银行卡,7,7,2025-07-04 07:39:00,2026-06-23 12:37:00,124,0.056452,361.183333,0.581422,4
user_000166,收款码,7,7,2025-07-04 07:36:00,2026-06-23 12:34:00,124,0.056452,361.183333,0.581422,5
user_000167,查交易明细,8,8,2025-09-27 02:42:00,2026-06-30 08:25:00,127,0.062992,344.935417,0.695782,1
user_000167,查看基金净值,8,8,2025-07-20 13:33:00,2026-06-25 15:35:00,127,0.062992,344.935417,0.695782,2
user_000167,银行卡管理,7,7,2025-09-24 05:39:00,2026-06-29 06:44:00,127,0.055118,344.935417,0.60881,3
user_000167,大样本周期_interval_0039,7,7,2026-04-14 18:05:00,2026-06-19 18:11:00,127,0.055118,344.935417,0.60881,4
user_000167,查银行卡,6,6,2026-02-22 19:34:00,2026-06-18 08:23:00,127,0.047244,344.935417,0.521837,5
user_000168,大样本非固定时段_low_share_0572,11,11,2026-01-06 00:11:00,2026-06-20 00:01:00,113,0.097345,313.884028,1.051344,1
user_000168,跨行转入,9,9,2025-08-20 14:47:00,2026-06-26 02:46:00,113,0.079646,313.884028,0.86019,2
user_000168,查账户明细,8,8,2025-12-25 09:46:00,2026-06-27 20:30:00,113,0.070796,313.884028,0.764614,3
user_000168,查银行卡,8,8,2025-11-15 10:37:00,2026-06-26 02:49:00,113,0.070796,313.884028,0.764614,4
user_000168,快捷支付,7,7,2025-10-23 15:40:00,2026-06-24 13:01:00,113,0.061947,313.884028,0.669037,5
user_000169,大样本非固定时段_low_share_0029,11,11,2026-01-06 06:06:00,2026-06-20 06:06:00,148,0.074324,343.934028,0.959486,1
user_000169,大样本非近期高频_low_lift_0029,10,9,2026-06-17 11:35:00,2026-06-29 12:00:00,148,0.067568,343.934028,0.87226,2
user_000169,查还款结果,9,9,2025-08-08 15:26:00,2026-06-24 17:10:00,148,0.060811,343.934028,0.785034,3
user_000169,添加银行卡,8,8,2025-11-07 09:18:00,2026-06-29 19:27:00,148,0.054054,343.934028,0.697808,4
user_000169,风险评估,8,8,2025-08-08 15:29:00,2026-06-29 19:24:00,148,0.054054,343.934028,0.697808,5
user_000170,大样本固定时段_morning_0425,10,10,2025-10-11 06:39:00,2026-06-20 06:34:00,119,0.084034,303.329861,0.989022,1
user_000170,收款码,8,8,2025-12-21 14:09:00,2026-06-27 06:22:00,119,0.067227,303.329861,0.791218,2
user_000170,大样本周期_weekly_0625,8,8,2026-05-06 06:05:00,2026-06-24 06:12:00,119,0.067227,303.329861,0.791218,3
user_000170,结构性存款,8,8,2025-08-31 04:08:00,2026-06-21 03:29:00,119,0.067227,303.329861,0.791218,4
user_000170,风险评估,7,7,2025-10-01 03:27:00,2026-06-26 12:42:00,119,0.058824,303.329861,0.692316,5
user_000171,快捷支付,10,10,2025-07-31 17:18:00,2026-06-28 04:17:00,145,0.068966,333.779167,0.898798,1
user_000171,添加银行卡,8,8,2025-09-27 19:15:00,2026-06-29 22:51:00,145,0.055172,333.779167,0.719038,2
user_000171,大样本周期_weekly_0553,8,8,2026-05-11 06:05:00,2026-06-29 06:12:00,145,0.055172,333.779167,0.719038,3
user_000171,查还款结果,8,8,2025-09-11 09:51:00,2026-06-20 23:49:00,145,0.055172,333.779167,0.719038,4
user_000171,查银行卡,8,8,2025-08-10 02:23:00,2026-06-20 23:46:00,145,0.055172,333.779167,0.719038,5
user_000172,查看基金净值,10,10,2025-10-01 12:38:00,2026-06-28 03:12:00,162,0.061728,346.596528,0.86556,1
user_000172,查看黄金行情,10,10,2025-10-01 12:41:00,2026-06-13 23:35:00,162,0.061728,346.596528,0.86556,2
user_000172,短信验证,9,9,2025-11-15 07:19:00,2026-06-28 03:15:00,162,0.055556,346.596528,0.779004,3
user_000172,预约网点取号,9,9,2025-07-18 21:44:00,2026-06-25 08:45:00,162,0.055556,346.596528,0.779004,4
user_000172,大样本周期_interval_0067,8,8,2026-04-27 18:05:00,2026-06-29 18:12:00,162,0.049383,346.596528,0.692448,5
user_000173,大样本非近期高频_low_concentration_0546,12,11,2026-06-15 01:59:00,2026-06-29 12:00:00,121,0.099174,362.113889,0.994162,1
user_000173,短信验证,9,9,2025-07-07 19:37:00,2026-06-29 07:50:00,121,0.07438,362.113889,0.745622,2
user_000173,查账户明细,9,9,2025-11-26 17:09:00,2026-06-18 23:45:00,121,0.07438,362.113889,0.745622,3
user_000173,买黄金,8,8,2025-11-26 17:12:00,2026-06-26 13:07:00,121,0.066116,362.113889,0.662775,4
