user_id,sequence,sequence_length,support_count,next_action_candidate,positive_label,pattern_id
user_000029,大样本链路_0311_步骤1 -> 大样本链路_0311_步骤2 -> 大样本链路_0311_步骤3 -> 大样本链路_0311_步骤4 -> 大样本链路_0311_步骤5,5,3,大样本链路_0311_步骤5,1,large_sequence_0311
user_000502,大样本链路_0312_步骤1 -> 大样本链路_0312_步骤2,2,4,大样本链路_0312_步骤2,1,large_sequence_0312
user_001085,大样本链路_0313_步骤1 -> 大样本链路_0313_步骤2 -> 大样本链路_0313_步骤3,3,3,大样本链路_0313_步骤3,1,large_sequence_0313
user_001278,大样本链路_0314_步骤1 -> 大样本链路_0314_步骤2 -> 大样本链路_0314_步骤3 -> 大样本链路_0314_步骤4,4,3,大样本链路_0314_步骤4,1,large_sequence_0314
user_000007,大样本链路_0315_步骤1 -> 大样本链路_0315_步骤2 -> 大样本链路_0315_步骤3 -> 大样本链路_0315_步骤4 -> 大样本链路_0315_步骤5,5,3,大样本链路_0315_步骤5,1,large_sequence_0315
user_001109,大样本链路_0316_步骤1 -> 大样本链路_0316_步骤2,2,4,大样本链路_0316_步骤2,1,large_sequence_0316
user_000338,大样本链路_0317_步骤1 -> 大样本链路_0317_步骤2 -> 大样本链路_0317_步骤3,3,3,大样本链路_0317_步骤3,1,large_sequence_0317
user_001222,大样本链路_0318_步骤1 -> 大样本链路_0318_步骤2 -> 大样本链路_0318_步骤3 -> 大样本链路_0318_步骤4,4,3,大样本链路_0318_步骤4,1,large_sequence_0318
user_000210,大样本链路_0319_步骤1 -> 大样本链路_0319_步骤2 -> 大样本链路_0319_步骤3 -> 大样本链路_0319_步骤4 -> 大样本链路_0319_步骤5,5,3,大样本链路_0319_步骤5,1,large_sequence_0319
user_001995,大样本链路_0320_步骤1 -> 大样本链路_0320_步骤2,2,4,大样本链路_0320_步骤2,1,large_sequence_0320
user_001103,大样本链路_0321_步骤1 -> 大样本链路_0321_步骤2 -> 大样本链路_0321_步骤3,3,3,大样本链路_0321_步骤3,1,large_sequence_0321
user_000853,大样本链路_0322_步骤1 -> 大样本链路_0322_步骤2 -> 大样本链路_0322_步骤3 -> 大样本链路_0322_步骤4,4,3,大样本链路_0322_步骤4,1,large_sequence_0322
user_000567,大样本链路_0323_步骤1 -> 大样本链路_0323_步骤2 -> 大样本链路_0323_步骤3 -> 大样本链路_0323_步骤4 -> 大样本链路_0323_步骤5,5,3,大样本链路_0323_步骤5,1,large_sequence_0323
user_001558,大样本链路_0324_步骤1 -> 大样本链路_0324_步骤2,2,4,大样本链路_0324_步骤2,1,large_sequence_0324
user_000141,大样本链路_0325_步骤1 -> 大样本链路_0325_步骤2 -> 大样本链路_0325_步骤3,3,3,大样本链路_0325_步骤3,1,large_sequence_0325
user_000333,大样本链路_0326_步骤1 -> 大样本链路_0326_步骤2 -> 大样本链路_0326_步骤3 -> 大样本链路_0326_步骤4,4,3,大样本链路_0326_步骤4,1,large_sequence_0326
user_001292,大样本链路_0327_步骤1 -> 大样本链路_0327_步骤2 -> 大样本链路_0327_步骤3 -> 大样本链路_0327_步骤4 -> 大样本链路_0327_步骤5,5,3,大样本链路_0327_步骤5,1,large_sequence_0327
user_000258,大样本链路_0328_步骤1 -> 大样本链路_0328_步骤2,2,4,大样本链路_0328_步骤2,1,large_sequence_0328
user_000807,大样本链路_0329_步骤1 -> 大样本链路_0329_步骤2 -> 大样本链路_0329_步骤3,3,3,大样本链路_0329_步骤3,1,large_sequence_0329
user_000566,大样本链路_0330_步骤1 -> 大样本链路_0330_步骤2 -> 大样本链路_0330_步骤3 -> 大样本链路_0330_步骤4,4,3,大样本链路_0330_步骤4,1,large_sequence_0330
user_001003,大样本链路_0331_步骤1 -> 大样本链路_0331_步骤2 -> 大样本链路_0331_步骤3 -> 大样本链路_0331_步骤4 -> 大样本链路_0331_步骤5,5,3,大样本链路_0331_步骤5,1,large_sequence_0331
user_001870,大样本链路_0332_步骤1 -> 大样本链路_0332_步骤2,2,4,大样本链路_0332_步骤2,1,large_sequence_0332
user_001145,大样本链路_0333_步骤1 -> 大样本链路_0333_步骤2 -> 大样本链路_0333_步骤3,3,3,大样本链路_0333_步骤3,1,large_sequence_0333
user_001073,大样本链路_0334_步骤1 -> 大样本链路_0334_步骤2 -> 大样本链路_0334_步骤3 -> 大样本链路_0334_步骤4,4,3,大样本链路_0334_步骤4,1,large_sequence_0334
user_001471,大样本链路_0335_步骤1 -> 大样本链路_0335_步骤2 -> 大样本链路_0335_步骤3 -> 大样本链路_0335_步骤4 -> 大样本链路_0335_步骤5,5,3,大样本链路_0335_步骤5,1,large_sequence_0335
user_000192,大样本链路_0336_步骤1 -> 大样本链路_0336_步骤2,2,4,大样本链路_0336_步骤2,1,large_sequence_0336
user_001156,大样本链路_0337_步骤1 -> 大样本链路_0337_步骤2 -> 大样本链路_0337_步骤3,3,3,大样本链路_0337_步骤3,1,large_sequence_0337
user_001437,大样本链路_0338_步骤1 -> 大样本链路_0338_步骤2 -> 大样本链路_0338_步骤3 -> 大样本链路_0338_步骤4,4,3,大样本链路_0338_步骤4,1,large_sequence_0338
user_001134,大样本链路_0339_步骤1 -> 大样本链路_0339_步骤2 -> 大样本链路_0339_步骤3 -> 大样本链路_0339_步骤4 -> 大样本链路_0339_步骤5,5,3,大样本链路_0339_步骤5,1,large_sequence_0339
user_001675,大样本链路_0340_步骤1 -> 大样本链路_0340_步骤2,2,4,大样本链路_0340_步骤2,1,large_sequence_0340
user_000367,大样本链路_0341_步骤1 -> 大样本链路_0341_步骤2 -> 大样本链路_0341_步骤3,3,3,大样本链路_0341_步骤3,1,large_sequence_0341
user_000485,大样本链路_0342_步骤1 -> 大样本链路_0342_步骤2 -> 大样本链路_0342_步骤3 -> 大样本链路_0342_步骤4,4,3,大样本链路_0342_步骤4,1,large_sequence_0342
user_000892,大样本链路_0343_步骤1 -> 大样本链路_0343_步骤2 -> 大样本链路_0343_步骤3 -> 大样本链路_0343_步骤4 -> 大样本链路_0343_步骤5,5,3,大样本链路_0343_步骤5,1,large_sequence_0343
user_000497,大样本链路_0344_步骤1 -> 大样本链路_0344_步骤2,2,4,大样本链路_0344_步骤2,1,large_sequence_0344
user_001686,大样本链路_0345_步骤1 -> 大样本链路_0345_步骤2 -> 大样本链路_0345_步骤3,3,3,大样本链路_0345_步骤3,1,large_sequence_0345
user_000574,大样本链路_0346_步骤1 -> 大样本链路_0346_步骤2 -> 大样本链路_0346_步骤3 -> 大样本链路_0346_步骤4,4,3,大样本链路_0346_步骤4,1,large_sequence_0346
user_001422,大样本链路_0347_步骤1 -> 大样本链路_0347_步骤2 -> 大样本链路_0347_步骤3 -> 大样本链路_0347_步骤4 -> 大样本链路_0347_步骤5,5,3,大样本链路_0347_步骤5,1,large_sequence_0347
user_001774,大样本链路_0348_步骤1 -> 大样本链路_0348_步骤2,2,4,大样本链路_0348_步骤2,1,large_sequence_0348
user_001271,大样本链路_0349_步骤1 -> 大样本链路_0349_步骤2 -> 大样本链路_0349_步骤3,3,3,大样本链路_0349_步骤3,1,large_sequence_0349
user_001039,大样本链路_0350_步骤1 -> 大样本链路_0350_步骤2 -> 大样本链路_0350_步骤3 -> 大样本链路_0350_步骤4,4,3,大样本链路_0350_步骤4,1,large_sequence_0350
user_001959,大样本链路_0351_步骤1 -> 大样本链路_0351_步骤2 -> 大样本链路_0351_步骤3 -> 大样本链路_0351_步骤4 -> 大样本链路_0351_步骤5,5,3,大样本链路_0351_步骤5,1,large_sequence_0351
user_001303,大样本链路_0352_步骤1 -> 大样本链路_0352_步骤2,2,4,大样本链路_0352_步骤2,1,large_sequence_0352
user_000936,大样本链路_0353_步骤1 -> 大样本链路_0353_步骤2 -> 大样本链路_0353_步骤3,3,3,大样本链路_0353_步骤3,1,large_sequence_0353
user_001018,大样本链路_0354_步骤1 -> 大样本链路_0354_步骤2 -> 大样本链路_0354_步骤3 -> 大样本链路_0354_步骤4,4,3,大样本链路_0354_步骤4,1,large_sequence_0354
user_001215,大样本链路_0355_步骤1 -> 大样本链路_0355_步骤2 -> 大样本链路_0355_步骤3 -> 大样本链路_0355_步骤4 -> 大样本链路_0355_步骤5,5,3,大样本链路_0355_步骤5,1,large_sequence_0355
user_001678,大样本链路_0356_步骤1 -> 大样本链路_0356_步骤2,2,4,大样本链路_0356_步骤2,1,large_sequence_0356
user_001239,大样本链路_0357_步骤1 -> 大样本链路_0357_步骤2 -> 大样本链路_0357_步骤3,3,3,大样本链路_0357_步骤3,1,large_sequence_0357
user_000536,大样本链路_0358_步骤1 -> 大样本链路_0358_步骤2 -> 大样本链路_0358_步骤3 -> 大样本链路_0358_步骤4,4,3,大样本链路_0358_步骤4,1,large_sequence_0358
user_000734,大样本链路_0359_步骤1 -> 大样本链路_0359_步骤2 -> 大样本链路_0359_步骤3 -> 大样本链路_0359_步骤4 -> 大样本链路_0359_步骤5,5,3,大样本链路_0359_步骤5,1,large_sequence_0359
user_001789,大样本链路_0360_步骤1 -> 大样本链路_0360_步骤2,2,4,大样本链路_0360_步骤2,1,large_sequence_0360
user_000181,大样本链路_0361_步骤1 -> 大样本链路_0361_步骤2 -> 大样本链路_0361_步骤3,3,3,大样本链路_0361_步骤3,1,large_sequence_0361
user_000183,大样本链路_0362_步骤1 -> 大样本链路_0362_步骤2 -> 大样本链路_0362_步骤3 -> 大样本链路_0362_步骤4,4,3,大样本链路_0362_步骤4,1,large_sequence_0362
user_000962,大样本链路_0363_步骤1 -> 大样本链路_0363_步骤2 -> 大样本链路_0363_步骤3 -> 大样本链路_0363_步骤4 -> 大样本链路_0363_步骤5,5,3,大样本链路_0363_步骤5,1,large_sequence_0363
user_001747,大样本链路_0364_步骤1 -> 大样本链路_0364_步骤2,2,4,大样本链路_0364_步骤2,1,large_sequence_0364
user_000321,大样本链路_0365_步骤1 -> 大样本链路_0365_步骤2 -> 大样本链路_0365_步骤3,3,3,大样本链路_0365_步骤3,1,large_sequence_0365
user_000754,大样本链路_0366_步骤1 -> 大样本链路_0366_步骤2 -> 大样本链路_0366_步骤3 -> 大样本链路_0366_步骤4,4,3,大样本链路_0366_步骤4,1,large_sequence_0366
user_001526,大样本链路_0367_步骤1 -> 大样本链路_0367_步骤2 -> 大样本链路_0367_步骤3 -> 大样本链路_0367_步骤4 -> 大样本链路_0367_步骤5,5,3,大样本链路_0367_步骤5,1,large_sequence_0367
user_001220,大样本链路_0368_步骤1 -> 大样本链路_0368_步骤2,2,4,大样本链路_0368_步骤2,1,large_sequence_0368
user_001917,大样本链路_0369_步骤1 -> 大样本链路_0369_步骤2 -> 大样本链路_0369_步骤3,3,3,大样本链路_0369_步骤3,1,large_sequence_0369
user_001182,大样本链路_0370_步骤1 -> 大样本链路_0370_步骤2 -> 大样本链路_0370_步骤3 -> 大样本链路_0370_步骤4,4,3,大样本链路_0370_步骤4,1,large_sequence_0370
user_001165,大样本链路_0371_步骤1 -> 大样本链路_0371_步骤2 -> 大样本链路_0371_步骤3 -> 大样本链路_0371_步骤4 -> 大样本链路_0371_步骤5,5,3,大样本链路_0371_步骤5,1,large_sequence_0371
user_001810,大样本链路_0372_步骤1 -> 大样本链路_0372_步骤2,2,4,大样本链路_0372_步骤2,1,large_sequence_0372
user_000407,大样本链路_0373_步骤1 -> 大样本链路_0373_步骤2 -> 大样本链路_0373_步骤3,3,3,大样本链路_0373_步骤3,1,large_sequence_0373
user_000475,大样本链路_0374_步骤1 -> 大样本链路_0374_步骤2 -> 大样本链路_0374_步骤3 -> 大样本链路_0374_步骤4,4,3,大样本链路_0374_步骤4,1,large_sequence_0374
user_000232,大样本链路_0375_步骤1 -> 大样本链路_0375_步骤2 -> 大样本链路_0375_步骤3 -> 大样本链路_0375_步骤4 -> 大样本链路_0375_步骤5,5,3,大样本链路_0375_步骤5,1,large_sequence_0375
user_000427,大样本链路_0376_步骤1 -> 大样本链路_0376_步骤2,2,4,大样本链路_0376_步骤2,1,large_sequence_0376
user_000623,大样本链路_0377_步骤1 -> 大样本链路_0377_步骤2 -> 大样本链路_0377_步骤3,3,3,大样本链路_0377_步骤3,1,large_sequence_0377
user_001682,大样本链路_0378_步骤1 -> 大样本链路_0378_步骤2 -> 大样本链路_0378_步骤3 -> 大样本链路_0378_步骤4,4,3,大样本链路_0378_步骤4,1,large_sequence_0378
user_000070,大样本链路_0379_步骤1 -> 大样本链路_0379_步骤2 -> 大样本链路_0379_步骤3 -> 大样本链路_0379_步骤4 -> 大样本链路_0379_步骤5,5,3,大样本链路_0379_步骤5,1,large_sequence_0379
user_001788,大样本链路_0380_步骤1 -> 大样本链路_0380_步骤2,2,4,大样本链路_0380_步骤2,1,large_sequence_0380
user_001751,大样本链路_0381_步骤1 -> 大样本链路_0381_步骤2 -> 大样本链路_0381_步骤3,3,3,大样本链路_0381_步骤3,1,large_sequence_0381
user_000834,大样本链路_0382_步骤1 -> 大样本链路_0382_步骤2 -> 大样本链路_0382_步骤3 -> 大样本链路_0382_步骤4,4,3,大样本链路_0382_步骤4,1,large_sequence_0382
user_001081,大样本链路_0383_步骤1 -> 大样本链路_0383_步骤2 -> 大样本链路_0383_步骤3 -> 大样本链路_0383_步骤4 -> 大样本链路_0383_步骤5,5,3,大样本链路_0383_步骤5,1,large_sequence_0383
user_000583,大样本链路_0384_步骤1 -> 大样本链路_0384_步骤2,2,4,大样本链路_0384_步骤2,1,large_sequence_0384
user_001262,大样本链路_0385_步骤1 -> 大样本链路_0385_步骤2 -> 大样本链路_0385_步骤3,3,3,大样本链路_0385_步骤3,1,large_sequence_0385
user_001476,大样本链路_0386_步骤1 -> 大样本链路_0386_步骤2 -> 大样本链路_0386_步骤3 -> 大样本链路_0386_步骤4,4,3,大样本链路_0386_步骤4,1,large_sequence_0386
user_000435,大样本链路_0387_步骤1 -> 大样本链路_0387_步骤2 -> 大样本链路_0387_步骤3 -> 大样本链路_0387_步骤4 -> 大样本链路_0387_步骤5,5,3,大样本链路_0387_步骤5,1,large_sequence_0387
user_001275,大样本链路_0388_步骤1 -> 大样本链路_0388_步骤2,2,4,大样本链路_0388_步骤2,1,large_sequence_0388
user_000746,大样本链路_0389_步骤1 -> 大样本链路_0389_步骤2 -> 大样本链路_0389_步骤3,3,3,大样本链路_0389_步骤3,1,large_sequence_0389
user_000901,大样本链路_0390_步骤1 -> 大样本链路_0390_步骤2 -> 大样本链路_0390_步骤3 -> 大样本链路_0390_步骤4,4,3,大样本链路_0390_步骤4,1,large_sequence_0390
user_000799,大样本链路_0391_步骤1 -> 大样本链路_0391_步骤2 -> 大样本链路_0391_步骤3 -> 大样本链路_0391_步骤4 -> 大样本链路_0391_步骤5,5,3,大样本链路_0391_步骤5,1,large_sequence_0391
user_001630,大样本链路_0392_步骤1 -> 大样本链路_0392_步骤2,2,4,大样本链路_0392_步骤2,1,large_sequence_0392
user_000096,大样本链路_0393_步骤1 -> 大样本链路_0393_步骤2 -> 大样本链路_0393_步骤3,3,3,大样本链路_0393_步骤3,1,large_sequence_0393
user_001410,大样本链路_0394_步骤1 -> 大样本链路_0394_步骤2 -> 大样本链路_0394_步骤3 -> 大样本链路_0394_步骤4,4,3,大样本链路_0394_步骤4,1,large_sequence_0394
user_000942,大样本链路_0395_步骤1 -> 大样本链路_0395_步骤2 -> 大样本链路_0395_步骤3 -> 大样本链路_0395_步骤4 -> 大样本链路_0395_步骤5,5,3,大样本链路_0395_步骤5,1,large_sequence_0395
user_001052,大样本链路_0396_步骤1 -> 大样本链路_0396_步骤2,2,4,大样本链路_0396_步骤2,1,large_sequence_0396
user_000957,大样本链路_0397_步骤1 -> 大样本链路_0397_步骤2 -> 大样本链路_0397_步骤3,3,3,大样本链路_0397_步骤3,1,large_sequence_0397
user_001212,大样本链路_0398_步骤1 -> 大样本链路_0398_步骤2 -> 大样本链路_0398_步骤3 -> 大样本链路_0398_步骤4,4,3,大样本链路_0398_步骤4,1,large_sequence_0398
user_001802,大样本链路_0399_步骤1 -> 大样本链路_0399_步骤2 -> 大样本链路_0399_步骤3 -> 大样本链路_0399_步骤4 -> 大样本链路_0399_步骤5,5,3,大样本链路_0399_步骤5,1,large_sequence_0399
user_000946,大样本链路_0400_步骤1 -> 大样本链路_0400_步骤2,2,4,大样本链路_0400_步骤2,1,large_sequence_0400
user_000712,大样本链路_0401_步骤1 -> 大样本链路_0401_步骤2 -> 大样本链路_0401_步骤3,3,3,大样本链路_0401_步骤3,1,large_sequence_0401
user_001660,大样本链路_0402_步骤1 -> 大样本链路_0402_步骤2 -> 大样本链路_0402_步骤3 -> 大样本链路_0402_步骤4,4,3,大样本链路_0402_步骤4,1,large_sequence_0402
user_000993,大样本链路_0403_步骤1 -> 大样本链路_0403_步骤2 -> 大样本链路_0403_步骤3 -> 大样本链路_0403_步骤4 -> 大样本链路_0403_步骤5,5,3,大样本链路_0403_步骤5,1,large_sequence_0403
user_000960,大样本链路_0404_步骤1 -> 大样本链路_0404_步骤2,2,4,大样本链路_0404_步骤2,1,large_sequence_0404
user_000446,大样本链路_0405_步骤1 -> 大样本链路_0405_步骤2 -> 大样本链路_0405_步骤3,3,3,大样本链路_0405_步骤3,1,large_sequence_0405
user_000906,大样本链路_0406_步骤1 -> 大样本链路_0406_步骤2 -> 大样本链路_0406_步骤3 -> 大样本链路_0406_步骤4,4,3,大样本链路_0406_步骤4,1,large_sequence_0406
user_000819,大样本链路_0407_步骤1 -> 大样本链路_0407_步骤2 -> 大样本链路_0407_步骤3 -> 大样本链路_0407_步骤4 -> 大样本链路_0407_步骤5,5,3,大样本链路_0407_步骤5,1,large_sequence_0407
user_000465,大样本链路_0408_步骤1 -> 大样本链路_0408_步骤2,2,4,大样本链路_0408_步骤2,1,large_sequence_0408
user_001561,大样本链路_0409_步骤1 -> 大样本链路_0409_步骤2 -> 大样本链路_0409_步骤3,3,3,大样本链路_0409_步骤3,1,large_sequence_0409
user_001729,大样本链路_0410_步骤1 -> 大样本链路_0410_步骤2 -> 大样本链路_0410_步骤3 -> 大样本链路_0410_步骤4,4,3,大样本链路_0410_步骤4,1,large_sequence_0410
user_000983,大样本链路_0411_步骤1 -> 大样本链路_0411_步骤2 -> 大样本链路_0411_步骤3 -> 大样本链路_0411_步骤4 -> 大样本链路_0411_步骤5,5,3,大样本链路_0411_步骤5,1,large_sequence_0411
user_001654,大样本链路_0412_步骤1 -> 大样本链路_0412_步骤2,2,4,大样本链路_0412_步骤2,1,large_sequence_0412
user_001619,大样本链路_0413_步骤1 -> 大样本链路_0413_步骤2 -> 大样本链路_0413_步骤3,3,3,大样本链路_0413_步骤3,1,large_sequence_0413
user_001281,大样本链路_0414_步骤1 -> 大样本链路_0414_步骤2 -> 大样本链路_0414_步骤3 -> 大样本链路_0414_步骤4,4,3,大样本链路_0414_步骤4,1,large_sequence_0414
user_000431,大样本链路_0415_步骤1 -> 大样本链路_0415_步骤2 -> 大样本链路_0415_步骤3 -> 大样本链路_0415_步骤4 -> 大样本链路_0415_步骤5,5,3,大样本链路_0415_步骤5,1,large_sequence_0415
user_000217,大样本链路_0416_步骤1 -> 大样本链路_0416_步骤2,2,4,大样本链路_0416_步骤2,1,large_sequence_0416
user_001206,大样本链路_0417_步骤1 -> 大样本链路_0417_步骤2 -> 大样本链路_0417_步骤3,3,3,大样本链路_0417_步骤3,1,large_sequence_0417
user_001572,大样本链路_0418_步骤1 -> 大样本链路_0418_步骤2 -> 大样本链路_0418_步骤3 -> 大样本链路_0418_步骤4,4,3,大样本链路_0418_步骤4,1,large_sequence_0418
user_001838,大样本链路_0419_步骤1 -> 大样本链路_0419_步骤2 -> 大样本链路_0419_步骤3 -> 大样本链路_0419_步骤4 -> 大样本链路_0419_步骤5,5,3,大样本链路_0419_步骤5,1,large_sequence_0419
user_001478,大样本链路_0420_步骤1 -> 大样本链路_0420_步骤2,2,4,大样本链路_0420_步骤2,1,large_sequence_0420
user_000499,大样本链路_0421_步骤1 -> 大样本链路_0421_步骤2 -> 大样本链路_0421_步骤3,3,3,大样本链路_0421_步骤3,1,large_sequence_0421
user_000739,大样本链路_0422_步骤1 -> 大样本链路_0422_步骤2 -> 大样本链路_0422_步骤3 -> 大样本链路_0422_步骤4,4,3,大样本链路_0422_步骤4,1,large_sequence_0422
user_000898,大样本链路_0423_步骤1 -> 大样本链路_0423_步骤2 -> 大样本链路_0423_步骤3 -> 大样本链路_0423_步骤4 -> 大样本链路_0423_步骤5,5,3,大样本链路_0423_步骤5,1,large_sequence_0423
user_001584,大样本链路_0424_步骤1 -> 大样本链路_0424_步骤2,2,4,大样本链路_0424_步骤2,1,large_sequence_0424
user_001276,大样本链路_0425_步骤1 -> 大样本链路_0425_步骤2 -> 大样本链路_0425_步骤3,3,3,大样本链路_0425_步骤3,1,large_sequence_0425
user_001374,大样本链路_0426_步骤1 -> 大样本链路_0426_步骤2 -> 大样本链路_0426_步骤3 -> 大样本链路_0426_步骤4,4,3,大样本链路_0426_步骤4,1,large_sequence_0426
user_001209,大样本链路_0427_步骤1 -> 大样本链路_0427_步骤2 -> 大样本链路_0427_步骤3 -> 大样本链路_0427_步骤4 -> 大样本链路_0427_步骤5,5,3,大样本链路_0427_步骤5,1,large_sequence_0427
user_001862,大样本链路_0428_步骤1 -> 大样本链路_0428_步骤2,2,4,大样本链路_0428_步骤2,1,large_sequence_0428
user_000868,大样本链路_0429_步骤1 -> 大样本链路_0429_步骤2 -> 大样本链路_0429_步骤3,3,3,大样本链路_0429_步骤3,1,large_sequence_0429
user_001234,大样本链路_0430_步骤1 -> 大样本链路_0430_步骤2 -> 大样本链路_0430_步骤3 -> 大样本链路_0430_步骤4,4,3,大样本链路_0430_步骤4,1,large_sequence_0430
user_000654,大样本链路_0431_步骤1 -> 大样本链路_0431_步骤2 -> 大样本链路_0431_步骤3 -> 大样本链路_0431_步骤4 -> 大样本链路_0431_步骤5,5,3,大样本链路_0431_步骤5,1,large_sequence_0431
user_001653,大样本链路_0432_步骤1 -> 大样本链路_0432_步骤2,2,4,大样本链路_0432_步骤2,1,large_sequence_0432
user_001164,大样本链路_0433_步骤1 -> 大样本链路_0433_步骤2 -> 大样本链路_0433_步骤3,3,3,大样本链路_0433_步骤3,1,large_sequence_0433
user_001911,大样本链路_0434_步骤1 -> 大样本链路_0434_步骤2 -> 大样本链路_0434_步骤3 -> 大样本链路_0434_步骤4,4,3,大样本链路_0434_步骤4,1,large_sequence_0434
user_001403,大样本链路_0435_步骤1 -> 大样本链路_0435_步骤2 -> 大样本链路_0435_步骤3 -> 大样本链路_0435_步骤4 -> 大样本链路_0435_步骤5,5,3,大样本链路_0435_步骤5,1,large_sequence_0435
user_000884,大样本链路_0436_步骤1 -> 大样本链路_0436_步骤2,2,4,大样本链路_0436_步骤2,1,large_sequence_0436
user_001795,大样本链路_0437_步骤1 -> 大样本链路_0437_步骤2 -> 大样本链路_0437_步骤3,3,3,大样本链路_0437_步骤3,1,large_sequence_0437
user_001953,大样本链路_0438_步骤1 -> 大样本链路_0438_步骤2 -> 大样本链路_0438_步骤3 -> 大样本链路_0438_步骤4,4,3,大样本链路_0438_步骤4,1,large_sequence_0438
user_001578,大样本链路_0439_步骤1 -> 大样本链路_0439_步骤2 -> 大样本链路_0439_步骤3 -> 大样本链路_0439_步骤4 -> 大样本链路_0439_步骤5,5,3,大样本链路_0439_步骤5,1,large_sequence_0439
user_001703,大样本链路_0440_步骤1 -> 大样本链路_0440_步骤2,2,4,大样本链路_0440_步骤2,1,large_sequence_0440
user_000523,大样本链路_0441_步骤1 -> 大样本链路_0441_步骤2 -> 大样本链路_0441_步骤3,3,3,大样本链路_0441_步骤3,1,large_sequence_0441
user_001266,大样本链路_0442_步骤1 -> 大样本链路_0442_步骤2 -> 大样本链路_0442_步骤3 -> 大样本链路_0442_步骤4,4,3,大样本链路_0442_步骤4,1,large_sequence_0442
user_001608,大样本链路_0443_步骤1 -> 大样本链路_0443_步骤2 -> 大样本链路_0443_步骤3 -> 大样本链路_0443_步骤4 -> 大样本链路_0443_步骤5,5,3,大样本链路_0443_步骤5,1,large_sequence_0443
user_001179,大样本链路_0444_步骤1 -> 大样本链路_0444_步骤2,2,4,大样本链路_0444_步骤2,1,large_sequence_0444
user_000300,大样本链路_0445_步骤1 -> 大样本链路_0445_步骤2 -> 大样本链路_0445_步骤3,3,3,大样本链路_0445_步骤3,1,large_sequence_0445
user_000619,大样本链路_0446_步骤1 -> 大样本链路_0446_步骤2 -> 大样本链路_0446_步骤3 -> 大样本链路_0446_步骤4,4,3,大样本链路_0446_步骤4,1,large_sequence_0446
user_001089,大样本链路_0447_步骤1 -> 大样本链路_0447_步骤2 -> 大样本链路_0447_步骤3 -> 大样本链路_0447_步骤4 -> 大样本链路_0447_步骤5,5,3,大样本链路_0447_步骤5,1,large_sequence_0447
user_001594,大样本链路_0448_步骤1 -> 大样本链路_0448_步骤2,2,4,大样本链路_0448_步骤2,1,large_sequence_0448
user_000437,大样本链路_0449_步骤1 -> 大样本链路_0449_步骤2 -> 大样本链路_0449_步骤3,3,3,大样本链路_0449_步骤3,1,large_sequence_0449
user_001512,大样本链路_0450_步骤1 -> 大样本链路_0450_步骤2 -> 大样本链路_0450_步骤3 -> 大样本链路_0450_步骤4,4,3,大样本链路_0450_步骤4,1,large_sequence_0450
user_001616,大样本链路_0451_步骤1 -> 大样本链路_0451_步骤2 -> 大样本链路_0451_步骤3 -> 大样本链路_0451_步骤4 -> 大样本链路_0451_步骤5,5,3,大样本链路_0451_步骤5,1,large_sequence_0451
user_000377,大样本链路_0452_步骤1 -> 大样本链路_0452_步骤2,2,4,大样本链路_0452_步骤2,1,large_sequence_0452
user_000791,大样本链路_0453_步骤1 -> 大样本链路_0453_步骤2 -> 大样本链路_0453_步骤3,3,3,大样本链路_0453_步骤3,1,large_sequence_0453
user_001144,大样本链路_0454_步骤1 -> 大样本链路_0454_步骤2 -> 大样本链路_0454_步骤3 -> 大样本链路_0454_步骤4,4,3,大样本链路_0454_步骤4,1,large_sequence_0454
user_000516,大样本链路_0455_步骤1 -> 大样本链路_0455_步骤2 -> 大样本链路_0455_步骤3 -> 大样本链路_0455_步骤4 -> 大样本链路_0455_步骤5,5,3,大样本链路_0455_步骤5,1,large_sequence_0455
user_001612,大样本链路_0456_步骤1 -> 大样本链路_0456_步骤2,2,4,大样本链路_0456_步骤2,1,large_sequence_0456
user_000249,大样本链路_0457_步骤1 -> 大样本链路_0457_步骤2 -> 大样本链路_0457_步骤3,3,3,大样本链路_0457_步骤3,1,large_sequence_0457
user_001311,大样本链路_0458_步骤1 -> 大样本链路_0458_步骤2 -> 大样本链路_0458_步骤3 -> 大样本链路_0458_步骤4,4,3,大样本链路_0458_步骤4,1,large_sequence_0458
user_001075,大样本链路_0459_步骤1 -> 大样本链路_0459_步骤2 -> 大样本链路_0459_步骤3 -> 大样本链路_0459_步骤4 -> 大样本链路_0459_步骤5,5,3,大样本链路_0459_步骤5,1,large_sequence_0459
user_001016,大样本链路_0460_步骤1 -> 大样本链路_0460_步骤2,2,4,大样本链路_0460_步骤2,1,large_sequence_0460
user_000339,大样本链路_0461_步骤1 -> 大样本链路_0461_步骤2 -> 大样本链路_0461_步骤3,3,3,大样本链路_0461_步骤3,1,large_sequence_0461
user_000053,大样本链路_0462_步骤1 -> 大样本链路_0462_步骤2 -> 大样本链路_0462_步骤3 -> 大样本链路_0462_步骤4,4,3,大样本链路_0462_步骤4,1,large_sequence_0462
user_001670,大样本链路_0463_步骤1 -> 大样本链路_0463_步骤2 -> 大样本链路_0463_步骤3 -> 大样本链路_0463_步骤4 -> 大样本链路_0463_步骤5,5,3,大样本链路_0463_步骤5,1,large_sequence_0463
user_000409,大样本链路_0464_步骤1 -> 大样本链路_0464_步骤2,2,4,大样本链路_0464_步骤2,1,large_sequence_0464
