user_id,action_name,negative_type,positive_label,pattern_id,baseline_count,count_7d,count_30d,lift,recent_concentration,reason
user_000152,大样本非近期高频_low_lift_0181,low_lift,0,large_high_freq_negative_0181,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001447,大样本非近期高频_low_concentration_0182,low_concentration,0,large_high_freq_negative_0182,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001005,大样本非近期高频_long_term_high_freq_0183,long_term_high_freq,0,large_high_freq_negative_0183,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000472,大样本非近期高频_low_count_0184,low_count,0,large_high_freq_negative_0184,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000263,大样本非近期高频_low_lift_0185,low_lift,0,large_high_freq_negative_0185,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001855,大样本非近期高频_low_concentration_0186,low_concentration,0,large_high_freq_negative_0186,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000698,大样本非近期高频_long_term_high_freq_0187,long_term_high_freq,0,large_high_freq_negative_0187,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001349,大样本非近期高频_low_count_0188,low_count,0,large_high_freq_negative_0188,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000024,大样本非近期高频_low_lift_0189,low_lift,0,large_high_freq_negative_0189,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000694,大样本非近期高频_low_concentration_0190,low_concentration,0,large_high_freq_negative_0190,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000595,大样本非近期高频_long_term_high_freq_0191,long_term_high_freq,0,large_high_freq_negative_0191,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000094,大样本非近期高频_low_count_0192,low_count,0,large_high_freq_negative_0192,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000593,大样本非近期高频_low_lift_0193,low_lift,0,large_high_freq_negative_0193,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001988,大样本非近期高频_low_concentration_0194,low_concentration,0,large_high_freq_negative_0194,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001126,大样本非近期高频_long_term_high_freq_0195,long_term_high_freq,0,large_high_freq_negative_0195,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001693,大样本非近期高频_low_count_0196,low_count,0,large_high_freq_negative_0196,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000557,大样本非近期高频_low_lift_0197,low_lift,0,large_high_freq_negative_0197,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000968,大样本非近期高频_low_concentration_0198,low_concentration,0,large_high_freq_negative_0198,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000949,大样本非近期高频_long_term_high_freq_0199,long_term_high_freq,0,large_high_freq_negative_0199,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000546,大样本非近期高频_low_count_0200,low_count,0,large_high_freq_negative_0200,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000091,大样本非近期高频_low_lift_0201,low_lift,0,large_high_freq_negative_0201,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000932,大样本非近期高频_low_concentration_0202,low_concentration,0,large_high_freq_negative_0202,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001859,大样本非近期高频_long_term_high_freq_0203,long_term_high_freq,0,large_high_freq_negative_0203,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001641,大样本非近期高频_low_count_0204,low_count,0,large_high_freq_negative_0204,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000416,大样本非近期高频_low_lift_0205,low_lift,0,large_high_freq_negative_0205,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000568,大样本非近期高频_low_concentration_0206,low_concentration,0,large_high_freq_negative_0206,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000726,大样本非近期高频_long_term_high_freq_0207,long_term_high_freq,0,large_high_freq_negative_0207,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000939,大样本非近期高频_low_count_0208,low_count,0,large_high_freq_negative_0208,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000357,大样本非近期高频_low_lift_0209,low_lift,0,large_high_freq_negative_0209,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001879,大样本非近期高频_low_concentration_0210,low_concentration,0,large_high_freq_negative_0210,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000085,大样本非近期高频_long_term_high_freq_0211,long_term_high_freq,0,large_high_freq_negative_0211,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001041,大样本非近期高频_low_count_0212,low_count,0,large_high_freq_negative_0212,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000133,大样本非近期高频_low_lift_0213,low_lift,0,large_high_freq_negative_0213,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000396,大样本非近期高频_low_concentration_0214,low_concentration,0,large_high_freq_negative_0214,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001380,大样本非近期高频_long_term_high_freq_0215,long_term_high_freq,0,large_high_freq_negative_0215,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001924,大样本非近期高频_low_count_0216,low_count,0,large_high_freq_negative_0216,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000098,大样本非近期高频_low_lift_0217,low_lift,0,large_high_freq_negative_0217,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000604,大样本非近期高频_low_concentration_0218,low_concentration,0,large_high_freq_negative_0218,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001300,大样本非近期高频_long_term_high_freq_0219,long_term_high_freq,0,large_high_freq_negative_0219,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001304,大样本非近期高频_low_count_0220,low_count,0,large_high_freq_negative_0220,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000496,大样本非近期高频_low_lift_0221,low_lift,0,large_high_freq_negative_0221,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001760,大样本非近期高频_low_concentration_0222,low_concentration,0,large_high_freq_negative_0222,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000503,大样本非近期高频_long_term_high_freq_0223,long_term_high_freq,0,large_high_freq_negative_0223,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001994,大样本非近期高频_low_count_0224,low_count,0,large_high_freq_negative_0224,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000445,大样本非近期高频_low_lift_0225,low_lift,0,large_high_freq_negative_0225,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000483,大样本非近期高频_low_concentration_0226,low_concentration,0,large_high_freq_negative_0226,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001521,大样本非近期高频_long_term_high_freq_0227,long_term_high_freq,0,large_high_freq_negative_0227,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001787,大样本非近期高频_low_count_0228,low_count,0,large_high_freq_negative_0228,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001058,大样本非近期高频_low_lift_0229,low_lift,0,large_high_freq_negative_0229,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001699,大样本非近期高频_low_concentration_0230,low_concentration,0,large_high_freq_negative_0230,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001592,大样本非近期高频_long_term_high_freq_0231,long_term_high_freq,0,large_high_freq_negative_0231,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000233,大样本非近期高频_low_count_0232,low_count,0,large_high_freq_negative_0232,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000735,大样本非近期高频_low_lift_0233,low_lift,0,large_high_freq_negative_0233,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001365,大样本非近期高频_low_concentration_0234,low_concentration,0,large_high_freq_negative_0234,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001268,大样本非近期高频_long_term_high_freq_0235,long_term_high_freq,0,large_high_freq_negative_0235,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000205,大样本非近期高频_low_count_0236,low_count,0,large_high_freq_negative_0236,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000243,大样本非近期高频_low_lift_0237,low_lift,0,large_high_freq_negative_0237,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001728,大样本非近期高频_low_concentration_0238,low_concentration,0,large_high_freq_negative_0238,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001033,大样本非近期高频_long_term_high_freq_0239,long_term_high_freq,0,large_high_freq_negative_0239,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000323,大样本非近期高频_low_count_0240,low_count,0,large_high_freq_negative_0240,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001417,大样本非近期高频_low_lift_0241,low_lift,0,large_high_freq_negative_0241,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001645,大样本非近期高频_low_concentration_0242,low_concentration,0,large_high_freq_negative_0242,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001339,大样本非近期高频_long_term_high_freq_0243,long_term_high_freq,0,large_high_freq_negative_0243,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001274,大样本非近期高频_low_count_0244,low_count,0,large_high_freq_negative_0244,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001694,大样本非近期高频_low_lift_0245,low_lift,0,large_high_freq_negative_0245,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001255,大样本非近期高频_low_concentration_0246,low_concentration,0,large_high_freq_negative_0246,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000241,大样本非近期高频_long_term_high_freq_0247,long_term_high_freq,0,large_high_freq_negative_0247,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001333,大样本非近期高频_low_count_0248,low_count,0,large_high_freq_negative_0248,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001942,大样本非近期高频_low_lift_0249,low_lift,0,large_high_freq_negative_0249,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001610,大样本非近期高频_low_concentration_0250,low_concentration,0,large_high_freq_negative_0250,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001500,大样本非近期高频_long_term_high_freq_0251,long_term_high_freq,0,large_high_freq_negative_0251,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001881,大样本非近期高频_low_count_0252,low_count,0,large_high_freq_negative_0252,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000729,大样本非近期高频_low_lift_0253,low_lift,0,large_high_freq_negative_0253,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001688,大样本非近期高频_low_concentration_0254,low_concentration,0,large_high_freq_negative_0254,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001625,大样本非近期高频_long_term_high_freq_0255,long_term_high_freq,0,large_high_freq_negative_0255,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001797,大样本非近期高频_low_count_0256,low_count,0,large_high_freq_negative_0256,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000684,大样本非近期高频_low_lift_0257,low_lift,0,large_high_freq_negative_0257,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000110,大样本非近期高频_low_concentration_0258,low_concentration,0,large_high_freq_negative_0258,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000271,大样本非近期高频_long_term_high_freq_0259,long_term_high_freq,0,large_high_freq_negative_0259,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001400,大样本非近期高频_low_count_0260,low_count,0,large_high_freq_negative_0260,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001565,大样本非近期高频_low_lift_0261,low_lift,0,large_high_freq_negative_0261,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001243,大样本非近期高频_low_concentration_0262,low_concentration,0,large_high_freq_negative_0262,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001676,大样本非近期高频_long_term_high_freq_0263,long_term_high_freq,0,large_high_freq_negative_0263,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001468,大样本非近期高频_low_count_0264,low_count,0,large_high_freq_negative_0264,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000970,大样本非近期高频_low_lift_0265,low_lift,0,large_high_freq_negative_0265,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001184,大样本非近期高频_low_concentration_0266,low_concentration,0,large_high_freq_negative_0266,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001150,大样本非近期高频_long_term_high_freq_0267,long_term_high_freq,0,large_high_freq_negative_0267,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001779,大样本非近期高频_low_count_0268,low_count,0,large_high_freq_negative_0268,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001817,大样本非近期高频_low_lift_0269,low_lift,0,large_high_freq_negative_0269,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000888,大样本非近期高频_low_concentration_0270,low_concentration,0,large_high_freq_negative_0270,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000590,大样本非近期高频_long_term_high_freq_0271,long_term_high_freq,0,large_high_freq_negative_0271,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001470,大样本非近期高频_low_count_0272,low_count,0,large_high_freq_negative_0272,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001893,大样本非近期高频_low_lift_0273,low_lift,0,large_high_freq_negative_0273,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000893,大样本非近期高频_low_concentration_0274,low_concentration,0,large_high_freq_negative_0274,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000894,大样本非近期高频_long_term_high_freq_0275,long_term_high_freq,0,large_high_freq_negative_0275,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001023,大样本非近期高频_low_count_0276,low_count,0,large_high_freq_negative_0276,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001249,大样本非近期高频_low_lift_0277,low_lift,0,large_high_freq_negative_0277,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001110,大样本非近期高频_low_concentration_0278,low_concentration,0,large_high_freq_negative_0278,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000929,大样本非近期高频_long_term_high_freq_0279,long_term_high_freq,0,large_high_freq_negative_0279,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000920,大样本非近期高频_low_count_0280,low_count,0,large_high_freq_negative_0280,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000086,大样本非近期高频_low_lift_0281,low_lift,0,large_high_freq_negative_0281,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000967,大样本非近期高频_low_concentration_0282,low_concentration,0,large_high_freq_negative_0282,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000917,大样本非近期高频_long_term_high_freq_0283,long_term_high_freq,0,large_high_freq_negative_0283,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000476,大样本非近期高频_low_count_0284,low_count,0,large_high_freq_negative_0284,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001803,大样本非近期高频_low_lift_0285,low_lift,0,large_high_freq_negative_0285,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001429,大样本非近期高频_low_concentration_0286,low_concentration,0,large_high_freq_negative_0286,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001015,大样本非近期高频_long_term_high_freq_0287,long_term_high_freq,0,large_high_freq_negative_0287,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000737,大样本非近期高频_low_count_0288,low_count,0,large_high_freq_negative_0288,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001813,大样本非近期高频_low_lift_0289,low_lift,0,large_high_freq_negative_0289,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001217,大样本非近期高频_low_concentration_0290,low_concentration,0,large_high_freq_negative_0290,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000498,大样本非近期高频_long_term_high_freq_0291,long_term_high_freq,0,large_high_freq_negative_0291,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000687,大样本非近期高频_low_count_0292,low_count,0,large_high_freq_negative_0292,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000202,大样本非近期高频_low_lift_0293,low_lift,0,large_high_freq_negative_0293,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001045,大样本非近期高频_low_concentration_0294,low_concentration,0,large_high_freq_negative_0294,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000008,大样本非近期高频_long_term_high_freq_0295,long_term_high_freq,0,large_high_freq_negative_0295,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000665,大样本非近期高频_low_count_0296,low_count,0,large_high_freq_negative_0296,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000047,大样本非近期高频_low_lift_0297,low_lift,0,large_high_freq_negative_0297,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001229,大样本非近期高频_low_concentration_0298,low_concentration,0,large_high_freq_negative_0298,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000614,大样本非近期高频_long_term_high_freq_0299,long_term_high_freq,0,large_high_freq_negative_0299,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001904,大样本非近期高频_low_count_0300,low_count,0,large_high_freq_negative_0300,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000477,大样本非近期高频_low_lift_0301,low_lift,0,large_high_freq_negative_0301,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000478,大样本非近期高频_low_concentration_0302,low_concentration,0,large_high_freq_negative_0302,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000668,大样本非近期高频_long_term_high_freq_0303,long_term_high_freq,0,large_high_freq_negative_0303,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000697,大样本非近期高频_low_count_0304,low_count,0,large_high_freq_negative_0304,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001501,大样本非近期高频_low_lift_0305,low_lift,0,large_high_freq_negative_0305,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000711,大样本非近期高频_low_concentration_0306,low_concentration,0,large_high_freq_negative_0306,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001483,大样本非近期高频_long_term_high_freq_0307,long_term_high_freq,0,large_high_freq_negative_0307,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001552,大样本非近期高频_low_count_0308,low_count,0,large_high_freq_negative_0308,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000495,大样本非近期高频_low_lift_0309,low_lift,0,large_high_freq_negative_0309,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001317,大样本非近期高频_low_concentration_0310,low_concentration,0,large_high_freq_negative_0310,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001914,大样本非近期高频_long_term_high_freq_0311,long_term_high_freq,0,large_high_freq_negative_0311,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001487,大样本非近期高频_low_count_0312,low_count,0,large_high_freq_negative_0312,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001825,大样本非近期高频_low_lift_0313,low_lift,0,large_high_freq_negative_0313,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000128,大样本非近期高频_low_concentration_0314,low_concentration,0,large_high_freq_negative_0314,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000037,大样本非近期高频_long_term_high_freq_0315,long_term_high_freq,0,large_high_freq_negative_0315,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001129,大样本非近期高频_low_count_0316,low_count,0,large_high_freq_negative_0316,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000633,大样本非近期高频_low_lift_0317,low_lift,0,large_high_freq_negative_0317,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001366,大样本非近期高频_low_concentration_0318,low_concentration,0,large_high_freq_negative_0318,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000177,大样本非近期高频_long_term_high_freq_0319,long_term_high_freq,0,large_high_freq_negative_0319,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001004,大样本非近期高频_low_count_0320,low_count,0,large_high_freq_negative_0320,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001210,大样本非近期高频_low_lift_0321,low_lift,0,large_high_freq_negative_0321,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000709,大样本非近期高频_low_concentration_0322,low_concentration,0,large_high_freq_negative_0322,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001260,大样本非近期高频_long_term_high_freq_0323,long_term_high_freq,0,large_high_freq_negative_0323,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001416,大样本非近期高频_low_count_0324,low_count,0,large_high_freq_negative_0324,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001265,大样本非近期高频_low_lift_0325,low_lift,0,large_high_freq_negative_0325,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000372,大样本非近期高频_low_concentration_0326,low_concentration,0,large_high_freq_negative_0326,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000127,大样本非近期高频_long_term_high_freq_0327,long_term_high_freq,0,large_high_freq_negative_0327,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001077,大样本非近期高频_low_count_0328,low_count,0,large_high_freq_negative_0328,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001491,大样本非近期高频_low_lift_0329,low_lift,0,large_high_freq_negative_0329,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001330,大样本非近期高频_low_concentration_0330,low_concentration,0,large_high_freq_negative_0330,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000700,大样本非近期高频_long_term_high_freq_0331,long_term_high_freq,0,large_high_freq_negative_0331,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000622,大样本非近期高频_low_count_0332,low_count,0,large_high_freq_negative_0332,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001824,大样本非近期高频_low_lift_0333,low_lift,0,large_high_freq_negative_0333,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001721,大样本非近期高频_low_concentration_0334,low_concentration,0,large_high_freq_negative_0334,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001213,大样本非近期高频_long_term_high_freq_0335,long_term_high_freq,0,large_high_freq_negative_0335,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001894,大样本非近期高频_low_count_0336,low_count,0,large_high_freq_negative_0336,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000763,大样本非近期高频_low_lift_0337,low_lift,0,large_high_freq_negative_0337,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000144,大样本非近期高频_low_concentration_0338,low_concentration,0,large_high_freq_negative_0338,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000744,大样本非近期高频_long_term_high_freq_0339,long_term_high_freq,0,large_high_freq_negative_0339,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000132,大样本非近期高频_low_count_0340,low_count,0,large_high_freq_negative_0340,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000246,大样本非近期高频_low_lift_0341,low_lift,0,large_high_freq_negative_0341,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000451,大样本非近期高频_low_concentration_0342,low_concentration,0,large_high_freq_negative_0342,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000348,大样本非近期高频_long_term_high_freq_0343,long_term_high_freq,0,large_high_freq_negative_0343,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001700,大样本非近期高频_low_count_0344,low_count,0,large_high_freq_negative_0344,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000030,大样本非近期高频_low_lift_0345,low_lift,0,large_high_freq_negative_0345,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000985,大样本非近期高频_low_concentration_0346,low_concentration,0,large_high_freq_negative_0346,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000280,大样本非近期高频_long_term_high_freq_0347,long_term_high_freq,0,large_high_freq_negative_0347,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000272,大样本非近期高频_low_count_0348,low_count,0,large_high_freq_negative_0348,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000303,大样本非近期高频_low_lift_0349,low_lift,0,large_high_freq_negative_0349,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001531,大样本非近期高频_low_concentration_0350,low_concentration,0,large_high_freq_negative_0350,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001059,大样本非近期高频_long_term_high_freq_0351,long_term_high_freq,0,large_high_freq_negative_0351,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000410,大样本非近期高频_low_count_0352,low_count,0,large_high_freq_negative_0352,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000577,大样本非近期高频_low_lift_0353,low_lift,0,large_high_freq_negative_0353,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001071,大样本非近期高频_low_concentration_0354,low_concentration,0,large_high_freq_negative_0354,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000817,大样本非近期高频_long_term_high_freq_0355,long_term_high_freq,0,large_high_freq_negative_0355,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000322,大样本非近期高频_low_count_0356,low_count,0,large_high_freq_negative_0356,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000194,大样本非近期高频_low_lift_0357,low_lift,0,large_high_freq_negative_0357,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001829,大样本非近期高频_low_concentration_0358,low_concentration,0,large_high_freq_negative_0358,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000519,大样本非近期高频_long_term_high_freq_0359,long_term_high_freq,0,large_high_freq_negative_0359,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001322,大样本非近期高频_low_count_0360,low_count,0,large_high_freq_negative_0360,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000638,大样本非近期高频_low_lift_0361,low_lift,0,large_high_freq_negative_0361,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000256,大样本非近期高频_low_concentration_0362,low_concentration,0,large_high_freq_negative_0362,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
