user_id,action_name,period_type,period_value,next_expected_time,positive_label,pattern_id,pattern_strength,jitter_days,missing_occurrence_count
user_000805,大样本周期_weekly_0241,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0241,strong,0,0
user_001745,大样本周期_monthly_0242,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0242,strong,0,0
user_001481,大样本周期_interval_0243,interval,every 9 days,2026-07-09 18:00:00,1,large_periodic_0243,strong,0,0
user_000507,大样本周期_daily_0244,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0244,weak,0,1
user_000872,大样本周期_weekly_0245,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0245,weak,1,1
user_001532,大样本周期_monthly_0246,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0246,weak,1,1
user_001299,大样本周期_interval_0247,interval,every 11 days,2026-07-10 18:00:00,1,large_periodic_0247,weak,0,0
user_000766,大样本周期_daily_0248,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0248,strong,0,0
user_000961,大样本周期_weekly_0249,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0249,strong,0,0
user_000792,大样本周期_monthly_0250,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0250,strong,0,0
user_001012,大样本周期_interval_0251,interval,every 13 days,2026-07-11 18:00:00,1,large_periodic_0251,strong,0,0
user_001095,大样本周期_daily_0252,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0252,weak,0,1
user_001168,大样本周期_weekly_0253,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0253,weak,1,1
user_000069,大样本周期_monthly_0254,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0254,weak,1,1
user_001309,大样本周期_interval_0255,interval,every 17 days,2026-07-17 18:00:00,1,large_periodic_0255,weak,0,0
user_000237,大样本周期_daily_0256,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0256,strong,0,0
user_001141,大样本周期_weekly_0257,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0257,strong,0,0
user_000664,大样本周期_monthly_0258,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0258,strong,0,0
user_001643,大样本周期_interval_0259,interval,every 9 days,2026-07-08 18:00:00,1,large_periodic_0259,strong,0,0
user_001576,大样本周期_daily_0260,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0260,weak,0,1
user_000828,大样本周期_weekly_0261,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0261,weak,1,1
user_001423,大样本周期_monthly_0262,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0262,weak,1,1
user_000631,大样本周期_interval_0263,interval,every 11 days,2026-07-09 18:00:00,1,large_periodic_0263,weak,0,0
user_001897,大样本周期_daily_0264,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0264,strong,0,0
user_001313,大样本周期_weekly_0265,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0265,strong,0,0
user_000851,大样本周期_monthly_0266,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0266,strong,0,0
user_001203,大样本周期_interval_0267,interval,every 13 days,2026-07-13 18:00:00,1,large_periodic_0267,strong,0,0
user_000786,大样本周期_daily_0268,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0268,weak,0,1
user_000366,大样本周期_weekly_0269,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0269,weak,1,1
user_001662,大样本周期_monthly_0270,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0270,weak,1,1
user_001231,大样本周期_interval_0271,interval,every 17 days,2026-07-16 18:00:00,1,large_periodic_0271,weak,0,0
user_000390,大样本周期_daily_0272,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0272,strong,0,0
user_000686,大样本周期_weekly_0273,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0273,strong,0,0
user_000773,大样本周期_monthly_0274,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0274,strong,0,0
user_001348,大样本周期_interval_0275,interval,every 9 days,2026-07-07 18:00:00,1,large_periodic_0275,strong,0,0
user_000326,大样本周期_daily_0276,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0276,weak,0,1
user_001538,大样本周期_weekly_0277,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0277,weak,1,1
user_000023,大样本周期_monthly_0278,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0278,weak,1,1
user_001166,大样本周期_interval_0279,interval,every 11 days,2026-07-11 18:00:00,1,large_periodic_0279,weak,0,0
user_000824,大样本周期_daily_0280,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0280,strong,0,0
user_001589,大样本周期_weekly_0281,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0281,strong,0,0
user_001901,大样本周期_monthly_0282,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0282,strong,0,0
user_000213,大样本周期_interval_0283,interval,every 13 days,2026-07-12 18:00:00,1,large_periodic_0283,strong,0,0
user_001560,大样本周期_daily_0284,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0284,weak,0,1
user_001954,大样本周期_weekly_0285,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0285,weak,1,1
user_000986,大样本周期_monthly_0286,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0286,weak,1,1
user_001351,大样本周期_interval_0287,interval,every 17 days,2026-07-15 18:00:00,1,large_periodic_0287,weak,0,0
user_001315,大样本周期_daily_0288,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0288,strong,0,0
user_000630,大样本周期_weekly_0289,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0289,strong,0,0
user_001356,大样本周期_monthly_0290,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0290,strong,0,0
user_000111,大样本周期_interval_0291,interval,every 9 days,2026-07-09 18:00:00,1,large_periodic_0291,strong,0,0
user_000982,大样本周期_daily_0292,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0292,weak,0,1
user_001020,大样本周期_weekly_0293,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0293,weak,1,1
user_000342,大样本周期_monthly_0294,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0294,weak,1,1
user_001978,大样本周期_interval_0295,interval,every 11 days,2026-07-10 18:00:00,1,large_periodic_0295,weak,0,0
user_001125,大样本周期_daily_0296,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0296,strong,0,0
user_001434,大样本周期_weekly_0297,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0297,strong,0,0
user_000937,大样本周期_monthly_0298,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0298,strong,0,0
user_000454,大样本周期_interval_0299,interval,every 13 days,2026-07-11 18:00:00,1,large_periodic_0299,strong,0,0
user_000589,大样本周期_daily_0300,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0300,weak,0,1
user_001624,大样本周期_weekly_0301,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0301,weak,1,1
user_000296,大样本周期_monthly_0302,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0302,weak,1,1
user_001957,大样本周期_interval_0303,interval,every 17 days,2026-07-17 18:00:00,1,large_periodic_0303,weak,0,0
user_000425,大样本周期_daily_0304,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0304,strong,0,0
user_000648,大样本周期_weekly_0305,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0305,strong,0,0
user_001588,大样本周期_monthly_0306,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0306,strong,0,0
user_001585,大样本周期_interval_0307,interval,every 9 days,2026-07-08 18:00:00,1,large_periodic_0307,strong,0,0
user_001546,大样本周期_daily_0308,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0308,weak,0,1
user_000319,大样本周期_weekly_0309,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0309,weak,1,1
user_001022,大样本周期_monthly_0310,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0310,weak,1,1
user_000029,大样本周期_interval_0311,interval,every 11 days,2026-07-09 18:00:00,1,large_periodic_0311,weak,0,0
user_000502,大样本周期_daily_0312,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0312,strong,0,0
user_001085,大样本周期_weekly_0313,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0313,strong,0,0
user_001278,大样本周期_monthly_0314,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0314,strong,0,0
user_000007,大样本周期_interval_0315,interval,every 13 days,2026-07-13 18:00:00,1,large_periodic_0315,strong,0,0
user_001109,大样本周期_daily_0316,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0316,weak,0,1
user_000338,大样本周期_weekly_0317,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0317,weak,1,1
user_001222,大样本周期_monthly_0318,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0318,weak,1,1
user_000210,大样本周期_interval_0319,interval,every 17 days,2026-07-16 18:00:00,1,large_periodic_0319,weak,0,0
user_001995,大样本周期_daily_0320,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0320,strong,0,0
user_001103,大样本周期_weekly_0321,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0321,strong,0,0
user_000853,大样本周期_monthly_0322,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0322,strong,0,0
user_000567,大样本周期_interval_0323,interval,every 9 days,2026-07-07 18:00:00,1,large_periodic_0323,strong,0,0
user_001558,大样本周期_daily_0324,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0324,weak,0,1
user_000141,大样本周期_weekly_0325,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0325,weak,1,1
user_000333,大样本周期_monthly_0326,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0326,weak,1,1
user_001292,大样本周期_interval_0327,interval,every 11 days,2026-07-11 18:00:00,1,large_periodic_0327,weak,0,0
user_000258,大样本周期_daily_0328,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0328,strong,0,0
user_000807,大样本周期_weekly_0329,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0329,strong,0,0
user_000566,大样本周期_monthly_0330,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0330,strong,0,0
user_001003,大样本周期_interval_0331,interval,every 13 days,2026-07-12 18:00:00,1,large_periodic_0331,strong,0,0
user_001870,大样本周期_daily_0332,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0332,weak,0,1
user_001145,大样本周期_weekly_0333,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0333,weak,1,1
user_001073,大样本周期_monthly_0334,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0334,weak,1,1
user_001471,大样本周期_interval_0335,interval,every 17 days,2026-07-15 18:00:00,1,large_periodic_0335,weak,0,0
user_000192,大样本周期_daily_0336,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0336,strong,0,0
user_001156,大样本周期_weekly_0337,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0337,strong,0,0
user_001437,大样本周期_monthly_0338,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0338,strong,0,0
user_001134,大样本周期_interval_0339,interval,every 9 days,2026-07-09 18:00:00,1,large_periodic_0339,strong,0,0
user_001675,大样本周期_daily_0340,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0340,weak,0,1
user_000367,大样本周期_weekly_0341,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0341,weak,1,1
user_000485,大样本周期_monthly_0342,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0342,weak,1,1
user_000892,大样本周期_interval_0343,interval,every 11 days,2026-07-10 18:00:00,1,large_periodic_0343,weak,0,0
user_000497,大样本周期_daily_0344,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0344,strong,0,0
user_001686,大样本周期_weekly_0345,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0345,strong,0,0
user_000574,大样本周期_monthly_0346,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0346,strong,0,0
user_001422,大样本周期_interval_0347,interval,every 13 days,2026-07-11 18:00:00,1,large_periodic_0347,strong,0,0
user_001774,大样本周期_daily_0348,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0348,weak,0,1
user_001271,大样本周期_weekly_0349,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0349,weak,1,1
user_001039,大样本周期_monthly_0350,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0350,weak,1,1
user_001959,大样本周期_interval_0351,interval,every 17 days,2026-07-17 18:00:00,1,large_periodic_0351,weak,0,0
user_001303,大样本周期_daily_0352,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0352,strong,0,0
user_000936,大样本周期_weekly_0353,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0353,strong,0,0
user_001018,大样本周期_monthly_0354,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0354,strong,0,0
user_001215,大样本周期_interval_0355,interval,every 9 days,2026-07-08 18:00:00,1,large_periodic_0355,strong,0,0
user_001678,大样本周期_daily_0356,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0356,weak,0,1
user_001239,大样本周期_weekly_0357,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0357,weak,1,1
user_000536,大样本周期_monthly_0358,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0358,weak,1,1
user_000734,大样本周期_interval_0359,interval,every 11 days,2026-07-09 18:00:00,1,large_periodic_0359,weak,0,0
user_001789,大样本周期_daily_0360,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0360,strong,0,0
user_000181,大样本周期_weekly_0361,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0361,strong,0,0
user_000183,大样本周期_monthly_0362,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0362,strong,0,0
user_000962,大样本周期_interval_0363,interval,every 13 days,2026-07-13 18:00:00,1,large_periodic_0363,strong,0,0
user_001747,大样本周期_daily_0364,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0364,weak,0,1
user_000321,大样本周期_weekly_0365,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0365,weak,1,1
user_000754,大样本周期_monthly_0366,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0366,weak,1,1
user_001526,大样本周期_interval_0367,interval,every 17 days,2026-07-16 18:00:00,1,large_periodic_0367,weak,0,0
user_001220,大样本周期_daily_0368,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0368,strong,0,0
user_001917,大样本周期_weekly_0369,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0369,strong,0,0
user_001182,大样本周期_monthly_0370,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0370,strong,0,0
user_001165,大样本周期_interval_0371,interval,every 9 days,2026-07-07 18:00:00,1,large_periodic_0371,strong,0,0
user_001810,大样本周期_daily_0372,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0372,weak,0,1
user_000407,大样本周期_weekly_0373,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0373,weak,1,1
user_000475,大样本周期_monthly_0374,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0374,weak,1,1
user_000232,大样本周期_interval_0375,interval,every 11 days,2026-07-11 18:00:00,1,large_periodic_0375,weak,0,0
user_000427,大样本周期_daily_0376,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0376,strong,0,0
user_000623,大样本周期_weekly_0377,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0377,strong,0,0
user_001682,大样本周期_monthly_0378,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0378,strong,0,0
user_000070,大样本周期_interval_0379,interval,every 13 days,2026-07-12 18:00:00,1,large_periodic_0379,strong,0,0
user_001788,大样本周期_daily_0380,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0380,weak,0,1
user_001751,大样本周期_weekly_0381,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0381,weak,1,1
user_000834,大样本周期_monthly_0382,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0382,weak,1,1
user_001081,大样本周期_interval_0383,interval,every 17 days,2026-07-15 18:00:00,1,large_periodic_0383,weak,0,0
user_000583,大样本周期_daily_0384,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0384,strong,0,0
user_001262,大样本周期_weekly_0385,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0385,strong,0,0
user_001476,大样本周期_monthly_0386,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0386,strong,0,0
user_000435,大样本周期_interval_0387,interval,every 9 days,2026-07-09 18:00:00,1,large_periodic_0387,strong,0,0
user_001275,大样本周期_daily_0388,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0388,weak,0,1
user_000746,大样本周期_weekly_0389,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0389,weak,1,1
user_000901,大样本周期_monthly_0390,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0390,weak,1,1
user_000799,大样本周期_interval_0391,interval,every 11 days,2026-07-10 18:00:00,1,large_periodic_0391,weak,0,0
user_001630,大样本周期_daily_0392,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0392,strong,0,0
user_000096,大样本周期_weekly_0393,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0393,strong,0,0
user_001410,大样本周期_monthly_0394,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0394,strong,0,0
user_000942,大样本周期_interval_0395,interval,every 13 days,2026-07-11 18:00:00,1,large_periodic_0395,strong,0,0
user_001052,大样本周期_daily_0396,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0396,weak,0,1
user_000957,大样本周期_weekly_0397,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0397,weak,1,1
user_001212,大样本周期_monthly_0398,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0398,weak,1,1
user_001802,大样本周期_interval_0399,interval,every 17 days,2026-07-17 18:00:00,1,large_periodic_0399,weak,0,0
user_000946,大样本周期_daily_0400,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0400,strong,0,0
user_000712,大样本周期_weekly_0401,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0401,strong,0,0
user_001660,大样本周期_monthly_0402,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0402,strong,0,0
user_000993,大样本周期_interval_0403,interval,every 9 days,2026-07-08 18:00:00,1,large_periodic_0403,strong,0,0
user_000960,大样本周期_daily_0404,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0404,weak,0,1
user_000446,大样本周期_weekly_0405,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0405,weak,1,1
user_000906,大样本周期_monthly_0406,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0406,weak,1,1
user_000819,大样本周期_interval_0407,interval,every 11 days,2026-07-09 18:00:00,1,large_periodic_0407,weak,0,0
user_000465,大样本周期_daily_0408,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0408,strong,0,0
user_001561,大样本周期_weekly_0409,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0409,strong,0,0
user_001729,大样本周期_monthly_0410,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0410,strong,0,0
user_000983,大样本周期_interval_0411,interval,every 13 days,2026-07-13 18:00:00,1,large_periodic_0411,strong,0,0
user_001654,大样本周期_daily_0412,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0412,weak,0,1
user_001619,大样本周期_weekly_0413,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0413,weak,1,1
user_001281,大样本周期_monthly_0414,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0414,weak,1,1
user_000431,大样本周期_interval_0415,interval,every 17 days,2026-07-16 18:00:00,1,large_periodic_0415,weak,0,0
user_000217,大样本周期_daily_0416,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0416,strong,0,0
user_001206,大样本周期_weekly_0417,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0417,strong,0,0
user_001572,大样本周期_monthly_0418,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0418,strong,0,0
user_001838,大样本周期_interval_0419,interval,every 9 days,2026-07-07 18:00:00,1,large_periodic_0419,strong,0,0
user_001478,大样本周期_daily_0420,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0420,weak,0,1
user_000499,大样本周期_weekly_0421,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0421,weak,1,1
user_000739,大样本周期_monthly_0422,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0422,weak,1,1
user_000898,大样本周期_interval_0423,interval,every 11 days,2026-07-11 18:00:00,1,large_periodic_0423,weak,0,0
user_001584,大样本周期_daily_0424,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0424,strong,0,0
user_001276,大样本周期_weekly_0425,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0425,strong,0,0
user_001374,大样本周期_monthly_0426,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0426,strong,0,0
user_001209,大样本周期_interval_0427,interval,every 13 days,2026-07-12 18:00:00,1,large_periodic_0427,strong,0,0
user_001862,大样本周期_daily_0428,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0428,weak,0,1
user_000868,大样本周期_weekly_0429,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0429,weak,1,1
user_001234,大样本周期_monthly_0430,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0430,weak,1,1
user_000654,大样本周期_interval_0431,interval,every 17 days,2026-07-15 18:00:00,1,large_periodic_0431,weak,0,0
user_001653,大样本周期_daily_0432,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0432,strong,0,0
user_001164,大样本周期_weekly_0433,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0433,strong,0,0
user_001911,大样本周期_monthly_0434,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0434,strong,0,0
user_001403,大样本周期_interval_0435,interval,every 9 days,2026-07-09 18:00:00,1,large_periodic_0435,strong,0,0
user_000884,大样本周期_daily_0436,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0436,weak,0,1
user_001795,大样本周期_weekly_0437,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0437,weak,1,1
user_001953,大样本周期_monthly_0438,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0438,weak,1,1
user_001578,大样本周期_interval_0439,interval,every 11 days,2026-07-10 18:00:00,1,large_periodic_0439,weak,0,0
user_001703,大样本周期_daily_0440,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0440,strong,0,0
user_000523,大样本周期_weekly_0441,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0441,strong,0,0
user_001266,大样本周期_monthly_0442,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0442,strong,0,0
user_001608,大样本周期_interval_0443,interval,every 13 days,2026-07-11 18:00:00,1,large_periodic_0443,strong,0,0
user_001179,大样本周期_daily_0444,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0444,weak,0,1
user_000300,大样本周期_weekly_0445,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0445,weak,1,1
user_000619,大样本周期_monthly_0446,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0446,weak,1,1
user_001089,大样本周期_interval_0447,interval,every 17 days,2026-07-17 18:00:00,1,large_periodic_0447,weak,0,0
user_001594,大样本周期_daily_0448,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0448,strong,0,0
user_000437,大样本周期_weekly_0449,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0449,strong,0,0
user_001512,大样本周期_monthly_0450,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0450,strong,0,0
user_001616,大样本周期_interval_0451,interval,every 9 days,2026-07-08 18:00:00,1,large_periodic_0451,strong,0,0
user_000377,大样本周期_daily_0452,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0452,weak,0,1
user_000791,大样本周期_weekly_0453,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0453,weak,1,1
user_001144,大样本周期_monthly_0454,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0454,weak,1,1
user_000516,大样本周期_interval_0455,interval,every 11 days,2026-07-09 18:00:00,1,large_periodic_0455,weak,0,0
user_001612,大样本周期_daily_0456,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0456,strong,0,0
user_000249,大样本周期_weekly_0457,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0457,strong,0,0
user_001311,大样本周期_monthly_0458,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0458,strong,0,0
user_001075,大样本周期_interval_0459,interval,every 13 days,2026-07-13 18:00:00,1,large_periodic_0459,strong,0,0
user_001016,大样本周期_daily_0460,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0460,weak,0,1
user_000339,大样本周期_weekly_0461,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0461,weak,1,1
user_000053,大样本周期_monthly_0462,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0462,weak,1,1
user_001670,大样本周期_interval_0463,interval,every 17 days,2026-07-16 18:00:00,1,large_periodic_0463,weak,0,0
user_000409,大样本周期_daily_0464,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0464,strong,0,0
user_000935,大样本周期_weekly_0465,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0465,strong,0,0
user_000829,大样本周期_monthly_0466,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0466,strong,0,0
user_001785,大样本周期_interval_0467,interval,every 9 days,2026-07-07 18:00:00,1,large_periodic_0467,strong,0,0
user_001549,大样本周期_daily_0468,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0468,weak,0,1
user_000453,大样本周期_weekly_0469,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0469,weak,1,1
user_000387,大样本周期_monthly_0470,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0470,weak,1,1
user_000164,大样本周期_interval_0471,interval,every 11 days,2026-07-11 18:00:00,1,large_periodic_0471,weak,0,0
user_001648,大样本周期_daily_0472,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0472,strong,0,0
user_000990,大样本周期_weekly_0473,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0473,strong,0,0
user_001324,大样本周期_monthly_0474,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0474,strong,0,0
user_001782,大样本周期_interval_0475,interval,every 13 days,2026-07-12 18:00:00,1,large_periodic_0475,strong,0,0
user_000028,大样本周期_daily_0476,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0476,weak,0,1
user_001607,大样本周期_weekly_0477,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0477,weak,1,1
user_000134,大样本周期_monthly_0478,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0478,weak,1,1
user_001752,大样本周期_interval_0479,interval,every 17 days,2026-07-15 18:00:00,1,large_periodic_0479,weak,0,0
user_001388,大样本周期_daily_0480,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0480,strong,0,0
user_000634,大样本周期_weekly_0481,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0481,strong,0,0
user_001370,大样本周期_monthly_0482,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0482,strong,0,0
