user_id,action_name,time_period,period_event_count,total_event_count,period_share,active_days,positive_label,pattern_id,reason
user_001911,大样本固定时段_afternoon_0234,afternoon,7,10,0.7,7,1,large_time_period_0234,fixed_time_period_high_frequency
user_001403,大样本固定时段_evening_0235,evening,7,10,0.7,7,1,large_time_period_0235,fixed_time_period_high_frequency
user_000884,大样本固定时段_early_morning_0236,early_morning,8,10,0.8,8,1,large_time_period_0236,fixed_time_period_high_frequency
user_001795,大样本固定时段_morning_0237,morning,8,10,0.8,8,1,large_time_period_0237,fixed_time_period_high_frequency
user_001953,大样本固定时段_afternoon_0238,afternoon,8,10,0.8,8,1,large_time_period_0238,fixed_time_period_high_frequency
user_001578,大样本固定时段_evening_0239,evening,8,10,0.8,8,1,large_time_period_0239,fixed_time_period_high_frequency
user_001703,大样本固定时段_early_morning_0240,early_morning,4,5,0.8,3,1,large_time_period_0240,fixed_time_period_high_frequency
user_000523,大样本固定时段_morning_0241,morning,4,5,0.8,3,1,large_time_period_0241,fixed_time_period_high_frequency
user_001266,大样本固定时段_afternoon_0242,afternoon,4,5,0.8,3,1,large_time_period_0242,fixed_time_period_high_frequency
user_001608,大样本固定时段_evening_0243,evening,4,5,0.8,3,1,large_time_period_0243,fixed_time_period_high_frequency
user_001179,大样本固定时段_early_morning_0244,early_morning,5,6,0.833333,5,1,large_time_period_0244,fixed_time_period_high_frequency
user_000300,大样本固定时段_morning_0245,morning,5,6,0.833333,5,1,large_time_period_0245,fixed_time_period_high_frequency
user_000619,大样本固定时段_afternoon_0246,afternoon,5,6,0.833333,5,1,large_time_period_0246,fixed_time_period_high_frequency
user_001089,大样本固定时段_evening_0247,evening,5,6,0.833333,5,1,large_time_period_0247,fixed_time_period_high_frequency
user_001594,大样本固定时段_early_morning_0248,early_morning,7,10,0.7,7,1,large_time_period_0248,fixed_time_period_high_frequency
user_000437,大样本固定时段_morning_0249,morning,7,10,0.7,7,1,large_time_period_0249,fixed_time_period_high_frequency
user_001512,大样本固定时段_afternoon_0250,afternoon,7,10,0.7,7,1,large_time_period_0250,fixed_time_period_high_frequency
user_001616,大样本固定时段_evening_0251,evening,7,10,0.7,7,1,large_time_period_0251,fixed_time_period_high_frequency
user_000377,大样本固定时段_early_morning_0252,early_morning,8,10,0.8,8,1,large_time_period_0252,fixed_time_period_high_frequency
user_000791,大样本固定时段_morning_0253,morning,8,10,0.8,8,1,large_time_period_0253,fixed_time_period_high_frequency
user_001144,大样本固定时段_afternoon_0254,afternoon,8,10,0.8,8,1,large_time_period_0254,fixed_time_period_high_frequency
user_000516,大样本固定时段_evening_0255,evening,8,10,0.8,8,1,large_time_period_0255,fixed_time_period_high_frequency
user_001612,大样本固定时段_early_morning_0256,early_morning,4,5,0.8,3,1,large_time_period_0256,fixed_time_period_high_frequency
user_000249,大样本固定时段_morning_0257,morning,4,5,0.8,3,1,large_time_period_0257,fixed_time_period_high_frequency
user_001311,大样本固定时段_afternoon_0258,afternoon,4,5,0.8,3,1,large_time_period_0258,fixed_time_period_high_frequency
user_001075,大样本固定时段_evening_0259,evening,4,5,0.8,3,1,large_time_period_0259,fixed_time_period_high_frequency
user_001016,大样本固定时段_early_morning_0260,early_morning,5,6,0.833333,5,1,large_time_period_0260,fixed_time_period_high_frequency
user_000339,大样本固定时段_morning_0261,morning,5,6,0.833333,5,1,large_time_period_0261,fixed_time_period_high_frequency
user_000053,大样本固定时段_afternoon_0262,afternoon,5,6,0.833333,5,1,large_time_period_0262,fixed_time_period_high_frequency
user_001670,大样本固定时段_evening_0263,evening,5,6,0.833333,5,1,large_time_period_0263,fixed_time_period_high_frequency
user_000409,大样本固定时段_early_morning_0264,early_morning,7,10,0.7,7,1,large_time_period_0264,fixed_time_period_high_frequency
user_000935,大样本固定时段_morning_0265,morning,7,10,0.7,7,1,large_time_period_0265,fixed_time_period_high_frequency
user_000829,大样本固定时段_afternoon_0266,afternoon,7,10,0.7,7,1,large_time_period_0266,fixed_time_period_high_frequency
user_001785,大样本固定时段_evening_0267,evening,7,10,0.7,7,1,large_time_period_0267,fixed_time_period_high_frequency
user_001549,大样本固定时段_early_morning_0268,early_morning,8,10,0.8,8,1,large_time_period_0268,fixed_time_period_high_frequency
user_000453,大样本固定时段_morning_0269,morning,8,10,0.8,8,1,large_time_period_0269,fixed_time_period_high_frequency
user_000387,大样本固定时段_afternoon_0270,afternoon,8,10,0.8,8,1,large_time_period_0270,fixed_time_period_high_frequency
user_000164,大样本固定时段_evening_0271,evening,8,10,0.8,8,1,large_time_period_0271,fixed_time_period_high_frequency
user_001648,大样本固定时段_early_morning_0272,early_morning,4,5,0.8,3,1,large_time_period_0272,fixed_time_period_high_frequency
user_000990,大样本固定时段_morning_0273,morning,4,5,0.8,3,1,large_time_period_0273,fixed_time_period_high_frequency
user_001324,大样本固定时段_afternoon_0274,afternoon,4,5,0.8,3,1,large_time_period_0274,fixed_time_period_high_frequency
user_001782,大样本固定时段_evening_0275,evening,4,5,0.8,3,1,large_time_period_0275,fixed_time_period_high_frequency
user_000028,大样本固定时段_early_morning_0276,early_morning,5,6,0.833333,5,1,large_time_period_0276,fixed_time_period_high_frequency
user_001607,大样本固定时段_morning_0277,morning,5,6,0.833333,5,1,large_time_period_0277,fixed_time_period_high_frequency
user_000134,大样本固定时段_afternoon_0278,afternoon,5,6,0.833333,5,1,large_time_period_0278,fixed_time_period_high_frequency
user_001752,大样本固定时段_evening_0279,evening,5,6,0.833333,5,1,large_time_period_0279,fixed_time_period_high_frequency
user_001388,大样本固定时段_early_morning_0280,early_morning,7,10,0.7,7,1,large_time_period_0280,fixed_time_period_high_frequency
user_000634,大样本固定时段_morning_0281,morning,7,10,0.7,7,1,large_time_period_0281,fixed_time_period_high_frequency
user_001370,大样本固定时段_afternoon_0282,afternoon,7,10,0.7,7,1,large_time_period_0282,fixed_time_period_high_frequency
user_000305,大样本固定时段_evening_0283,evening,7,10,0.7,7,1,large_time_period_0283,fixed_time_period_high_frequency
user_000130,大样本固定时段_early_morning_0284,early_morning,8,10,0.8,8,1,large_time_period_0284,fixed_time_period_high_frequency
user_001708,大样本固定时段_morning_0285,morning,8,10,0.8,8,1,large_time_period_0285,fixed_time_period_high_frequency
user_000521,大样本固定时段_afternoon_0286,afternoon,8,10,0.8,8,1,large_time_period_0286,fixed_time_period_high_frequency
user_000041,大样本固定时段_evening_0287,evening,8,10,0.8,8,1,large_time_period_0287,fixed_time_period_high_frequency
user_001499,大样本固定时段_early_morning_0288,early_morning,4,5,0.8,3,1,large_time_period_0288,fixed_time_period_high_frequency
user_001093,大样本固定时段_morning_0289,morning,4,5,0.8,3,1,large_time_period_0289,fixed_time_period_high_frequency
user_001065,大样本固定时段_afternoon_0290,afternoon,4,5,0.8,3,1,large_time_period_0290,fixed_time_period_high_frequency
user_000565,大样本固定时段_evening_0291,evening,4,5,0.8,3,1,large_time_period_0291,fixed_time_period_high_frequency
user_001523,大样本固定时段_early_morning_0292,early_morning,5,6,0.833333,5,1,large_time_period_0292,fixed_time_period_high_frequency
user_001186,大样本固定时段_morning_0293,morning,5,6,0.833333,5,1,large_time_period_0293,fixed_time_period_high_frequency
user_001821,大样本固定时段_afternoon_0294,afternoon,5,6,0.833333,5,1,large_time_period_0294,fixed_time_period_high_frequency
user_000576,大样本固定时段_evening_0295,evening,5,6,0.833333,5,1,large_time_period_0295,fixed_time_period_high_frequency
user_000146,大样本固定时段_early_morning_0296,early_morning,7,10,0.7,7,1,large_time_period_0296,fixed_time_period_high_frequency
user_000424,大样本固定时段_morning_0297,morning,7,10,0.7,7,1,large_time_period_0297,fixed_time_period_high_frequency
user_001064,大样本固定时段_afternoon_0298,afternoon,7,10,0.7,7,1,large_time_period_0298,fixed_time_period_high_frequency
user_001860,大样本固定时段_evening_0299,evening,7,10,0.7,7,1,large_time_period_0299,fixed_time_period_high_frequency
user_000345,大样本固定时段_early_morning_0300,early_morning,8,10,0.8,8,1,large_time_period_0300,fixed_time_period_high_frequency
user_000149,大样本固定时段_morning_0301,morning,8,10,0.8,8,1,large_time_period_0301,fixed_time_period_high_frequency
user_000874,大样本固定时段_afternoon_0302,afternoon,8,10,0.8,8,1,large_time_period_0302,fixed_time_period_high_frequency
user_001681,大样本固定时段_evening_0303,evening,8,10,0.8,8,1,large_time_period_0303,fixed_time_period_high_frequency
user_000757,大样本固定时段_early_morning_0304,early_morning,4,5,0.8,3,1,large_time_period_0304,fixed_time_period_high_frequency
user_001055,大样本固定时段_morning_0305,morning,4,5,0.8,3,1,large_time_period_0305,fixed_time_period_high_frequency
user_000208,大样本固定时段_afternoon_0306,afternoon,4,5,0.8,3,1,large_time_period_0306,fixed_time_period_high_frequency
user_000956,大样本固定时段_evening_0307,evening,4,5,0.8,3,1,large_time_period_0307,fixed_time_period_high_frequency
user_001731,大样本固定时段_early_morning_0308,early_morning,5,6,0.833333,5,1,large_time_period_0308,fixed_time_period_high_frequency
user_001898,大样本固定时段_morning_0309,morning,5,6,0.833333,5,1,large_time_period_0309,fixed_time_period_high_frequency
user_000100,大样本固定时段_afternoon_0310,afternoon,5,6,0.833333,5,1,large_time_period_0310,fixed_time_period_high_frequency
user_000732,大样本固定时段_evening_0311,evening,5,6,0.833333,5,1,large_time_period_0311,fixed_time_period_high_frequency
user_001640,大样本固定时段_early_morning_0312,early_morning,7,10,0.7,7,1,large_time_period_0312,fixed_time_period_high_frequency
user_000940,大样本固定时段_morning_0313,morning,7,10,0.7,7,1,large_time_period_0313,fixed_time_period_high_frequency
user_001750,大样本固定时段_afternoon_0314,afternoon,7,10,0.7,7,1,large_time_period_0314,fixed_time_period_high_frequency
user_000714,大样本固定时段_evening_0315,evening,7,10,0.7,7,1,large_time_period_0315,fixed_time_period_high_frequency
user_001890,大样本固定时段_early_morning_0316,early_morning,8,10,0.8,8,1,large_time_period_0316,fixed_time_period_high_frequency
user_000265,大样本固定时段_morning_0317,morning,8,10,0.8,8,1,large_time_period_0317,fixed_time_period_high_frequency
user_000036,大样本固定时段_afternoon_0318,afternoon,8,10,0.8,8,1,large_time_period_0318,fixed_time_period_high_frequency
user_000012,大样本固定时段_evening_0319,evening,8,10,0.8,8,1,large_time_period_0319,fixed_time_period_high_frequency
user_000535,大样本固定时段_early_morning_0320,early_morning,4,5,0.8,3,1,large_time_period_0320,fixed_time_period_high_frequency
user_001158,大样本固定时段_morning_0321,morning,4,5,0.8,3,1,large_time_period_0321,fixed_time_period_high_frequency
user_001438,大样本固定时段_afternoon_0322,afternoon,4,5,0.8,3,1,large_time_period_0322,fixed_time_period_high_frequency
user_001781,大样本固定时段_evening_0323,evening,4,5,0.8,3,1,large_time_period_0323,fixed_time_period_high_frequency
user_001133,大样本固定时段_early_morning_0324,early_morning,5,6,0.833333,5,1,large_time_period_0324,fixed_time_period_high_frequency
user_001790,大样本固定时段_morning_0325,morning,5,6,0.833333,5,1,large_time_period_0325,fixed_time_period_high_frequency
user_000488,大样本固定时段_afternoon_0326,afternoon,5,6,0.833333,5,1,large_time_period_0326,fixed_time_period_high_frequency
user_001872,大样本固定时段_evening_0327,evening,5,6,0.833333,5,1,large_time_period_0327,fixed_time_period_high_frequency
user_000055,大样本固定时段_early_morning_0328,early_morning,7,10,0.7,7,1,large_time_period_0328,fixed_time_period_high_frequency
user_001104,大样本固定时段_morning_0329,morning,7,10,0.7,7,1,large_time_period_0329,fixed_time_period_high_frequency
user_001940,大样本固定时段_afternoon_0330,afternoon,7,10,0.7,7,1,large_time_period_0330,fixed_time_period_high_frequency
user_001402,大样本固定时段_evening_0331,evening,7,10,0.7,7,1,large_time_period_0331,fixed_time_period_high_frequency
user_000414,大样本固定时段_early_morning_0332,early_morning,8,10,0.8,8,1,large_time_period_0332,fixed_time_period_high_frequency
user_001865,大样本固定时段_morning_0333,morning,8,10,0.8,8,1,large_time_period_0333,fixed_time_period_high_frequency
user_001968,大样本固定时段_afternoon_0334,afternoon,8,10,0.8,8,1,large_time_period_0334,fixed_time_period_high_frequency
user_001907,大样本固定时段_evening_0335,evening,8,10,0.8,8,1,large_time_period_0335,fixed_time_period_high_frequency
user_001162,大样本固定时段_early_morning_0336,early_morning,4,5,0.8,3,1,large_time_period_0336,fixed_time_period_high_frequency
user_000879,大样本固定时段_morning_0337,morning,4,5,0.8,3,1,large_time_period_0337,fixed_time_period_high_frequency
user_000279,大样本固定时段_afternoon_0338,afternoon,4,5,0.8,3,1,large_time_period_0338,fixed_time_period_high_frequency
user_000252,大样本固定时段_evening_0339,evening,4,5,0.8,3,1,large_time_period_0339,fixed_time_period_high_frequency
user_001285,大样本固定时段_early_morning_0340,early_morning,5,6,0.833333,5,1,large_time_period_0340,fixed_time_period_high_frequency
user_000563,大样本固定时段_morning_0341,morning,5,6,0.833333,5,1,large_time_period_0341,fixed_time_period_high_frequency
user_001398,大样本固定时段_afternoon_0342,afternoon,5,6,0.833333,5,1,large_time_period_0342,fixed_time_period_high_frequency
user_001684,大样本固定时段_evening_0343,evening,5,6,0.833333,5,1,large_time_period_0343,fixed_time_period_high_frequency
user_000628,大样本固定时段_early_morning_0344,early_morning,7,10,0.7,7,1,large_time_period_0344,fixed_time_period_high_frequency
user_000353,大样本固定时段_morning_0345,morning,7,10,0.7,7,1,large_time_period_0345,fixed_time_period_high_frequency
user_000299,大样本固定时段_afternoon_0346,afternoon,7,10,0.7,7,1,large_time_period_0346,fixed_time_period_high_frequency
user_000578,大样本固定时段_evening_0347,evening,7,10,0.7,7,1,large_time_period_0347,fixed_time_period_high_frequency
user_001809,大样本固定时段_early_morning_0348,early_morning,8,10,0.8,8,1,large_time_period_0348,fixed_time_period_high_frequency
user_001748,大样本固定时段_morning_0349,morning,8,10,0.8,8,1,large_time_period_0349,fixed_time_period_high_frequency
user_001460,大样本固定时段_afternoon_0350,afternoon,8,10,0.8,8,1,large_time_period_0350,fixed_time_period_high_frequency
user_000947,大样本固定时段_evening_0351,evening,8,10,0.8,8,1,large_time_period_0351,fixed_time_period_high_frequency
user_001450,大样本固定时段_early_morning_0352,early_morning,4,5,0.8,3,1,large_time_period_0352,fixed_time_period_high_frequency
user_000171,大样本固定时段_morning_0353,morning,4,5,0.8,3,1,large_time_period_0353,fixed_time_period_high_frequency
user_001127,大样本固定时段_afternoon_0354,afternoon,4,5,0.8,3,1,large_time_period_0354,fixed_time_period_high_frequency
user_001754,大样本固定时段_evening_0355,evening,4,5,0.8,3,1,large_time_period_0355,fixed_time_period_high_frequency
user_001295,大样本固定时段_early_morning_0356,early_morning,5,6,0.833333,5,1,large_time_period_0356,fixed_time_period_high_frequency
user_000184,大样本固定时段_morning_0357,morning,5,6,0.833333,5,1,large_time_period_0357,fixed_time_period_high_frequency
user_000722,大样本固定时段_afternoon_0358,afternoon,5,6,0.833333,5,1,large_time_period_0358,fixed_time_period_high_frequency
user_001553,大样本固定时段_evening_0359,evening,5,6,0.833333,5,1,large_time_period_0359,fixed_time_period_high_frequency
user_000289,大样本固定时段_early_morning_0360,early_morning,7,10,0.7,7,1,large_time_period_0360,fixed_time_period_high_frequency
user_000617,大样本固定时段_morning_0361,morning,7,10,0.7,7,1,large_time_period_0361,fixed_time_period_high_frequency
user_000640,大样本固定时段_afternoon_0362,afternoon,7,10,0.7,7,1,large_time_period_0362,fixed_time_period_high_frequency
user_001823,大样本固定时段_evening_0363,evening,7,10,0.7,7,1,large_time_period_0363,fixed_time_period_high_frequency
user_001503,大样本固定时段_early_morning_0364,early_morning,8,10,0.8,8,1,large_time_period_0364,fixed_time_period_high_frequency
user_001520,大样本固定时段_morning_0365,morning,8,10,0.8,8,1,large_time_period_0365,fixed_time_period_high_frequency
user_000014,大样本固定时段_afternoon_0366,afternoon,8,10,0.8,8,1,large_time_period_0366,fixed_time_period_high_frequency
user_000199,大样本固定时段_evening_0367,evening,8,10,0.8,8,1,large_time_period_0367,fixed_time_period_high_frequency
user_000836,大样本固定时段_early_morning_0368,early_morning,4,5,0.8,3,1,large_time_period_0368,fixed_time_period_high_frequency
user_000998,大样本固定时段_morning_0369,morning,4,5,0.8,3,1,large_time_period_0369,fixed_time_period_high_frequency
user_000511,大样本固定时段_afternoon_0370,afternoon,4,5,0.8,3,1,large_time_period_0370,fixed_time_period_high_frequency
user_000295,大样本固定时段_evening_0371,evening,4,5,0.8,3,1,large_time_period_0371,fixed_time_period_high_frequency
user_000701,大样本固定时段_early_morning_0372,early_morning,5,6,0.833333,5,1,large_time_period_0372,fixed_time_period_high_frequency
user_000245,大样本固定时段_morning_0373,morning,5,6,0.833333,5,1,large_time_period_0373,fixed_time_period_high_frequency
user_000382,大样本固定时段_afternoon_0374,afternoon,5,6,0.833333,5,1,large_time_period_0374,fixed_time_period_high_frequency
user_001433,大样本固定时段_evening_0375,evening,5,6,0.833333,5,1,large_time_period_0375,fixed_time_period_high_frequency
user_000510,大样本固定时段_early_morning_0376,early_morning,7,10,0.7,7,1,large_time_period_0376,fixed_time_period_high_frequency
user_001840,大样本固定时段_morning_0377,morning,7,10,0.7,7,1,large_time_period_0377,fixed_time_period_high_frequency
user_000278,大样本固定时段_afternoon_0378,afternoon,7,10,0.7,7,1,large_time_period_0378,fixed_time_period_high_frequency
user_000782,大样本固定时段_evening_0379,evening,7,10,0.7,7,1,large_time_period_0379,fixed_time_period_high_frequency
user_000554,大样本固定时段_early_morning_0380,early_morning,8,10,0.8,8,1,large_time_period_0380,fixed_time_period_high_frequency
user_001181,大样本固定时段_morning_0381,morning,8,10,0.8,8,1,large_time_period_0381,fixed_time_period_high_frequency
user_001137,大样本固定时段_afternoon_0382,afternoon,8,10,0.8,8,1,large_time_period_0382,fixed_time_period_high_frequency
user_000790,大样本固定时段_evening_0383,evening,8,10,0.8,8,1,large_time_period_0383,fixed_time_period_high_frequency
user_001050,大样本固定时段_early_morning_0384,early_morning,4,5,0.8,3,1,large_time_period_0384,fixed_time_period_high_frequency
user_000670,大样本固定时段_morning_0385,morning,4,5,0.8,3,1,large_time_period_0385,fixed_time_period_high_frequency
user_000690,大样本固定时段_afternoon_0386,afternoon,4,5,0.8,3,1,large_time_period_0386,fixed_time_period_high_frequency
user_001200,大样本固定时段_evening_0387,evening,4,5,0.8,3,1,large_time_period_0387,fixed_time_period_high_frequency
user_001567,大样本固定时段_early_morning_0388,early_morning,5,6,0.833333,5,1,large_time_period_0388,fixed_time_period_high_frequency
user_000596,大样本固定时段_morning_0389,morning,5,6,0.833333,5,1,large_time_period_0389,fixed_time_period_high_frequency
user_000376,大样本固定时段_afternoon_0390,afternoon,5,6,0.833333,5,1,large_time_period_0390,fixed_time_period_high_frequency
user_000627,大样本固定时段_evening_0391,evening,5,6,0.833333,5,1,large_time_period_0391,fixed_time_period_high_frequency
user_001007,大样本固定时段_early_morning_0392,early_morning,7,10,0.7,7,1,large_time_period_0392,fixed_time_period_high_frequency
user_000987,大样本固定时段_morning_0393,morning,7,10,0.7,7,1,large_time_period_0393,fixed_time_period_high_frequency
user_001762,大样本固定时段_afternoon_0394,afternoon,7,10,0.7,7,1,large_time_period_0394,fixed_time_period_high_frequency
user_000320,大样本固定时段_evening_0395,evening,7,10,0.7,7,1,large_time_period_0395,fixed_time_period_high_frequency
user_000439,大样本固定时段_early_morning_0396,early_morning,8,10,0.8,8,1,large_time_period_0396,fixed_time_period_high_frequency
user_001146,大样本固定时段_morning_0397,morning,8,10,0.8,8,1,large_time_period_0397,fixed_time_period_high_frequency
user_001563,大样本固定时段_afternoon_0398,afternoon,8,10,0.8,8,1,large_time_period_0398,fixed_time_period_high_frequency
user_000447,大样本固定时段_evening_0399,evening,8,10,0.8,8,1,large_time_period_0399,fixed_time_period_high_frequency
user_001934,大样本固定时段_early_morning_0400,early_morning,4,5,0.8,3,1,large_time_period_0400,fixed_time_period_high_frequency
user_000890,大样本固定时段_morning_0401,morning,4,5,0.8,3,1,large_time_period_0401,fixed_time_period_high_frequency
user_001918,大样本固定时段_afternoon_0402,afternoon,4,5,0.8,3,1,large_time_period_0402,fixed_time_period_high_frequency
user_000708,大样本固定时段_evening_0403,evening,4,5,0.8,3,1,large_time_period_0403,fixed_time_period_high_frequency
user_001816,大样本固定时段_early_morning_0404,early_morning,5,6,0.833333,5,1,large_time_period_0404,fixed_time_period_high_frequency
user_001360,大样本固定时段_morning_0405,morning,5,6,0.833333,5,1,large_time_period_0405,fixed_time_period_high_frequency
user_001603,大样本固定时段_afternoon_0406,afternoon,5,6,0.833333,5,1,large_time_period_0406,fixed_time_period_high_frequency
user_000051,大样本固定时段_evening_0407,evening,5,6,0.833333,5,1,large_time_period_0407,fixed_time_period_high_frequency
user_000594,大样本固定时段_early_morning_0408,early_morning,7,10,0.7,7,1,large_time_period_0408,fixed_time_period_high_frequency
user_000844,大样本固定时段_morning_0409,morning,7,10,0.7,7,1,large_time_period_0409,fixed_time_period_high_frequency
user_000166,大样本固定时段_afternoon_0410,afternoon,7,10,0.7,7,1,large_time_period_0410,fixed_time_period_high_frequency
user_001405,大样本固定时段_evening_0411,evening,7,10,0.7,7,1,large_time_period_0411,fixed_time_period_high_frequency
user_000226,大样本固定时段_early_morning_0412,early_morning,8,10,0.8,8,1,large_time_period_0412,fixed_time_period_high_frequency
user_001671,大样本固定时段_morning_0413,morning,8,10,0.8,8,1,large_time_period_0413,fixed_time_period_high_frequency
user_001334,大样本固定时段_afternoon_0414,afternoon,8,10,0.8,8,1,large_time_period_0414,fixed_time_period_high_frequency
user_000659,大样本固定时段_evening_0415,evening,8,10,0.8,8,1,large_time_period_0415,fixed_time_period_high_frequency
user_001864,大样本固定时段_early_morning_0416,early_morning,4,5,0.8,3,1,large_time_period_0416,fixed_time_period_high_frequency
user_001627,大样本固定时段_morning_0417,morning,4,5,0.8,3,1,large_time_period_0417,fixed_time_period_high_frequency
user_001310,大样本固定时段_afternoon_0418,afternoon,4,5,0.8,3,1,large_time_period_0418,fixed_time_period_high_frequency
user_001908,大样本固定时段_evening_0419,evening,4,5,0.8,3,1,large_time_period_0419,fixed_time_period_high_frequency
user_000105,大样本固定时段_early_morning_0420,early_morning,5,6,0.833333,5,1,large_time_period_0420,fixed_time_period_high_frequency
user_000182,大样本固定时段_morning_0421,morning,5,6,0.833333,5,1,large_time_period_0421,fixed_time_period_high_frequency
user_001973,大样本固定时段_afternoon_0422,afternoon,5,6,0.833333,5,1,large_time_period_0422,fixed_time_period_high_frequency
user_000609,大样本固定时段_evening_0423,evening,5,6,0.833333,5,1,large_time_period_0423,fixed_time_period_high_frequency
user_000911,大样本固定时段_early_morning_0424,early_morning,7,10,0.7,7,1,large_time_period_0424,fixed_time_period_high_frequency
user_000170,大样本固定时段_morning_0425,morning,7,10,0.7,7,1,large_time_period_0425,fixed_time_period_high_frequency
user_001216,大样本固定时段_afternoon_0426,afternoon,7,10,0.7,7,1,large_time_period_0426,fixed_time_period_high_frequency
user_001573,大样本固定时段_evening_0427,evening,7,10,0.7,7,1,large_time_period_0427,fixed_time_period_high_frequency
user_000610,大样本固定时段_early_morning_0428,early_morning,8,10,0.8,8,1,large_time_period_0428,fixed_time_period_high_frequency
user_001738,大样本固定时段_morning_0429,morning,8,10,0.8,8,1,large_time_period_0429,fixed_time_period_high_frequency
user_001479,大样本固定时段_afternoon_0430,afternoon,8,10,0.8,8,1,large_time_period_0430,fixed_time_period_high_frequency
user_001984,大样本固定时段_evening_0431,evening,8,10,0.8,8,1,large_time_period_0431,fixed_time_period_high_frequency
user_001659,大样本固定时段_early_morning_0432,early_morning,4,5,0.8,3,1,large_time_period_0432,fixed_time_period_high_frequency
user_001976,大样本固定时段_morning_0433,morning,4,5,0.8,3,1,large_time_period_0433,fixed_time_period_high_frequency
user_000505,大样本固定时段_afternoon_0434,afternoon,4,5,0.8,3,1,large_time_period_0434,fixed_time_period_high_frequency
user_001242,大样本固定时段_evening_0435,evening,4,5,0.8,3,1,large_time_period_0435,fixed_time_period_high_frequency
user_000311,大样本固定时段_early_morning_0436,early_morning,5,6,0.833333,5,1,large_time_period_0436,fixed_time_period_high_frequency
user_000257,大样本固定时段_morning_0437,morning,5,6,0.833333,5,1,large_time_period_0437,fixed_time_period_high_frequency
user_000513,大样本固定时段_afternoon_0438,afternoon,5,6,0.833333,5,1,large_time_period_0438,fixed_time_period_high_frequency
user_001507,大样本固定时段_evening_0439,evening,5,6,0.833333,5,1,large_time_period_0439,fixed_time_period_high_frequency
user_001240,大样本固定时段_early_morning_0440,early_morning,7,10,0.7,7,1,large_time_period_0440,fixed_time_period_high_frequency
user_000923,大样本固定时段_morning_0441,morning,7,10,0.7,7,1,large_time_period_0441,fixed_time_period_high_frequency
user_001063,大样本固定时段_afternoon_0442,afternoon,7,10,0.7,7,1,large_time_period_0442,fixed_time_period_high_frequency
user_000934,大样本固定时段_evening_0443,evening,7,10,0.7,7,1,large_time_period_0443,fixed_time_period_high_frequency
user_001155,大样本固定时段_early_morning_0444,early_morning,8,10,0.8,8,1,large_time_period_0444,fixed_time_period_high_frequency
user_000845,大样本固定时段_morning_0445,morning,8,10,0.8,8,1,large_time_period_0445,fixed_time_period_high_frequency
user_001167,大样本固定时段_afternoon_0446,afternoon,8,10,0.8,8,1,large_time_period_0446,fixed_time_period_high_frequency
user_001160,大样本固定时段_evening_0447,evening,8,10,0.8,8,1,large_time_period_0447,fixed_time_period_high_frequency
user_001384,大样本固定时段_early_morning_0448,early_morning,4,5,0.8,3,1,large_time_period_0448,fixed_time_period_high_frequency
user_001294,大样本固定时段_morning_0449,morning,4,5,0.8,3,1,large_time_period_0449,fixed_time_period_high_frequency
user_000647,大样本固定时段_afternoon_0450,afternoon,4,5,0.8,3,1,large_time_period_0450,fixed_time_period_high_frequency
user_001715,大样本固定时段_evening_0451,evening,4,5,0.8,3,1,large_time_period_0451,fixed_time_period_high_frequency
user_000118,大样本固定时段_early_morning_0452,early_morning,5,6,0.833333,5,1,large_time_period_0452,fixed_time_period_high_frequency
user_001392,大样本固定时段_morning_0453,morning,5,6,0.833333,5,1,large_time_period_0453,fixed_time_period_high_frequency
user_000674,大样本固定时段_afternoon_0454,afternoon,5,6,0.833333,5,1,large_time_period_0454,fixed_time_period_high_frequency
user_000403,大样本固定时段_evening_0455,evening,5,6,0.833333,5,1,large_time_period_0455,fixed_time_period_high_frequency
user_001511,大样本固定时段_early_morning_0456,early_morning,7,10,0.7,7,1,large_time_period_0456,fixed_time_period_high_frequency
user_001666,大样本固定时段_morning_0457,morning,7,10,0.7,7,1,large_time_period_0457,fixed_time_period_high_frequency
user_000522,大样本固定时段_afternoon_0458,afternoon,7,10,0.7,7,1,large_time_period_0458,fixed_time_period_high_frequency
user_001224,大样本固定时段_evening_0459,evening,7,10,0.7,7,1,large_time_period_0459,fixed_time_period_high_frequency
user_001358,大样本固定时段_early_morning_0460,early_morning,8,10,0.8,8,1,large_time_period_0460,fixed_time_period_high_frequency
user_000073,大样本固定时段_morning_0461,morning,8,10,0.8,8,1,large_time_period_0461,fixed_time_period_high_frequency
user_001381,大样本固定时段_afternoon_0462,afternoon,8,10,0.8,8,1,large_time_period_0462,fixed_time_period_high_frequency
user_001623,大样本固定时段_evening_0463,evening,8,10,0.8,8,1,large_time_period_0463,fixed_time_period_high_frequency
user_001742,大样本固定时段_early_morning_0464,early_morning,4,5,0.8,3,1,large_time_period_0464,fixed_time_period_high_frequency
user_001808,大样本固定时段_morning_0465,morning,4,5,0.8,3,1,large_time_period_0465,fixed_time_period_high_frequency
user_001486,大样本固定时段_afternoon_0466,afternoon,4,5,0.8,3,1,large_time_period_0466,fixed_time_period_high_frequency
user_000743,大样本固定时段_evening_0467,evening,4,5,0.8,3,1,large_time_period_0467,fixed_time_period_high_frequency
user_001889,大样本固定时段_early_morning_0468,early_morning,5,6,0.833333,5,1,large_time_period_0468,fixed_time_period_high_frequency
