user_id,action_name,period_type,period_value,next_expected_time,confidence,evidence,preferred_time_window
user_000315,查交易明细,monthly,day≈5,2026-07-05 01:00:00,0.794715,最近 186 天内 75% 的行为集中在每月 5 日前后,night
user_000317,大样本周期_weekly_0857,weekly,weekday=3,2026-07-02 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 4,morning
user_000318,大样本周期_monthly_0934,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000319,大样本周期_weekly_0309,weekly,weekday=1,2026-07-07 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 2,morning
user_000320,大样本周期_interval_0595,interval,every 9 days,2026-07-08 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000321,大样本周期_weekly_0365,weekly,weekday=1,2026-07-07 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 2,morning
user_000326,大样本周期_daily_0276,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000328,大样本周期_monthly_0226,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000330,风险评估,monthly,day≈4,2026-07-04 05:00:00,0.742935,最近 186 天内 75% 的行为集中在每月 4 日前后,night
user_000331,大样本周期_interval_0747,interval,every 13 days,2026-06-30 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000332,大样本周期_interval_0875,interval,every 13 days,2026-07-11 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000333,大样本周期_monthly_0326,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000334,大样本周期_weekly_0057,weekly,weekday=1,2026-07-07 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 2,morning
user_000336,查还款结果,monthly,day≈22,2026-07-22 06:00:00,0.816304,最近 186 天内 100% 的行为集中在每月 22 日前后,noon
user_000338,查交易明细,monthly,day≈6,2026-07-06 03:00:00,0.867672,最近 186 天内 75% 的行为集中在每月 6 日前后,night
user_000338,大样本周期_weekly_0317,weekly,weekday=2,2026-07-01 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 3,morning
user_000339,大样本周期_weekly_0461,weekly,weekday=6,2026-07-05 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 7,morning
user_000340,大样本周期_daily_0828,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000342,大样本周期_monthly_0294,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000345,大样本周期_daily_0500,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000347,大样本周期_weekly_0681,weekly,weekday=2,2026-07-01 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 3,morning
user_000348,查还款结果,monthly,day≈11,2026-07-11 05:00:00,0.757738,最近 186 天内 75% 的行为集中在每月 11 日前后,afternoon
user_000350,大样本周期_daily_0020,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000352,大样本周期_interval_0107,interval,every 13 days,2026-07-11 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000352,短信验证,weekly,weekday=2,2026-07-01 03:00:00,0.708225,最近 56 天内 75% 的行为发生在星期 3,evening
user_000353,大样本周期_weekly_0545,weekly,weekday=6,2026-07-05 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 7,morning
user_000353,结构性存款,monthly,day≈22,2026-07-22 01:00:00,0.780801,最近 186 天内 75% 的行为集中在每月 22 日前后,noon
user_000354,大样本周期_interval_0767,interval,every 17 days,2026-07-15 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000355,大样本周期_weekly_0109,weekly,weekday=4,2026-07-03 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 5,morning
user_000359,大样本周期_daily_0072,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000360,银行卡管理,monthly,day≈18,2026-07-18 08:00:00,0.896113,最近 186 天内 75% 的行为集中在每月 18 日前后,morning
user_000360,大样本周期_weekly_0181,weekly,weekday=6,2026-07-05 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 7,morning
user_000366,大样本周期_weekly_0269,weekly,weekday=3,2026-07-02 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 4,morning
user_000367,大样本周期_weekly_0341,weekly,weekday=5,2026-07-04 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 6,morning
user_000368,查看理财产品,interval,every 8 days,2026-07-04 13:00:00,0.92823,最近 4 个活跃日相邻行为间隔约 8 天，CV=0.06,noon
user_000369,查看黄金行情,monthly,day≈11,2026-07-11 00:00:00,0.777265,最近 186 天内 75% 的行为集中在每月 11 日前后,morning
user_000370,大样本周期_monthly_0962,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000370,快捷支付,monthly,day≈16,2026-07-16 01:00:00,0.797794,最近 186 天内 75% 的行为集中在每月 16 日前后,noon
user_000371,大样本周期_interval_0927,interval,every 17 days,2026-06-30 18:00:00,0.940818,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.04,evening
user_000371,买黄金,monthly,day≈23,2026-07-23 00:00:00,0.83791,最近 186 天内 75% 的行为集中在每月 23 日前后,night
user_000375,查看基金净值,monthly,day≈11,2026-07-11 00:00:00,0.718883,最近 186 天内 75% 的行为集中在每月 11 日前后,night
user_000375,大样本周期_weekly_0901,weekly,weekday=5,2026-07-04 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 6,morning
user_000376,短信验证,monthly,day≈23,2026-07-23 04:00:00,0.869167,最近 186 天内 75% 的行为集中在每月 23 日前后,night
user_000377,大样本周期_daily_0452,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000377,风险评估,daily,every 1 day,2026-07-01 09:00:00,0.9825,最近 7 天内 3 个活跃日平均间隔 1.0 天,morning
user_000377,查银行卡,monthly,day≈9,2026-07-09 10:00:00,0.721429,最近 186 天内 100% 的行为集中在每月 9 日前后,evening
user_000380,大样本周期_weekly_0677,weekly,weekday=5,2026-07-04 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 6,morning
user_000384,查看黄金行情,monthly,day≈25,2026-07-25 01:00:00,0.901606,最近 186 天内 75% 的行为集中在每月 25 日前后,afternoon
user_000387,大样本周期_monthly_0470,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000390,大样本周期_daily_0272,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000394,大样本周期_interval_0187,interval,every 13 days,2026-07-12 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000395,结构性存款,interval,every 77 days,2026-08-24 04:00:00,0.906633,最近 4 个活跃日相邻行为间隔约 77 天，CV=0.09,night
user_000401,大样本周期_interval_0883,interval,every 9 days,2026-07-08 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000403,大样本周期_interval_0655,interval,every 17 days,2026-07-16 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000404,大样本周期_monthly_0102,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000407,大样本周期_weekly_0373,weekly,weekday=2,2026-07-01 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 3,morning
user_000409,大样本周期_daily_0464,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000413,大样本周期_daily_0984,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000414,大样本周期_daily_0532,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000414,查还款结果,daily,every 1 day,2026-07-01 00:00:00,0.765833,最近 7 天内 3 个活跃日平均间隔 1.5 天,night
user_000417,大样本周期_weekly_0721,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000418,大样本周期_daily_0044,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000423,大样本周期_daily_0812,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000424,大样本周期_weekly_0497,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000425,大样本周期_daily_0304,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000426,大样本周期_weekly_0777,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000427,大样本周期_daily_0376,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000430,预约网点取号,interval,every 115 days,2026-10-21 00:00:00,0.914018,最近 4 个活跃日相邻行为间隔约 115 天，CV=0.08,night
user_000431,大样本周期_interval_0415,interval,every 17 days,2026-07-16 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000432,大样本周期_daily_0788,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000433,大样本周期_interval_0103,interval,every 11 days,2026-07-10 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000435,大样本周期_interval_0387,interval,every 9 days,2026-06-30 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000437,大样本周期_weekly_0449,weekly,weekday=1,2026-07-07 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 2,morning
user_000438,大样本周期_monthly_0054,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000439,大样本周期_daily_0596,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000440,大样本周期_weekly_0853,weekly,weekday=6,2026-07-05 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 7,morning
user_000441,风险评估,monthly,day≈15,2026-07-15 01:00:00,0.816598,最近 186 天内 75% 的行为集中在每月 15 日前后,night
user_000446,大样本周期_weekly_0405,weekly,weekday=6,2026-07-05 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 7,morning
user_000447,大样本周期_interval_0599,interval,every 11 days,2026-07-09 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000448,大样本周期_monthly_0674,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000453,大样本周期_weekly_0469,weekly,weekday=0,2026-07-06 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 1,morning
user_000454,大样本周期_interval_0299,interval,every 13 days,2026-07-11 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000456,查银行卡,monthly,day≈21,2026-07-21 08:00:00,0.720455,最近 186 天内 75% 的行为集中在每月 21 日前后,afternoon
user_000458,大样本周期_weekly_0801,weekly,weekday=3,2026-07-02 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 4,morning
user_000458,短信验证,monthly,day≈17,2026-07-17 09:00:00,0.789527,最近 186 天内 75% 的行为集中在每月 17 日前后,noon
user_000459,大样本周期_weekly_0173,weekly,weekday=5,2026-07-04 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 6,morning
user_000463,查看基金净值,daily,every 1 day,2026-07-01 02:00:00,0.757333,最近 7 天内 5 个活跃日平均间隔 1.2 天,afternoon
user_000464,大样本周期_monthly_0754,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000465,大样本周期_daily_0408,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000466,大样本周期_daily_0220,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000469,大样本周期_interval_0135,interval,every 11 days,2026-06-30 18:00:00,0.927628,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.06,evening
user_000471,大样本周期_monthly_0726,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000474,大样本周期_monthly_0182,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000474,查交易明细,monthly,day≈17,2026-07-17 00:00:00,0.792763,最近 186 天内 75% 的行为集中在每月 17 日前后,morning
user_000475,大样本周期_monthly_0374,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000476,查银行卡,interval,every 24 days,2026-07-22 01:00:00,0.918319,最近 4 个活跃日相邻行为间隔约 24 天，CV=0.07,afternoon
user_000478,查账户明细,monthly,day≈24,2026-07-24 15:00:00,0.989344,最近 186 天内 100% 的行为集中在每月 24 日前后,evening
user_000479,大样本周期_interval_0143,interval,every 17 days,2026-07-15 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000479,查看黄金行情,monthly,day≈3,2026-07-03 03:00:00,0.88564,最近 186 天内 75% 的行为集中在每月 3 日前后,night
user_000480,查看基金净值,monthly,day≈8,2026-07-08 10:00:00,0.746814,最近 186 天内 75% 的行为集中在每月 8 日前后,afternoon
user_000483,银行卡管理,monthly,day≈7,2026-07-07 10:00:00,0.719643,最近 186 天内 75% 的行为集中在每月 7 日前后,afternoon
user_000485,大样本周期_monthly_0342,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000486,大样本周期_weekly_0889,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000488,跨行转入,monthly,day≈27,2026-07-27 04:00:00,0.866556,最近 186 天内 100% 的行为集中在每月 27 日前后,evening
user_000489,大样本周期_daily_0156,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000491,大样本周期_interval_0031,interval,every 17 days,2026-07-16 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000492,大样本周期_monthly_0882,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000492,添加银行卡,monthly,day≈18,2026-07-18 04:00:00,0.946721,最近 186 天内 100% 的行为集中在每月 18 日前后,evening
user_000493,大样本周期_weekly_0193,weekly,weekday=4,2026-07-03 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 5,morning
user_000493,快捷支付,monthly,day≈5,2026-07-05 08:00:00,0.7565,最近 186 天内 75% 的行为集中在每月 5 日前后,afternoon
user_000497,大样本周期_daily_0344,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000499,大样本周期_weekly_0421,weekly,weekday=1,2026-07-07 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 2,morning
user_000501,快捷支付,monthly,day≈13,2026-07-13 00:00:00,1.0,最近 186 天内 100% 的行为集中在每月 13 日前后,noon
user_000502,大样本周期_daily_0312,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000505,大样本周期_monthly_0634,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000506,大样本周期_monthly_0122,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000507,大样本周期_daily_0244,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000509,大样本周期_monthly_0774,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000510,大样本周期_daily_0576,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000511,大样本周期_monthly_0570,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000512,查交易明细,monthly,day≈25,2026-07-25 05:00:00,0.843821,最近 186 天内 80% 的行为集中在每月 25 日前后,evening
user_000514,查看黄金行情,monthly,day≈22,2026-07-22 04:00:00,0.95,最近 186 天内 100% 的行为集中在每月 22 日前后,morning
user_000515,大样本周期_interval_0867,interval,every 9 days,2026-06-30 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000516,大样本周期_interval_0455,interval,every 11 days,2026-07-09 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000517,大样本周期_interval_0683,interval,every 13 days,2026-07-11 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000518,查看基金净值,monthly,day≈5,2026-07-05 00:00:00,0.869167,最近 186 天内 75% 的行为集中在每月 5 日前后,night
user_000518,大样本周期_weekly_0133,weekly,weekday=0,2026-07-06 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 1,morning
user_000520,大样本周期_daily_0108,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000521,大样本周期_monthly_0486,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000522,大样本周期_monthly_0658,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000523,大样本周期_weekly_0441,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000524,大样本周期_interval_0203,interval,every 13 days,2026-07-11 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000526,大样本周期_weekly_0225,weekly,weekday=1,2026-07-07 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 2,morning
user_000527,大样本周期_interval_0163,interval,every 9 days,2026-07-08 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000529,大样本周期_weekly_0957,weekly,weekday=5,2026-07-04 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 6,morning
user_000533,大样本周期_weekly_0913,weekly,weekday=3,2026-07-02 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 4,morning
user_000533,快捷支付,monthly,day≈21,2026-07-21 12:00:00,0.840728,最近 186 天内 100% 的行为集中在每月 21 日前后,evening
user_000535,大样本周期_daily_0520,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000536,大样本周期_monthly_0358,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000537,大样本周期_monthly_0198,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000538,大样本周期_interval_0743,interval,every 11 days,2026-07-09 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000538,添加银行卡,monthly,day≈4,2026-07-04 00:00:00,0.746814,最近 186 天内 75% 的行为集中在每月 4 日前后,afternoon
user_000542,大样本周期_weekly_0129,weekly,weekday=3,2026-07-02 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 4,morning
user_000545,大样本周期_daily_0716,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000548,大样本周期_interval_0035,interval,every 9 days,2026-07-07 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000551,大样本周期_daily_0676,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000551,查看基金净值,interval,every 16 days,2026-07-11 01:00:00,0.915366,最近 4 个活跃日相邻行为间隔约 16 天，CV=0.08,night
user_000552,大样本周期_weekly_0001,weekly,weekday=1,2026-07-07 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 2,morning
user_000553,大样本周期_interval_0995,interval,every 9 days,2026-07-07 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000553,快捷支付,monthly,day≈4,2026-07-04 00:00:00,0.720455,最近 186 天内 75% 的行为集中在每月 4 日前后,evening
user_000554,大样本周期_daily_0580,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000557,添加银行卡,monthly,day≈27,2026-07-27 04:00:00,0.751747,最近 186 天内 75% 的行为集中在每月 27 日前后,morning
user_000558,大样本周期_weekly_0689,weekly,weekday=3,2026-07-02 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 4,morning
user_000560,大样本周期_interval_0783,interval,every 17 days,2026-06-30 18:00:00,0.940818,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.04,evening
user_000563,大样本周期_weekly_0541,weekly,weekday=2,2026-07-01 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 3,morning
user_000564,大样本周期_interval_0891,interval,every 13 days,2026-06-30 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000564,查交易明细,monthly,day≈27,2026-07-27 11:00:00,0.727763,最近 186 天内 75% 的行为集中在每月 27 日前后,noon
user_000565,大样本周期_interval_0491,interval,every 13 days,2026-07-11 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000566,大样本周期_monthly_0330,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000567,大样本周期_interval_0323,interval,every 9 days,2026-07-07 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000570,大样本周期_daily_0888,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000574,大样本周期_monthly_0346,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000574,查还款结果,monthly,day≈12,2026-07-12 00:00:00,0.901483,最近 186 天内 75% 的行为集中在每月 12 日前后,noon
user_000574,查看基金净值,monthly,day≈11,2026-07-11 00:00:00,0.751091,最近 186 天内 75% 的行为集中在每月 11 日前后,evening
user_000575,大样本周期_daily_0756,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000575,预约网点取号,monthly,day≈25,2026-07-25 08:00:00,0.879449,最近 186 天内 75% 的行为集中在每月 25 日前后,evening
user_000576,大样本周期_interval_0495,interval,every 17 days,2026-06-30 18:00:00,0.940818,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.04,evening
user_000578,大样本周期_interval_0547,interval,every 9 days,2026-07-08 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000580,大样本周期_interval_0007,interval,every 11 days,2026-07-10 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000581,大样本周期_interval_0751,interval,every 17 days,2026-07-16 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000582,大样本周期_interval_0895,interval,every 17 days,2026-07-16 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000583,大样本周期_daily_0384,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000584,大样本周期_monthly_0842,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000585,大样本周期_daily_0900,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000588,大样本周期_monthly_0742,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000589,大样本周期_daily_0300,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000592,大样本周期_daily_0204,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000592,银行卡管理,monthly,day≈26,2026-07-26 11:00:00,0.873611,最近 186 天内 75% 的行为集中在每月 26 日前后,evening
user_000594,大样本周期_daily_0608,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000596,大样本周期_weekly_0589,weekly,weekday=1,2026-07-07 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 2,morning
user_000597,大样本周期_monthly_0850,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000598,查看理财产品,monthly,day≈26,2026-07-26 04:00:00,0.7565,最近 186 天内 75% 的行为集中在每月 26 日前后,afternoon
user_000600,大样本周期_monthly_0714,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000602,大样本周期_daily_0808,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000603,大样本周期_weekly_0741,weekly,weekday=6,2026-07-05 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 7,morning
user_000607,大样本周期_weekly_0817,weekly,weekday=5,2026-07-04 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 6,morning
user_000607,查银行卡,monthly,day≈24,2026-07-24 00:00:00,0.856494,最近 186 天内 100% 的行为集中在每月 24 日前后,evening
user_000607,查交易明细,monthly,day≈24,2026-07-24 00:00:00,0.763807,最近 186 天内 75% 的行为集中在每月 24 日前后,evening
user_000609,大样本周期_interval_0623,interval,every 17 days,2026-07-15 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000610,大样本周期_daily_0628,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000616,大样本周期_daily_0964,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000617,大样本周期_weekly_0561,weekly,weekday=1,2026-07-07 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 2,morning
user_000618,大样本周期_weekly_0729,weekly,weekday=1,2026-07-07 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 2,morning
