user_id,action_name,recent_count,baseline_count,lift,trend_score,time_window
user_000934,大样本近期高频_0243,7,0.084337,14.0,20.794415,7d
user_000935,大样本近期高频_0065,4,0.084337,8.0,12.875503,7d
user_000940,大样本近期高频_0113,7,0.084337,14.0,20.794415,7d
user_000943,大样本近期高频_0525,4,0.084337,8.0,12.875503,7d
user_000946,大样本近期高频_0000,4,0.0,8.0,12.875503,7d
user_000947,大样本近期高频_0151,5,0.084337,10.0,17.917595,7d
user_000951,大样本近期高频_0516,5,0.0,10.0,17.917595,7d
user_000954,大样本近期高频_0282,6,0.0,12.0,19.459101,7d
user_000955,大样本近期高频_0725,4,0.084337,8.0,12.875503,7d
user_000956,大样本近期高频_0107,6,0.084337,12.0,19.459101,7d
user_000958,大样本近期高频_0280,4,0.0,8.0,12.875503,7d
user_000960,大样本近期高频_0004,8,0.0,16.0,21.972246,7d
user_000966,大样本近期高频_0575,4,0.084337,8.0,12.875503,7d
user_000969,大样本近期高频_0348,7,0.0,14.0,20.794415,7d
user_000972,大样本近期高频_0714,8,0.0,16.0,21.972246,7d
user_000975,大样本近期高频_0490,4,0.0,8.0,12.875503,7d
user_000980,大样本近期高频_0606,5,0.0,10.0,17.917595,7d
user_000981,大样本近期高频_0387,6,0.084337,12.0,19.459101,7d
user_000983,大样本近期高频_0011,5,0.084337,10.0,17.917595,7d
user_000987,大样本近期高频_0193,7,0.084337,14.0,20.794415,7d
user_000988,大样本近期高频_0431,5,0.084337,10.0,17.917595,7d
user_000989,大样本近期高频_0318,7,0.0,14.0,20.794415,7d
user_000990,大样本近期高频_0073,7,0.084337,14.0,20.794415,7d
user_000991,大样本近期高频_0668,7,0.0,14.0,20.794415,7d
user_000993,大样本近期高频_0003,7,0.084337,14.0,20.794415,7d
user_000996,大样本近期高频_0653,7,0.084337,14.0,20.794415,7d
user_000997,大样本近期高频_0375,4,0.084337,8.0,12.875503,7d
user_000998,大样本近期高频_0169,8,0.084337,16.0,21.972246,7d
user_000999,大样本近期高频_0391,5,0.084337,10.0,17.917595,7d
user_001001,大样本近期高频_0617,6,0.084337,12.0,19.459101,7d
user_001002,大样本近期高频_0586,5,0.0,10.0,17.917595,7d
user_001007,大样本近期高频_0192,6,0.0,12.0,19.459101,7d
user_001010,大样本近期高频_0320,4,0.0,8.0,12.875503,7d
user_001011,大样本近期高频_0293,7,0.084337,14.0,20.794415,7d
user_001013,大样本近期高频_0591,5,0.084337,10.0,17.917595,7d
user_001016,大样本近期高频_0060,4,0.0,8.0,12.875503,7d
user_001017,大样本近期高频_0580,4,0.0,8.0,12.875503,7d
user_001021,大样本近期高频_0364,8,0.0,16.0,21.972246,7d
user_001024,大样本近期高频_0414,8,0.0,16.0,21.972246,7d
user_001026,大样本近期高频_0572,6,0.0,12.0,19.459101,7d
user_001044,大样本近期高频_0577,6,0.084337,12.0,19.459101,7d
user_001050,大样本近期高频_0184,8,0.0,16.0,21.972246,7d
user_001051,大样本近期高频_0686,5,0.0,10.0,17.917595,7d
user_001053,大样本近期高频_0419,8,0.084337,16.0,21.972246,7d
user_001055,大样本近期高频_0105,4,0.084337,8.0,12.875503,7d
user_001063,大样本近期高频_0242,6,0.0,12.0,19.459101,7d
user_001064,大样本近期高频_0098,7,0.0,14.0,20.794415,7d
user_001065,大样本近期高频_0090,4,0.0,8.0,12.875503,7d
user_001066,大样本近期高频_0623,7,0.084337,14.0,20.794415,7d
user_001068,大样本近期高频_0696,5,0.0,10.0,17.917595,7d
user_001069,大样本近期高频_0700,4,0.0,8.0,12.875503,7d
user_001072,大样本近期高频_0750,4,0.0,8.0,12.875503,7d
user_001074,大样本近期高频_0596,5,0.0,10.0,17.917595,7d
user_001075,大样本近期高频_0059,8,0.084337,16.0,21.972246,7d
user_001086,大样本近期高频_0782,6,0.0,12.0,19.459101,7d
user_001089,大样本近期高频_0047,6,0.084337,12.0,19.459101,7d
user_001091,大样本近期高频_0406,5,0.0,10.0,17.917595,7d
user_001092,大样本近期高频_0291,5,0.084337,10.0,17.917595,7d
user_001093,大样本近期高频_0089,8,0.084337,16.0,21.972246,7d
user_001100,大样本近期高频_0613,7,0.084337,14.0,20.794415,7d
user_001101,大样本近期高频_0506,5,0.0,10.0,17.917595,7d
user_001102,大样本近期高频_0275,4,0.084337,8.0,12.875503,7d
user_001104,大样本近期高频_0129,8,0.084337,16.0,21.972246,7d
user_001106,大样本近期高频_0713,7,0.084337,14.0,20.794415,7d
user_001113,大样本近期高频_0288,7,0.0,14.0,20.794415,7d
user_001118,大样本近期高频_0637,6,0.084337,12.0,19.459101,7d
user_001119,大样本近期高频_0503,7,0.084337,14.0,20.794415,7d
user_001120,大样本近期高频_0360,4,0.0,8.0,12.875503,7d
user_001127,大样本近期高频_0154,8,0.0,16.0,21.972246,7d
user_001128,大样本近期高频_0566,5,0.0,10.0,17.917595,7d
user_001130,大样本近期高频_0290,4,0.0,8.0,12.875503,7d
user_001131,大样本近期高频_0445,4,0.084337,8.0,12.875503,7d
user_001133,大样本近期高频_0124,8,0.0,16.0,21.972246,7d
user_001137,大样本近期高频_0182,6,0.0,12.0,19.459101,7d
user_001138,大样本近期高频_0673,7,0.084337,14.0,20.794415,7d
user_001140,大样本近期高频_0466,5,0.0,10.0,17.917595,7d
user_001143,大样本近期高频_0299,8,0.084337,16.0,21.972246,7d
user_001144,大样本近期高频_0054,8,0.0,16.0,21.972246,7d
user_001146,大样本近期高频_0197,6,0.084337,12.0,19.459101,7d
user_001155,大样本近期高频_0244,8,0.0,16.0,21.972246,7d
user_001157,大样本近期高频_0578,7,0.0,14.0,20.794415,7d
user_001158,大样本近期高频_0121,5,0.084337,10.0,17.917595,7d
user_001159,大样本近期高频_0309,8,0.084337,16.0,21.972246,7d
user_001160,大样本近期高频_0247,6,0.084337,12.0,19.459101,7d
user_001162,大样本近期高频_0136,5,0.0,10.0,17.917595,7d
user_001164,大样本近期高频_0033,7,0.084337,14.0,20.794415,7d
user_001167,大样本近期高频_0246,5,0.0,10.0,17.917595,7d
user_001169,大样本近期高频_0567,6,0.084337,12.0,19.459101,7d
user_001171,大样本近期高频_0710,4,0.0,8.0,12.875503,7d
user_001172,大样本近期高频_0704,8,0.0,16.0,21.972246,7d
user_001173,大样本近期高频_0511,5,0.084337,10.0,17.917595,7d
user_001176,大样本近期高频_0458,7,0.0,14.0,20.794415,7d
user_001177,大样本近期高频_0590,4,0.0,8.0,12.875503,7d
user_001179,大样本近期高频_0044,8,0.0,16.0,21.972246,7d
user_001181,大样本近期高频_0181,5,0.084337,10.0,17.917595,7d
user_001186,大样本近期高频_0093,7,0.084337,14.0,20.794415,7d
user_001191,大样本近期高频_0640,4,0.0,8.0,12.875503,7d
user_001196,大样本近期高频_0404,8,0.0,16.0,21.972246,7d
user_001198,大样本近期高频_0498,7,0.0,14.0,20.794415,7d
user_001200,大样本近期高频_0187,6,0.084337,12.0,19.459101,7d
user_001201,大样本近期高频_0272,6,0.0,12.0,19.459101,7d
user_001206,大样本近期高频_0017,6,0.084337,12.0,19.459101,7d
user_001208,大样本近期高频_0582,6,0.0,12.0,19.459101,7d
user_001209,大样本近期高频_0027,6,0.084337,12.0,19.459101,7d
user_001211,大样本近期高频_0443,7,0.084337,14.0,20.794415,7d
user_001214,大样本近期高频_0603,7,0.084337,14.0,20.794415,7d
user_001216,大样本近期高频_0226,5,0.0,10.0,17.917595,7d
user_001218,大样本近期高频_0403,7,0.084337,14.0,20.794415,7d
user_001224,大样本近期高频_0259,8,0.084337,16.0,21.972246,7d
user_001226,大样本近期高频_0785,4,0.084337,8.0,12.875503,7d
user_001227,大样本近期高频_0396,5,0.0,10.0,17.917595,7d
user_001230,大样本近期高频_0581,5,0.084337,10.0,17.917595,7d
user_001234,大样本近期高频_0030,4,0.0,8.0,12.875503,7d
user_001236,大样本近期高频_0532,6,0.0,12.0,19.459101,7d
user_001240,大样本近期高频_0240,4,0.0,8.0,12.875503,7d
user_001242,大样本近期高频_0235,4,0.084337,8.0,12.875503,7d
user_001244,大样本近期高频_0753,7,0.084337,14.0,20.794415,7d
user_001245,大样本近期高频_0434,8,0.0,16.0,21.972246,7d
user_001251,大样本近期高频_0379,8,0.084337,16.0,21.972246,7d
user_001257,大样本近期高频_0336,5,0.0,10.0,17.917595,7d
user_001259,大样本近期高频_0298,7,0.0,14.0,20.794415,7d
user_001261,大样本近期高频_0380,4,0.0,8.0,12.875503,7d
user_001263,大样本近期高频_0543,7,0.084337,14.0,20.794415,7d
user_001266,大样本近期高频_0042,6,0.0,12.0,19.459101,7d
user_001273,大样本近期高频_0618,7,0.0,14.0,20.794415,7d
user_001276,大样本近期高频_0025,4,0.084337,8.0,12.875503,7d
user_001280,大样本近期高频_0732,6,0.0,12.0,19.459101,7d
user_001281,大样本近期高频_0014,8,0.0,16.0,21.972246,7d
user_001282,大样本近期高频_0420,4,0.0,8.0,12.875503,7d
user_001284,大样本近期高频_0604,8,0.0,16.0,21.972246,7d
user_001285,大样本近期高频_0140,4,0.0,8.0,12.875503,7d
user_001286,大样本近期高频_0302,6,0.0,12.0,19.459101,7d
user_001289,大样本近期高频_0524,8,0.0,16.0,21.972246,7d
user_001291,大样本近期高频_0726,5,0.0,10.0,17.917595,7d
user_001294,大样本近期高频_0249,8,0.084337,16.0,21.972246,7d
user_001295,大样本近期高频_0156,5,0.0,10.0,17.917595,7d
user_001302,大样本近期高频_0486,5,0.0,10.0,17.917595,7d
user_001306,大样本近期高频_0691,5,0.084337,10.0,17.917595,7d
user_001308,大样本近期高频_0646,5,0.0,10.0,17.917595,7d
user_001310,大样本近期高频_0218,7,0.0,14.0,20.794415,7d
user_001311,大样本近期高频_0058,7,0.0,14.0,20.794415,7d
user_001314,大样本近期高频_0781,5,0.084337,10.0,17.917595,7d
user_001323,大样本近期高频_0674,8,0.0,16.0,21.972246,7d
user_001324,大样本近期高频_0074,8,0.0,16.0,21.972246,7d
user_001326,大样本近期高频_0465,4,0.084337,8.0,12.875503,7d
user_001328,大样本近期高频_0547,6,0.084337,12.0,19.459101,7d
user_001334,大样本近期高频_0214,8,0.0,16.0,21.972246,7d
user_001335,大样本近期高频_0731,5,0.084337,10.0,17.917595,7d
user_001338,大样本近期高频_0311,5,0.084337,10.0,17.917595,7d
user_001341,大样本近期高频_0352,6,0.0,12.0,19.459101,7d
user_001343,大样本近期高频_0493,7,0.084337,14.0,20.794415,7d
user_001347,大样本近期高频_0748,7,0.0,14.0,20.794415,7d
user_001352,大样本近期高频_0545,4,0.084337,8.0,12.875503,7d
user_001354,大样本近期高频_0305,4,0.084337,8.0,12.875503,7d
user_001357,大样本近期高频_0363,7,0.084337,14.0,20.794415,7d
user_001358,大样本近期高频_0260,4,0.0,8.0,12.875503,7d
user_001359,大样本近期高频_0385,4,0.084337,8.0,12.875503,7d
user_001360,大样本近期高频_0205,4,0.084337,8.0,12.875503,7d
user_001361,大样本近期高频_0407,6,0.084337,12.0,19.459101,7d
user_001368,大样本近期高频_0630,4,0.0,8.0,12.875503,7d
user_001370,大样本近期高频_0082,6,0.0,12.0,19.459101,7d
user_001373,大样本近期高频_0459,8,0.084337,16.0,21.972246,7d
user_001374,大样本近期高频_0026,5,0.0,10.0,17.917595,7d
user_001378,大样本近期高频_0405,4,0.084337,8.0,12.875503,7d
user_001381,大样本近期高频_0262,6,0.0,12.0,19.459101,7d
user_001384,大样本近期高频_0248,7,0.0,14.0,20.794415,7d
user_001385,大样本近期高频_0560,4,0.0,8.0,12.875503,7d
user_001387,大样本近期高频_0429,8,0.084337,16.0,21.972246,7d
user_001388,大样本近期高频_0080,4,0.0,8.0,12.875503,7d
user_001389,大样本近期高频_0660,4,0.0,8.0,12.875503,7d
user_001390,大样本近期高频_0689,8,0.084337,16.0,21.972246,7d
user_001392,大样本近期高频_0253,7,0.084337,14.0,20.794415,7d
user_001395,大样本近期高频_0519,8,0.084337,16.0,21.972246,7d
user_001398,大样本近期高频_0142,6,0.0,12.0,19.459101,7d
user_001399,大样本近期高频_0576,5,0.0,10.0,17.917595,7d
user_001402,大样本近期高频_0131,5,0.084337,10.0,17.917595,7d
user_001403,大样本近期高频_0035,4,0.084337,8.0,12.875503,7d
user_001405,大样本近期高频_0211,5,0.084337,10.0,17.917595,7d
user_001406,大样本近期高频_0698,7,0.0,14.0,20.794415,7d
user_001411,大样本近期高频_0478,7,0.0,14.0,20.794415,7d
user_001414,大样本近期高频_0588,7,0.0,14.0,20.794415,7d
user_001418,大样本近期高频_0780,4,0.0,8.0,12.875503,7d
user_001421,大样本近期高频_0551,5,0.084337,10.0,17.917595,7d
user_001427,大样本近期高频_0681,5,0.084337,10.0,17.917595,7d
user_001431,大样本近期高频_0548,7,0.0,14.0,20.794415,7d
user_001433,大样本近期高频_0175,4,0.084337,8.0,12.875503,7d
user_001435,大样本近期高频_0381,5,0.084337,10.0,17.917595,7d
user_001436,大样本近期高频_0372,6,0.0,12.0,19.459101,7d
user_001438,大样本近期高频_0122,6,0.0,12.0,19.459101,7d
user_001442,大样本近期高频_0639,8,0.084337,16.0,21.972246,7d
user_001445,大样本近期高频_0337,6,0.084337,12.0,19.459101,7d
user_001450,大样本近期高频_0152,6,0.0,12.0,19.459101,7d
user_001451,大样本近期高频_0300,4,0.0,8.0,12.875503,7d
user_001455,大样本近期高频_0484,8,0.0,16.0,21.972246,7d
user_001456,大样本近期高频_0462,6,0.0,12.0,19.459101,7d
user_001458,大样本近期高频_0792,6,0.0,12.0,19.459101,7d
user_001460,大样本近期高频_0150,4,0.0,8.0,12.875503,7d
user_001462,大样本近期高频_0303,7,0.084337,14.0,20.794415,7d
user_001464,大样本近期高频_0271,5,0.084337,10.0,17.917595,7d
user_001465,大样本近期高频_0797,6,0.084337,12.0,19.459101,7d
user_001467,大样本近期高频_0520,4,0.0,8.0,12.875503,7d
user_001473,大样本近期高频_0773,7,0.084337,14.0,20.794415,7d
user_001475,大样本近期高频_0657,6,0.084337,12.0,19.459101,7d
user_001478,大样本近期高频_0020,4,0.0,8.0,12.875503,7d
user_001479,大样本近期高频_0230,4,0.0,8.0,12.875503,7d
user_001480,大样本近期高频_0439,8,0.084337,16.0,21.972246,7d
user_001484,大样本近期高频_0470,4,0.0,8.0,12.875503,7d
user_001485,大样本近期高频_0687,6,0.084337,12.0,19.459101,7d
user_001486,大样本近期高频_0266,5,0.0,10.0,17.917595,7d
user_001493,大样本近期高频_0464,8,0.0,16.0,21.972246,7d
user_001495,大样本近期高频_0287,6,0.084337,12.0,19.459101,7d
user_001496,大样本近期高频_0331,5,0.084337,10.0,17.917595,7d
user_001499,大样本近期高频_0088,7,0.0,14.0,20.794415,7d
user_001503,大样本近期高频_0164,8,0.0,16.0,21.972246,7d
user_001504,大样本近期高频_0743,7,0.084337,14.0,20.794415,7d
user_001506,大样本近期高频_0737,6,0.084337,12.0,19.459101,7d
user_001507,大样本近期高频_0239,8,0.084337,16.0,21.972246,7d
user_001510,大样本近期高频_0390,4,0.0,8.0,12.875503,7d
user_001511,大样本近期高频_0256,5,0.0,10.0,17.917595,7d
user_001512,大样本近期高频_0050,4,0.0,8.0,12.875503,7d
user_001516,大样本近期高频_0705,4,0.084337,8.0,12.875503,7d
user_001520,大样本近期高频_0165,4,0.084337,8.0,12.875503,7d
user_001522,大样本近期高频_0460,4,0.0,8.0,12.875503,7d
user_001523,大样本近期高频_0092,6,0.0,12.0,19.459101,7d
user_001524,大样本近期高频_0509,8,0.084337,16.0,21.972246,7d
user_001535,大样本近期高频_0658,7,0.0,14.0,20.794415,7d
user_001536,大样本近期高频_0735,4,0.084337,8.0,12.875503,7d
user_001537,大样本近期高频_0335,4,0.084337,8.0,12.875503,7d
user_001541,大样本近期高频_0393,7,0.084337,14.0,20.794415,7d
user_001547,大样本近期高频_0784,8,0.0,16.0,21.972246,7d
user_001548,大样本近期高频_0608,7,0.0,14.0,20.794415,7d
user_001549,大样本近期高频_0068,7,0.0,14.0,20.794415,7d
user_001550,大样本近期高频_0633,7,0.084337,14.0,20.794415,7d
user_001553,大样本近期高频_0159,8,0.084337,16.0,21.972246,7d
user_001555,大样本近期高频_0515,4,0.084337,8.0,12.875503,7d
user_001559,大样本近期高频_0492,6,0.0,12.0,19.459101,7d
user_001561,大样本近期高频_0009,8,0.084337,16.0,21.972246,7d
user_001562,大样本近期高频_0693,7,0.084337,14.0,20.794415,7d
user_001563,大样本近期高频_0198,7,0.0,14.0,20.794415,7d
user_001567,大样本近期高频_0188,7,0.0,14.0,20.794415,7d
user_001568,大样本近期高频_0398,7,0.0,14.0,20.794415,7d
user_001570,大样本近期高频_0505,4,0.084337,8.0,12.875503,7d
user_001571,大样本近期高频_0587,6,0.084337,12.0,19.459101,7d
user_001572,大样本近期高频_0018,7,0.0,14.0,20.794415,7d
user_001573,大样本近期高频_0227,6,0.084337,12.0,19.459101,7d
user_001574,大样本近期高频_0444,8,0.0,16.0,21.972246,7d
user_001577,大样本近期高频_0438,7,0.0,14.0,20.794415,7d
user_001578,大样本近期高频_0039,8,0.084337,16.0,21.972246,7d
user_001579,大样本近期高频_0435,4,0.084337,8.0,12.875503,7d
user_001580,大样本近期高频_0285,4,0.084337,8.0,12.875503,7d
user_001584,大样本近期高频_0024,8,0.0,16.0,21.972246,7d
user_001594,大样本近期高频_0048,7,0.0,14.0,20.794415,7d
user_001599,大样本近期高频_0446,5,0.0,10.0,17.917595,7d
user_001603,大样本近期高频_0206,5,0.0,10.0,17.917595,7d
user_001604,大样本近期高频_0330,4,0.0,8.0,12.875503,7d
user_001607,大样本近期高频_0077,6,0.084337,12.0,19.459101,7d
user_001608,大样本近期高频_0043,7,0.084337,14.0,20.794415,7d
user_001612,大样本近期高频_0056,5,0.0,10.0,17.917595,7d
user_001614,大样本近期高频_0518,7,0.0,14.0,20.794415,7d
user_001615,大样本近期高频_0324,8,0.0,16.0,21.972246,7d
user_001616,大样本近期高频_0051,5,0.084337,10.0,17.917595,7d
user_001619,大样本近期高频_0013,7,0.084337,14.0,20.794415,7d
user_001623,大样本近期高频_0263,7,0.084337,14.0,20.794415,7d
user_001627,大样本近期高频_0217,6,0.084337,12.0,19.459101,7d
user_001634,大样本近期高频_0502,6,0.0,12.0,19.459101,7d
user_001638,大样本近期高频_0738,7,0.0,14.0,20.794415,7d
user_001639,大样本近期高频_0672,6,0.0,12.0,19.459101,7d
user_001640,大样本近期高频_0112,6,0.0,12.0,19.459101,7d
user_001644,大样本近期高频_0284,8,0.0,16.0,21.972246,7d
user_001647,大样本近期高频_0536,5,0.0,10.0,17.917595,7d
user_001648,大样本近期高频_0072,6,0.0,12.0,19.459101,7d
user_001650,大样本近期高频_0427,6,0.084337,12.0,19.459101,7d
user_001653,大样本近期高频_0032,6,0.0,12.0,19.459101,7d
user_001654,大样本近期高频_0012,6,0.0,12.0,19.459101,7d
user_001656,大样本近期高频_0615,4,0.084337,8.0,12.875503,7d
user_001659,大样本近期高频_0232,6,0.0,12.0,19.459101,7d
user_001660,大样本近期高频_0002,6,0.0,12.0,19.459101,7d
user_001661,大样本近期高频_0554,8,0.0,16.0,21.972246,7d
user_001663,大样本近期高频_0538,7,0.0,14.0,20.794415,7d
user_001665,大样本近期高频_0688,7,0.0,14.0,20.794415,7d
user_001666,大样本近期高频_0257,6,0.084337,12.0,19.459101,7d
user_001668,大样本近期高频_0315,4,0.084337,8.0,12.875503,7d
user_001669,大样本近期高频_0746,5,0.0,10.0,17.917595,7d
user_001670,大样本近期高频_0063,7,0.084337,14.0,20.794415,7d
user_001671,大样本近期高频_0213,7,0.084337,14.0,20.794415,7d
user_001677,大样本近期高频_0585,4,0.084337,8.0,12.875503,7d
user_001679,大样本近期高频_0418,7,0.0,14.0,20.794415,7d
user_001681,大样本近期高频_0103,7,0.084337,14.0,20.794415,7d
user_001684,大样本近期高频_0143,7,0.084337,14.0,20.794415,7d
user_001685,大样本近期高频_0508,7,0.0,14.0,20.794415,7d
user_001689,大样本近期高频_0791,5,0.084337,10.0,17.917595,7d
user_001696,大样本近期高频_0455,4,0.084337,8.0,12.875503,7d
user_001697,大样本近期高频_0349,8,0.084337,16.0,21.972246,7d
user_001703,大样本近期高频_0040,4,0.0,8.0,12.875503,7d
user_001706,大样本近期高频_0546,5,0.0,10.0,17.917595,7d
user_001708,大样本近期高频_0085,4,0.084337,8.0,12.875503,7d
user_001711,大样本近期高频_0624,8,0.0,16.0,21.972246,7d
user_001715,大样本近期高频_0251,5,0.084337,10.0,17.917595,7d
user_001716,大样本近期高频_0386,5,0.0,10.0,17.917595,7d
user_001719,大样本近期高频_0601,5,0.084337,10.0,17.917595,7d
user_001720,大样本近期高频_0327,6,0.084337,12.0,19.459101,7d
user_001724,大样本近期高频_0333,7,0.084337,14.0,20.794415,7d
user_001729,大样本近期高频_0010,4,0.0,8.0,12.875503,7d
user_001731,大样本近期高频_0108,7,0.0,14.0,20.794415,7d
user_001732,大样本近期高频_0756,5,0.0,10.0,17.917595,7d
user_001736,大样本近期高频_0402,6,0.0,12.0,19.459101,7d
user_001738,大样本近期高频_0229,8,0.084337,16.0,21.972246,7d
user_001739,大样本近期高频_0678,7,0.0,14.0,20.794415,7d
user_001740,大样本近期高频_0594,8,0.0,16.0,21.972246,7d
user_001742,大样本近期高频_0264,8,0.0,16.0,21.972246,7d
user_001748,大样本近期高频_0149,8,0.084337,16.0,21.972246,7d
user_001749,大样本近期高频_0400,4,0.0,8.0,12.875503,7d
user_001750,大样本近期高频_0114,8,0.0,16.0,21.972246,7d
user_001752,大样本近期高频_0079,8,0.084337,16.0,21.972246,7d
user_001754,大样本近期高频_0155,4,0.084337,8.0,12.875503,7d
user_001758,大样本近期高频_0647,6,0.084337,12.0,19.459101,7d
user_001759,大样本近期高频_0656,5,0.0,10.0,17.917595,7d
user_001762,大样本近期高频_0194,8,0.0,16.0,21.972246,7d
user_001763,大样本近期高频_0759,8,0.084337,16.0,21.972246,7d
user_001765,大样本近期高频_0655,4,0.084337,8.0,12.875503,7d
user_001767,大样本近期高频_0558,7,0.0,14.0,20.794415,7d
user_001770,大样本近期高频_0616,5,0.0,10.0,17.917595,7d
user_001771,大样本近期高频_0628,7,0.0,14.0,20.794415,7d
user_001776,大样本近期高频_0373,7,0.084337,14.0,20.794415,7d
user_001778,大样本近期高频_0635,4,0.084337,8.0,12.875503,7d
user_001781,大样本近期高频_0123,7,0.084337,14.0,20.794415,7d
user_001782,大样本近期高频_0075,4,0.084337,8.0,12.875503,7d
user_001784,大样本近期高频_0469,8,0.084337,16.0,21.972246,7d
user_001785,大样本近期高频_0067,6,0.084337,12.0,19.459101,7d
user_001786,大样本近期高频_0741,5,0.084337,10.0,17.917595,7d
user_001790,大样本近期高频_0125,4,0.084337,8.0,12.875503,7d
user_001793,大样本近期高频_0685,4,0.084337,8.0,12.875503,7d
user_001795,大样本近期高频_0037,6,0.084337,12.0,19.459101,7d
user_001799,大样本近期高频_0665,4,0.084337,8.0,12.875503,7d
user_001801,大样本近期高频_0676,5,0.0,10.0,17.917595,7d
user_001805,大样本近期高频_0499,8,0.084337,16.0,21.972246,7d
user_001808,大样本近期高频_0265,4,0.084337,8.0,12.875503,7d
user_001809,大样本近期高频_0148,7,0.0,14.0,20.794415,7d
user_001814,大样本近期高频_0611,5,0.084337,10.0,17.917595,7d
user_001815,大样本近期高频_0631,5,0.084337,10.0,17.917595,7d
user_001816,大样本近期高频_0204,8,0.0,16.0,21.972246,7d
user_001819,大样本近期高频_0699,8,0.084337,16.0,21.972246,7d
user_001820,大样本近期高频_0559,8,0.084337,16.0,21.972246,7d
user_001821,大样本近期高频_0094,8,0.0,16.0,21.972246,7d
user_001822,大样本近期高频_0621,5,0.084337,10.0,17.917595,7d
user_001823,大样本近期高频_0163,7,0.084337,14.0,20.794415,7d
user_001827,大样本近期高频_0683,7,0.084337,14.0,20.794415,7d
user_001838,大样本近期高频_0019,8,0.084337,16.0,21.972246,7d
user_001840,大样本近期高频_0177,6,0.084337,12.0,19.459101,7d
user_001842,大样本近期高频_0474,8,0.0,16.0,21.972246,7d
user_001844,大样本近期高频_0535,4,0.084337,8.0,12.875503,7d
user_001846,大样本近期高频_0416,5,0.0,10.0,17.917595,7d
user_001850,大样本近期高频_0541,5,0.084337,10.0,17.917595,7d
user_001851,大样本近期高频_0692,6,0.0,12.0,19.459101,7d
user_001852,大样本近期高频_0357,6,0.084337,12.0,19.459101,7d
user_001857,大样本近期高频_0638,7,0.0,14.0,20.794415,7d
user_001860,大样本近期高频_0099,8,0.084337,16.0,21.972246,7d
user_001862,大样本近期高频_0028,7,0.0,14.0,20.794415,7d
user_001863,大样本近期高频_0441,5,0.084337,10.0,17.917595,7d
user_001864,大样本近期高频_0216,5,0.0,10.0,17.917595,7d
user_001865,大样本近期高频_0133,7,0.084337,14.0,20.794415,7d
user_001872,大样本近期高频_0127,6,0.084337,12.0,19.459101,7d
user_001874,大样本近期高频_0507,6,0.084337,12.0,19.459101,7d
user_001880,大样本近期高频_0344,8,0.0,16.0,21.972246,7d
user_001883,大样本近期高频_0310,4,0.0,8.0,12.875503,7d
user_001884,大样本近期高频_0720,4,0.0,8.0,12.875503,7d
user_001885,大样本近期高频_0432,6,0.0,12.0,19.459101,7d
user_001888,大样本近期高频_0632,6,0.0,12.0,19.459101,7d
user_001889,大样本近期高频_0268,7,0.0,14.0,20.794415,7d
user_001890,大样本近期高频_0116,5,0.0,10.0,17.917595,7d
user_001891,大样本近期高频_0273,7,0.084337,14.0,20.794415,7d
user_001898,大样本近期高频_0109,8,0.084337,16.0,21.972246,7d
user_001902,大样本近期高频_0522,6,0.0,12.0,19.459101,7d
user_001905,大样本近期高频_0574,8,0.0,16.0,21.972246,7d
user_001907,大样本近期高频_0135,4,0.084337,8.0,12.875503,7d
user_001908,大样本近期高频_0219,8,0.084337,16.0,21.972246,7d
user_001910,大样本近期高频_0651,5,0.084337,10.0,17.917595,7d
user_001911,大样本近期高频_0034,8,0.0,16.0,21.972246,7d
user_001912,大样本近期高频_0355,4,0.084337,8.0,12.875503,7d
user_001913,大样本近期高频_0762,6,0.0,12.0,19.459101,7d
user_001918,大样本近期高频_0202,6,0.0,12.0,19.459101,7d
user_001922,大样本近期高频_0599,8,0.084337,16.0,21.972246,7d
user_001925,大样本近期高频_0723,7,0.084337,14.0,20.794415,7d
user_001926,大样本近期高频_0790,4,0.0,8.0,12.875503,7d
user_001928,大样本近期高频_0650,4,0.0,8.0,12.875503,7d
user_001929,大样本近期高频_0410,4,0.0,8.0,12.875503,7d
user_001930,大样本近期高频_0497,6,0.084337,12.0,19.459101,7d
user_001933,大样本近期高频_0308,7,0.0,14.0,20.794415,7d
user_001934,大样本近期高频_0200,4,0.0,8.0,12.875503,7d
user_001937,大样本近期高频_0456,5,0.0,10.0,17.917595,7d
user_001939,大样本近期高频_0649,8,0.084337,16.0,21.972246,7d
user_001940,大样本近期高频_0130,4,0.0,8.0,12.875503,7d
user_001947,大样本近期高频_0346,5,0.0,10.0,17.917595,7d
user_001948,大样本近期高频_0471,5,0.084337,10.0,17.917595,7d
user_001949,大样本近期高频_0561,5,0.084337,10.0,17.917595,7d
user_001953,大样本近期高频_0038,7,0.0,14.0,20.794415,7d
user_001964,大样本近期高频_0729,8,0.084337,16.0,21.972246,7d
user_001965,大样本近期高频_0362,6,0.0,12.0,19.459101,7d
user_001967,大样本近期高频_0447,6,0.084337,12.0,19.459101,7d
user_001968,大样本近期高频_0134,8,0.0,16.0,21.972246,7d
user_001970,大样本近期高频_0754,8,0.0,16.0,21.972246,7d
user_001972,大样本近期高频_0292,6,0.0,12.0,19.459101,7d
user_001973,大样本近期高频_0222,6,0.0,12.0,19.459101,7d
user_001976,大样本近期高频_0233,7,0.084337,14.0,20.794415,7d
user_001981,大样本近期高频_0472,6,0.0,12.0,19.459101,7d
