user_id,action_name,time_period,period_event_count,total_event_count,period_share,active_days,first_time,last_time,time_period_score,rank
user_000206,大样本固定时段_evening_0539,evening,7,10,0.7,7,2025-10-07 18:43:00,2026-06-16 18:15:00,1.455609,3
user_000207,大样本周期_monthly_0930,afternoon,8,8,1.0,8,2025-11-01 12:05:00,2026-06-01 12:12:00,2.197225,1
user_000207,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,2
user_000207,大样本固定时段_afternoon_0730,afternoon,7,10,0.7,7,2025-10-11 12:45:00,2026-06-20 12:05:00,1.455609,3
user_000208,大样本周期_monthly_0506,afternoon,8,8,1.0,8,2025-11-28 12:05:00,2026-06-28 12:12:00,2.197225,1
user_000208,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000208,大样本固定时段_afternoon_0306,afternoon,4,5,0.8,3,2026-05-02 12:30:00,2026-06-19 12:30:00,1.28755,3
user_000208,查看基金净值,afternoon,5,7,0.714286,5,2025-10-03 13:34:00,2026-06-28 14:00:00,1.279828,4
user_000208,查看理财产品,evening,5,7,0.714286,5,2025-11-07 18:23:00,2026-06-02 20:10:00,1.279828,5
user_000209,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000209,大样本固定时段_evening_0895,evening,8,10,0.8,8,2025-08-04 21:40:00,2026-06-20 18:42:00,1.75778,2
user_000210,大样本周期_interval_0319,evening,8,8,1.0,8,2026-03-02 18:05:00,2026-06-29 18:12:00,2.197225,1
user_000210,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000210,大样本固定时段_evening_0119,evening,5,6,0.833333,5,2026-02-05 21:44:00,2026-06-16 18:20:00,1.493133,3
user_000210,查看黄金行情,early_morning,4,5,0.8,4,2026-01-15 04:45:00,2026-06-26 04:47:00,1.28755,4
user_000211,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,1
user_000211,大样本非周期_short_burst_0151,morning,5,5,1.0,5,2026-06-05 10:32:00,2026-06-09 10:38:00,1.791759,2
user_000212,大样本非周期_random_intervals_0682,morning,5,5,1.0,5,2026-04-06 10:46:00,2026-06-27 10:45:00,1.791759,1
user_000212,查看黄金行情,early_morning,4,5,0.8,4,2025-07-05 05:51:00,2026-06-25 05:42:00,1.28755,2
user_000213,大样本周期_interval_0283,evening,8,8,1.0,8,2026-03-30 18:05:00,2026-06-29 18:12:00,2.197225,1
user_000213,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000213,结构性存款,afternoon,4,5,0.8,4,2025-10-13 12:52:00,2026-06-22 14:33:00,1.28755,3
user_000213,大样本固定时段_evening_0083,evening,4,5,0.8,3,2026-04-30 18:16:00,2026-06-17 18:33:00,1.28755,4
user_000213,查看理财产品,afternoon,5,7,0.714286,5,2025-09-02 17:14:00,2026-06-19 17:16:00,1.279828,5
user_000214,大样本周期_daily_0084,early_morning,8,8,1.0,8,2026-06-22 05:05:00,2026-06-30 05:12:00,2.197225,1
user_000214,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000214,大样本链路_0684_步骤2,morning,4,4,1.0,4,2026-04-06 08:30:00,2026-06-23 08:30:00,1.609438,3
user_000214,大样本链路_0684_步骤1,morning,4,4,1.0,4,2026-04-06 08:00:00,2026-06-23 08:00:00,1.609438,4
user_000214,大样本链路_0084_步骤2,morning,4,4,1.0,4,2026-04-01 08:30:00,2026-06-18 08:30:00,1.609438,5
user_000215,大样本周期_daily_0076,early_morning,8,8,1.0,8,2026-06-22 05:05:00,2026-06-30 05:12:00,2.197225,1
user_000215,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000215,大样本链路_0676_步骤2,morning,4,4,1.0,4,2026-04-03 08:30:00,2026-06-20 08:30:00,1.609438,3
user_000215,大样本链路_0676_步骤1,morning,4,4,1.0,4,2026-04-03 08:00:00,2026-06-20 08:00:00,1.609438,4
user_000215,大样本链路_0076_步骤2,morning,4,4,1.0,4,2026-03-29 08:30:00,2026-06-15 08:30:00,1.609438,5
user_000216,大样本周期_monthly_0678,afternoon,7,7,1.0,7,2025-11-15 12:05:00,2026-06-15 12:11:00,2.079442,1
user_000216,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000216,大样本固定时段_afternoon_0478,afternoon,8,10,0.8,8,2025-08-01 15:26:00,2026-06-17 12:31:00,1.75778,3
user_000216,查交易明细,afternoon,4,5,0.8,4,2026-05-28 17:43:00,2026-06-17 12:09:00,1.28755,4
user_000217,大样本周期_daily_0416,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000217,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000217,大样本链路_1016_步骤2,morning,4,4,1.0,4,2026-04-04 08:30:00,2026-06-21 08:30:00,1.609438,3
user_000217,大样本链路_1016_步骤1,morning,4,4,1.0,4,2026-04-04 08:00:00,2026-06-21 08:00:00,1.609438,4
user_000217,大样本链路_0416_步骤2,morning,4,4,1.0,4,2026-03-30 08:30:00,2026-06-16 08:30:00,1.609438,5
user_000218,大样本周期_interval_0759,evening,7,7,1.0,7,2026-04-14 18:05:00,2026-06-19 18:11:00,2.079442,1
user_000218,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000218,大样本固定时段_evening_0559,evening,8,10,0.8,8,2025-07-31 21:01:00,2026-06-16 18:16:00,1.75778,3
user_000218,查看基金净值,morning,5,7,0.714286,5,2026-03-14 09:44:00,2026-06-26 08:30:00,1.279828,4
user_000219,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,1
user_000219,快捷支付,morning,4,5,0.8,4,2026-05-11 10:51:00,2026-06-28 07:38:00,1.28755,2
user_000219,大样本固定时段_morning_0897,morning,4,5,0.8,3,2026-05-01 06:17:00,2026-06-18 06:44:00,1.28755,3
user_000220,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,1
user_000220,大样本固定时段_afternoon_0942,afternoon,8,10,0.8,8,2025-08-02 15:53:00,2026-06-18 12:24:00,1.75778,2
user_000221,大样本负链路_0541_A,afternoon,5,5,1.0,5,2026-04-29 12:00:00,2026-06-19 12:00:00,1.791759,1
user_000221,大样本非周期_short_burst_0541,morning,5,5,1.0,5,2026-06-05 10:01:00,2026-06-09 10:10:00,1.791759,2
user_000222,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,1
user_000222,大样本负链路_0089_A,afternoon,5,5,1.0,5,2026-04-22 12:00:00,2026-06-12 12:00:00,1.791759,2
user_000222,大样本非周期_stale_periodic_0089,morning,5,5,1.0,5,2026-01-31 10:59:00,2026-02-28 10:19:00,1.791759,3
user_000222,查看基金净值,morning,4,4,1.0,4,2026-02-04 07:41:00,2026-06-30 06:33:00,1.609438,4
user_000223,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000223,大样本固定时段_afternoon_0810,afternoon,7,10,0.7,7,2025-10-11 12:50:00,2026-06-20 12:35:00,1.455609,2
user_000224,大样本周期_interval_0075,evening,7,7,1.0,7,2026-03-31 18:05:00,2026-06-17 18:11:00,2.079442,1
user_000224,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,2
user_000225,大样本周期_daily_0088,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000225,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000225,大样本链路_0088_步骤2,morning,4,4,1.0,4,2026-04-08 08:30:00,2026-06-25 08:30:00,1.609438,3
user_000225,大样本链路_0088_步骤1,morning,4,4,1.0,4,2026-04-08 08:00:00,2026-06-25 08:00:00,1.609438,4
user_000225,大样本链路_0688_步骤2,morning,4,4,1.0,4,2026-04-02 08:30:00,2026-06-19 08:30:00,1.609438,5
user_000226,大样本周期_daily_0612,early_morning,8,8,1.0,8,2026-06-22 05:05:00,2026-06-30 05:12:00,2.197225,1
user_000226,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000226,大样本固定时段_early_morning_0412,early_morning,8,10,0.8,8,2025-08-02 01:26:00,2026-06-18 00:42:00,1.75778,3
user_000226,查看黄金行情,early_morning,5,6,0.833333,5,2025-08-12 03:41:00,2026-06-14 00:23:00,1.493133,4
user_000226,查交易明细,afternoon,4,5,0.8,4,2026-01-29 17:50:00,2026-06-23 17:47:00,1.28755,5
user_000227,大样本周期_monthly_0134,afternoon,7,7,1.0,7,2025-11-15 12:05:00,2026-06-15 12:11:00,2.079442,1
user_000227,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000228,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,1
user_000228,大样本固定时段_afternoon_0978,afternoon,4,5,0.8,3,2026-04-30 12:03:00,2026-06-17 12:22:00,1.28755,2
user_000228,查看基金净值,morning,5,7,0.714286,5,2026-04-14 07:13:00,2026-06-25 07:30:00,1.279828,3
user_000229,大样本周期_monthly_0106,afternoon,8,8,1.0,8,2025-11-28 12:05:00,2026-06-28 12:12:00,2.197225,1
user_000229,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000229,查银行卡,afternoon,4,5,0.8,4,2025-08-02 14:11:00,2026-06-25 12:37:00,1.28755,3
user_000230,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,1
user_000230,大样本非周期_stale_periodic_0394,morning,5,5,1.0,5,2026-01-31 10:27:00,2026-02-28 10:35:00,1.791759,2
user_000231,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,1
user_000231,大样本固定时段_morning_0829,morning,8,10,0.8,8,2025-07-31 09:19:00,2026-06-16 06:39:00,1.75778,2
user_000232,大样本周期_interval_0375,evening,7,7,1.0,7,2026-04-14 18:05:00,2026-06-19 18:11:00,2.079442,1
user_000232,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,2
user_000232,大样本固定时段_evening_0175,evening,8,10,0.8,8,2025-08-04 21:59:00,2026-06-20 18:52:00,1.75778,3
user_000233,大样本非周期_random_intervals_0232,morning,5,5,1.0,5,2026-04-06 10:59:00,2026-06-27 10:51:00,1.791759,1
user_000233,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000233,买黄金,afternoon,5,7,0.714286,5,2025-09-03 15:11:00,2026-06-14 13:25:00,1.279828,3
user_000234,大样本周期_weekly_0937,morning,8,8,1.0,8,2026-05-10 06:05:00,2026-06-28 06:12:00,2.197225,1
user_000234,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000234,大样本固定时段_morning_0737,morning,4,5,0.8,3,2026-05-01 06:50:00,2026-06-18 06:26:00,1.28755,3
user_000235,大样本周期_daily_0712,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000235,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000235,大样本固定时段_early_morning_0512,early_morning,4,5,0.8,3,2026-05-01 00:49:00,2026-06-18 00:51:00,1.28755,3
user_000236,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,1
user_000236,大样本非周期_stale_periodic_0019,morning,5,5,1.0,5,2026-01-31 10:52:00,2026-02-28 10:52:00,1.791759,2
user_000237,大样本周期_daily_0256,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000237,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000237,大样本链路_0256_步骤2,morning,4,4,1.0,4,2026-04-05 08:30:00,2026-06-22 08:30:00,1.609438,3
user_000237,大样本链路_0256_步骤1,morning,4,4,1.0,4,2026-04-05 08:00:00,2026-06-22 08:00:00,1.609438,4
user_000237,大样本链路_0856_步骤2,morning,4,4,1.0,4,2026-03-30 08:30:00,2026-06-16 08:30:00,1.609438,5
user_000238,大样本周期_monthly_0706,afternoon,8,8,1.0,8,2025-11-01 12:05:00,2026-06-01 12:12:00,2.197225,1
user_000238,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000238,大样本固定时段_afternoon_0506,afternoon,7,10,0.7,7,2025-10-10 12:02:00,2026-06-19 12:18:00,1.455609,3
user_000240,大样本周期_daily_0096,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000240,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000240,大样本链路_0696_步骤2,morning,4,4,1.0,4,2026-04-05 08:30:00,2026-06-22 08:30:00,1.609438,3
user_000240,大样本链路_0696_步骤1,morning,4,4,1.0,4,2026-04-05 08:00:00,2026-06-22 08:00:00,1.609438,4
user_000240,大样本链路_0096_步骤2,morning,4,4,1.0,4,2026-03-31 08:30:00,2026-06-17 08:30:00,1.609438,5
user_000241,大样本非周期_random_intervals_0247,morning,5,5,1.0,5,2026-04-06 10:39:00,2026-06-27 10:48:00,1.791759,1
user_000241,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000241,查交易结果,evening,5,7,0.714286,5,2025-09-25 18:22:00,2026-06-25 20:31:00,1.279828,3
user_000242,大样本负链路_0513_A,afternoon,5,5,1.0,5,2026-04-30 12:00:00,2026-06-20 12:00:00,1.791759,1
user_000243,大样本非周期_random_intervals_0237,morning,5,5,1.0,5,2026-04-06 10:17:00,2026-06-27 10:02:00,1.791759,1
user_000243,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000243,大样本负链路_0237_A,afternoon,5,5,1.0,5,2026-04-27 12:00:00,2026-06-17 12:00:00,1.791759,3
user_000244,大样本非周期_random_intervals_0792,morning,5,5,1.0,5,2026-04-06 10:26:00,2026-06-27 10:43:00,1.791759,1
user_000245,大样本周期_weekly_0573,morning,7,7,1.0,7,2026-05-10 06:05:00,2026-06-28 06:11:00,2.079442,1
user_000245,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000245,大样本固定时段_morning_0373,morning,5,6,0.833333,5,2026-02-06 09:25:00,2026-06-17 06:45:00,1.493133,3
user_000246,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,1
user_000246,大样本负链路_0341_A,afternoon,5,5,1.0,5,2026-04-22 12:00:00,2026-06-12 12:00:00,1.791759,2
user_000246,大样本非周期_short_burst_0341,morning,5,5,1.0,5,2026-06-05 10:06:00,2026-06-09 10:20:00,1.791759,3
user_000247,大样本非周期_short_burst_0486,morning,5,5,1.0,5,2026-06-05 10:05:00,2026-06-09 10:46:00,1.791759,1
user_000248,大样本周期_daily_0012,early_morning,8,8,1.0,8,2026-06-22 05:05:00,2026-06-30 05:12:00,2.197225,1
user_000248,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000248,大样本链路_0012_步骤2,morning,4,4,1.0,4,2026-04-07 08:30:00,2026-06-24 08:30:00,1.609438,3
user_000248,大样本链路_0012_步骤1,morning,4,4,1.0,4,2026-04-07 08:00:00,2026-06-24 08:00:00,1.609438,4
user_000248,大样本链路_0612_步骤2,morning,4,4,1.0,4,2026-04-01 08:30:00,2026-06-18 08:30:00,1.609438,5
user_000249,大样本周期_weekly_0457,morning,8,8,1.0,8,2026-05-06 06:05:00,2026-06-24 06:12:00,2.197225,1
user_000249,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000249,预约网点取号,evening,5,6,0.833333,5,2025-08-09 20:47:00,2026-06-19 22:21:00,1.493133,3
user_000249,大样本固定时段_morning_0257,morning,4,5,0.8,3,2026-05-01 06:16:00,2026-06-18 06:22:00,1.28755,4
user_000250,大样本周期_weekly_0789,morning,7,7,1.0,7,2026-05-09 06:05:00,2026-06-27 06:11:00,2.079442,1
user_000250,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000250,大样本固定时段_morning_0589,morning,8,10,0.8,8,2025-07-31 09:39:00,2026-06-16 06:02:00,1.75778,3
user_000250,跨行转入,evening,5,7,0.714286,5,2026-02-11 22:38:00,2026-06-28 20:30:00,1.279828,4
user_000251,大样本负链路_0489_A,afternoon,5,5,1.0,5,2026-04-27 12:00:00,2026-06-17 12:00:00,1.791759,1
user_000251,大样本非周期_stale_periodic_0489,morning,5,5,1.0,5,2026-01-31 10:11:00,2026-02-28 10:46:00,1.791759,2
user_000252,大样本周期_interval_0539,evening,8,8,1.0,8,2026-03-29 18:05:00,2026-06-28 18:12:00,2.197225,1
user_000252,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000252,大样本固定时段_evening_0339,evening,4,5,0.8,3,2026-04-29 18:55:00,2026-06-16 18:50:00,1.28755,3
user_000252,收款码,early_morning,5,7,0.714286,5,2025-07-02 02:06:00,2025-11-07 05:32:00,1.279828,4
user_000253,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000254,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000254,大样本固定时段_early_morning_0820,early_morning,5,6,0.833333,5,2026-02-09 01:02:00,2026-06-20 00:01:00,1.493133,2
user_000255,大样本非周期_random_intervals_0472,morning,5,5,1.0,5,2026-04-06 10:32:00,2026-06-27 10:06:00,1.791759,1
user_000255,查银行卡,afternoon,4,5,0.8,4,2025-08-13 13:20:00,2026-06-27 16:37:00,1.28755,2
user_000256,大样本非周期_random_intervals_0362,morning,5,5,1.0,5,2026-04-06 10:00:00,2026-06-27 10:47:00,1.791759,1
user_000256,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000257,大样本周期_weekly_0637,morning,7,7,1.0,7,2026-05-11 06:05:00,2026-06-29 06:11:00,2.079442,1
user_000257,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000257,大样本固定时段_morning_0437,morning,5,6,0.833333,5,2026-02-07 09:02:00,2026-06-18 06:24:00,1.493133,3
user_000258,大样本周期_daily_0328,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000258,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000258,大样本链路_0928_步骤2,morning,4,4,1.0,4,2026-04-04 08:30:00,2026-06-21 08:30:00,1.609438,3
user_000258,大样本链路_0928_步骤1,morning,4,4,1.0,4,2026-04-04 08:00:00,2026-06-21 08:00:00,1.609438,4
user_000258,大样本链路_0328_步骤2,morning,4,4,1.0,4,2026-03-30 08:30:00,2026-06-16 08:30:00,1.609438,5
user_000259,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000259,大样本固定时段_morning_0825,morning,7,10,0.7,7,2025-10-11 06:36:00,2026-06-20 06:35:00,1.455609,2
user_000259,添加银行卡,early_morning,5,7,0.714286,5,2025-11-16 03:31:00,2026-06-28 05:07:00,1.279828,3
user_000260,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,1
user_000260,查看黄金行情,morning,5,6,0.833333,5,2026-04-20 08:46:00,2026-06-30 09:08:00,1.493133,2
user_000260,大样本固定时段_morning_0809,morning,7,10,0.7,7,2025-10-07 06:11:00,2026-06-16 06:41:00,1.455609,3
user_000260,查还款结果,morning,4,5,0.8,4,2025-09-14 11:21:00,2026-06-26 06:34:00,1.28755,4
user_000260,快捷支付,morning,5,7,0.714286,5,2025-12-25 09:11:00,2026-06-28 07:51:00,1.279828,5
user_000261,大样本非周期_short_burst_0491,morning,5,5,1.0,5,2026-06-05 10:02:00,2026-06-09 10:54:00,1.791759,1
user_000261,查看基金净值,early_morning,4,5,0.8,4,2025-09-25 05:00:00,2026-06-30 01:09:00,1.28755,2
user_000262,大样本周期_monthly_0894,afternoon,6,6,1.0,6,2025-11-30 12:05:00,2026-05-30 12:10:00,1.94591,1
user_000262,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000262,大样本固定时段_afternoon_0694,afternoon,5,6,0.833333,5,2026-02-05 15:00:00,2026-06-16 12:10:00,1.493133,3
user_000263,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000263,大样本负链路_0185_A,afternoon,5,5,1.0,5,2026-04-25 12:00:00,2026-06-15 12:00:00,1.791759,2
user_000263,添加银行卡,morning,4,5,0.8,4,2025-12-23 10:50:00,2026-06-08 10:10:00,1.28755,3
user_000264,大样本非周期_random_intervals_0617,morning,5,5,1.0,5,2026-04-06 10:38:00,2026-06-27 10:21:00,1.791759,1
user_000264,查交易结果,evening,5,6,0.833333,5,2025-09-07 20:41:00,2026-06-16 18:46:00,1.493133,2
user_000265,大样本周期_weekly_0517,morning,7,7,1.0,7,2026-05-10 06:05:00,2026-06-28 06:11:00,2.079442,1
user_000265,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000265,大样本固定时段_morning_0317,morning,8,10,0.8,8,2025-08-02 09:24:00,2026-06-18 06:19:00,1.75778,3
user_000266,大样本周期_interval_0199,evening,8,8,1.0,8,2026-04-13 18:05:00,2026-06-29 18:12:00,2.197225,1
user_000266,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000266,风险评估,afternoon,4,5,0.8,4,2025-09-13 13:04:00,2026-06-20 17:15:00,1.28755,3
user_000266,查账户明细,afternoon,5,7,0.714286,5,2025-09-13 13:07:00,2026-06-26 16:43:00,1.279828,4
user_000267,大样本周期_interval_0863,evening,8,8,1.0,8,2026-03-01 18:05:00,2026-06-28 18:12:00,2.197225,1
user_000267,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000267,大样本固定时段_evening_0663,evening,5,6,0.833333,5,2026-02-06 21:23:00,2026-06-17 18:28:00,1.493133,3
user_000268,大样本周期_monthly_0950,afternoon,7,7,1.0,7,2025-11-15 12:05:00,2026-06-15 12:11:00,2.079442,1
user_000268,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,2
user_000268,大样本固定时段_afternoon_0750,afternoon,8,10,0.8,8,2025-08-04 15:32:00,2026-06-20 12:01:00,1.75778,3
user_000269,大样本周期_monthly_0042,afternoon,8,8,1.0,8,2025-11-28 12:05:00,2026-06-28 12:12:00,2.197225,1
user_000269,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000270,查交易结果,afternoon,4,5,0.8,4,2025-07-03 17:39:00,2026-06-10 13:35:00,1.28755,1
user_000270,快捷支付,evening,5,7,0.714286,5,2026-02-27 19:32:00,2026-06-28 19:33:00,1.279828,2
user_000271,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,1
user_000271,大样本非周期_stale_periodic_0259,morning,5,5,1.0,5,2026-01-31 10:51:00,2026-02-28 10:02:00,1.791759,2
user_000271,快捷支付,evening,4,5,0.8,4,2025-12-04 21:24:00,2026-06-14 22:46:00,1.28755,3
user_000272,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,1
user_000273,大样本周期_daily_0176,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000273,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000273,大样本链路_0176_步骤2,morning,4,4,1.0,4,2026-04-08 08:30:00,2026-06-25 08:30:00,1.609438,3
user_000273,大样本链路_0176_步骤1,morning,4,4,1.0,4,2026-04-08 08:00:00,2026-06-25 08:00:00,1.609438,4
user_000273,大样本链路_0776_步骤2,morning,4,4,1.0,4,2026-04-02 08:30:00,2026-06-19 08:30:00,1.609438,5
user_000274,大样本周期_interval_0235,evening,8,8,1.0,8,2026-03-30 18:05:00,2026-06-29 18:12:00,2.197225,1
user_000274,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,2
user_000274,大样本固定时段_evening_0035,evening,4,5,0.8,3,2026-05-03 18:18:00,2026-06-20 18:08:00,1.28755,3
user_000275,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,1
user_000275,大样本固定时段_morning_0933,morning,5,6,0.833333,5,2026-02-06 09:26:00,2026-06-17 06:47:00,1.493133,2
user_000275,结构性存款,early_morning,4,5,0.8,4,2026-06-19 05:14:00,2026-06-28 01:55:00,1.28755,3
user_000275,银行卡管理,evening,5,7,0.714286,5,2025-09-02 21:25:00,2026-06-20 20:23:00,1.279828,4
user_000276,大样本非周期_random_intervals_0432,morning,5,5,1.0,5,2026-04-06 10:02:00,2026-06-27 10:29:00,1.791759,1
user_000276,买黄金,afternoon,4,5,0.8,4,2025-09-03 15:15:00,2026-06-23 16:36:00,1.28755,2
user_000277,大样本周期_weekly_0753,morning,8,8,1.0,8,2026-05-08 06:05:00,2026-06-26 06:12:00,2.197225,1
user_000277,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000277,大样本固定时段_morning_0553,morning,7,10,0.7,7,2025-10-08 06:06:00,2026-06-17 06:46:00,1.455609,3
user_000278,大样本周期_monthly_0578,afternoon,8,8,1.0,8,2025-11-01 12:05:00,2026-06-01 12:12:00,2.197225,1
user_000278,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000278,大样本固定时段_afternoon_0378,afternoon,7,10,0.7,7,2025-10-08 12:11:00,2026-06-17 12:44:00,1.455609,3
user_000279,大样本周期_monthly_0538,afternoon,8,8,1.0,8,2025-11-28 12:05:00,2026-06-28 12:12:00,2.197225,1
user_000279,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000279,跨行转入,early_morning,6,8,0.75,6,2026-01-28 02:28:00,2026-06-24 00:51:00,1.459433,3
user_000279,大样本固定时段_afternoon_0338,afternoon,4,5,0.8,3,2026-04-30 12:45:00,2026-06-17 12:20:00,1.28755,4
